date,sku_id,forecast_tons,confidence_level
2021-01-31,SKU011,22.6,0.87
2021-01-31,SKU012,18.21,0.84
2021-01-31,SKU013,19.44,0.82
2021-01-31,SKU014,10.88,0.82
2021-02-01,SKU001,36.57,0.87
2021-02-01,SKU002,24.97,0.93
2021-02-01,SKU003,9.27,0.92
2021-02-01,SKU004,34.56,0.93
2021-02-01,SKU005,21.84,0.83
2021-02-01,SKU006,27.29,0.83
2021-02-01,SKU007,18.3,0.87
2021-02-01,SKU008,18.97,0.83
2021-02-01,SKU009,12.24,0.91
2021-02-01,SKU010,9.93,0.87
2021-02-01,SKU011,19.38,0.88
2021-02-01,SKU012,16.59,0.9
2021-02-01,SKU013,17.57,0.86
2021-02-01,SKU014,13.15,0.8
2021-02-02,SKU001,39.58,0.81
2021-02-02,SKU002,29.16,0.79
2021-02-02,SKU003,9.63,0.87
2021-02-02,SKU004,36.24,0.87
2021-02-02,SKU005,19.38,0.94
2021-02-02,SKU006,34.31,0.85
2021-02-02,SKU007,19.55,0.87
2021-02-02,SKU008,15.52,0.75
2021-02-02,SKU009,13.7,0.81
2021-02-02,SKU010,12.03,0.81
2021-02-02,SKU011,19.41,0.75
2021-02-02,SKU012,16.44,0.76
2021-02-02,SKU013,18.68,0.75
2021-02-02,SKU014,13.04,0.92
2021-02-03,SKU001,39.22,0.79
2021-02-03,SKU002,23.97,0.76
2021-02-03,SKU003,8.55,0.76
2021-02-03,SKU004,34.52,0.87
2021-02-03,SKU005,22.3,0.81
2021-02-03,SKU006,30.63,0.81
2021-02-03,SKU007,24.46,0.88
2021-02-03,SKU008,17.62,0.91
2021-02-03,SKU009,14.92,0.84
2021-02-03,SKU010,11.7,0.82
2021-02-03,SKU011,22.79,0.78
2021-02-03,SKU012,17.06,0.86
2021-02-03,SKU013,19.23,0.94
2021-02-03,SKU014,13.69,0.85
2021-02-04,SKU001,35.85,0.8
2021-02-04,SKU002,29.11,0.77
2021-02-04,SKU003,8.93,0.92
2021-02-04,SKU004,28.96,0.86
2021-02-04,SKU005,20.23,0.95
2021-02-04,SKU006,36.04,0.91
2021-02-04,SKU007,19.13,0.87
2021-02-04,SKU008,17.6,0.84
2021-02-04,SKU009,12.31,0.84
2021-02-04,SKU010,11.39,0.76
2021-02-04,SKU011,22.61,0.94
2021-02-04,SKU012,16.37,0.91
2021-02-04,SKU013,19.08,0.76
2021-02-04,SKU014,13.4,0.78
2021-02-05,SKU001,35.18,0.92
2021-02-05,SKU002,25.92,0.89
2021-02-05,SKU003,8.45,0.8
2021-02-05,SKU004,30.64,0.84
2021-02-05,SKU005,20.46,0.8
2021-02-05,SKU006,30.78,0.79
2021-02-05,SKU007,20.09,0.87
2021-02-05,SKU008,17.14,0.84
2021-02-05,SKU009,12.53,0.91
2021-02-05,SKU010,10.85,0.77
2021-02-05,SKU011,20.9,0.85
2021-02-05,SKU012,14.07,0.9
2021-02-05,SKU013,17.46,0.93
2021-02-05,SKU014,11.0,0.94
2021-02-06,SKU001,37.04,0.89
2021-02-06,SKU002,25.84,0.94
2021-02-06,SKU003,7.47,0.79
2021-02-06,SKU004,30.72,0.92
2021-02-06,SKU005,20.86,0.77
2021-02-06,SKU006,28.37,0.83
2021-02-06,SKU007,18.52,0.88
2021-02-06,SKU008,12.67,0.88
2021-02-06,SKU009,11.16,0.84
2021-02-06,SKU010,8.96,0.92
2021-02-06,SKU011,20.35,0.88
2021-02-06,SKU012,15.22,0.8
2021-02-06,SKU013,18.88,0.86
2021-02-06,SKU014,12.17,0.82
2021-02-07,SKU001,40.65,0.89
2021-02-07,SKU002,27.97,0.89
2021-02-07,SKU003,9.26,0.82
2021-02-07,SKU004,29.73,0.8
2021-02-07,SKU005,22.1,0.81
2021-02-07,SKU006,33.69,0.94
2021-02-07,SKU007,21.31,0.88
2021-02-07,SKU008,15.86,0.93
2021-02-07,SKU009,14.1,0.81
2021-02-07,SKU010,12.04,0.85
2021-02-07,SKU011,21.36,0.79
2021-02-07,SKU012,17.97,0.8
2021-02-07,SKU013,20.39,0.89
2021-02-07,SKU014,14.71,0.86
2021-02-08,SKU001,40.81,0.8
2021-02-08,SKU002,29.06,0.84
2021-02-08,SKU003,9.14,0.89
2021-02-08,SKU004,34.0,0.93
2021-02-08,SKU005,23.08,0.93
2021-02-08,SKU006,34.5,0.83
2021-02-08,SKU007,22.43,0.78
2021-02-08,SKU008,16.19,0.81
2021-02-08,SKU009,12.08,0.94
2021-02-08,SKU010,12.96,0.94
2021-02-08,SKU011,28.35,0.89
2021-02-08,SKU012,17.23,0.84
2021-02-08,SKU013,21.31,0.9
2021-02-08,SKU014,12.74,0.8
2021-02-09,SKU001,40.83,0.8
2021-02-09,SKU002,30.83,0.88
2021-02-09,SKU003,8.49,0.92
2021-02-09,SKU004,31.57,0.94
2021-02-09,SKU005,23.03,0.8
2021-02-09,SKU006,31.38,0.77
2021-02-09,SKU007,21.47,0.8
2021-02-09,SKU008,16.73,0.82
2021-02-09,SKU009,12.6,0.89
2021-02-09,SKU010,12.28,0.84
2021-02-09,SKU011,23.78,0.76
2021-02-09,SKU012,15.87,0.81
2021-02-09,SKU013,19.37,0.89
2021-02-09,SKU014,11.29,0.84
2021-02-10,SKU001,44.87,0.82
2021-02-10,SKU002,32.0,0.94
2021-02-10,SKU003,9.14,0.76
2021-02-10,SKU004,35.5,0.85
2021-02-10,SKU005,22.55,0.79
2021-02-10,SKU006,28.31,0.89
2021-02-10,SKU007,21.34,0.93
2021-02-10,SKU008,15.54,0.8
2021-02-10,SKU009,13.43,0.94
2021-02-10,SKU010,11.92,0.94
2021-02-10,SKU011,23.49,0.79
2021-02-10,SKU012,16.43,0.8
2021-02-10,SKU013,19.1,0.91
2021-02-10,SKU014,15.89,0.82
2021-02-11,SKU001,40.28,0.93
2021-02-11,SKU002,27.59,0.91
2021-02-11,SKU003,7.81,0.75
2021-02-11,SKU004,33.87,0.85
2021-02-11,SKU005,18.86,0.87
2021-02-11,SKU006,30.96,0.9
2021-02-11,SKU007,18.73,0.87
2021-02-11,SKU008,18.26,0.78
2021-02-11,SKU009,13.93,0.89
2021-02-11,SKU010,11.03,0.9
2021-02-11,SKU011,21.31,0.81
2021-02-11,SKU012,16.64,0.79
2021-02-11,SKU013,21.51,0.82
2021-02-11,SKU014,13.62,0.87
2021-02-12,SKU001,36.64,0.82
2021-02-12,SKU002,27.31,0.95
2021-02-12,SKU003,8.26,0.91
2021-02-12,SKU004,27.38,0.75
2021-02-12,SKU005,18.76,0.78
2021-02-12,SKU006,30.76,0.8
2021-02-12,SKU007,17.94,0.82
2021-02-12,SKU008,15.05,0.87
2021-02-12,SKU009,12.86,0.78
2021-02-12,SKU010,11.44,0.76
2021-02-12,SKU011,22.03,0.92
2021-02-12,SKU012,18.22,0.81
2021-02-12,SKU013,18.31,0.94
2021-02-12,SKU014,11.78,0.91
2021-02-13,SKU001,29.54,0.82
2021-02-13,SKU002,24.7,0.87
2021-02-13,SKU003,9.59,0.86
2021-02-13,SKU004,31.79,0.78
2021-02-13,SKU005,21.65,0.88
2021-02-13,SKU006,27.61,0.84
2021-02-13,SKU007,17.97,0.85
2021-02-13,SKU008,15.22,0.91
2021-02-13,SKU009,13.07,0.89
2021-02-13,SKU010,9.87,0.78
2021-02-13,SKU011,18.91,0.88
2021-02-13,SKU012,15.89,0.78
2021-02-13,SKU013,20.3,0.76
2021-02-13,SKU014,10.35,0.78
2021-02-14,SKU001,38.66,0.92
2021-02-14,SKU002,24.08,0.79
2021-02-14,SKU003,8.89,0.81
2021-02-14,SKU004,28.4,0.88
2021-02-14,SKU005,24.37,0.85
2021-02-14,SKU006,30.07,0.77
2021-02-14,SKU007,22.31,0.82
2021-02-14,SKU008,19.81,0.75
2021-02-14,SKU009,13.26,0.79
2021-02-14,SKU010,10.23,0.87
2021-02-14,SKU011,24.2,0.88
2021-02-14,SKU012,17.74,0.89
2021-02-14,SKU013,20.79,0.8
2021-02-14,SKU014,13.74,0.8
2021-02-15,SKU001,39.91,0.77
2021-02-15,SKU002,26.14,0.8
2021-02-15,SKU003,9.59,0.94
2021-02-15,SKU004,34.26,0.9
2021-02-15,SKU005,24.7,0.93
2021-02-15,SKU006,31.26,0.93
2021-02-15,SKU007,18.67,0.77
2021-02-15,SKU008,17.92,0.93
2021-02-15,SKU009,13.59,0.85
2021-02-15,SKU010,11.19,0.75
2021-02-15,SKU011,22.39,0.76
2021-02-15,SKU012,17.87,0.95
2021-02-15,SKU013,21.81,0.84
2021-02-15,SKU014,13.32,0.88
2021-02-16,SKU001,40.17,0.8
2021-02-16,SKU002,24.93,0.94
2021-02-16,SKU003,9.09,0.93
2021-02-16,SKU004,33.82,0.85
2021-02-16,SKU005,26.0,0.76
2021-02-16,SKU006,34.94,0.75
2021-02-16,SKU007,20.46,0.83
2021-02-16,SKU008,17.46,0.89
2021-02-16,SKU009,14.62,0.84
2021-02-16,SKU010,10.65,0.92
2021-02-16,SKU011,21.31,0.92
2021-02-16,SKU012,16.29,0.82
2021-02-16,SKU013,22.84,0.88
2021-02-16,SKU014,13.31,0.84
2021-02-17,SKU001,42.81,0.79
2021-02-17,SKU002,26.92,0.94
2021-02-17,SKU003,9.45,0.83
2021-02-17,SKU004,33.3,0.79
2021-02-17,SKU005,20.44,0.78
2021-02-17,SKU006,30.91,0.8
2021-02-17,SKU007,22.17,0.94
2021-02-17,SKU008,17.78,0.78
2021-02-17,SKU009,13.07,0.82
2021-02-17,SKU010,11.78,0.9
2021-02-17,SKU011,20.55,0.77
2021-02-17,SKU012,15.73,0.76
2021-02-17,SKU013,21.29,0.9
2021-02-17,SKU014,15.42,0.88
2021-02-18,SKU001,33.16,0.94
2021-02-18,SKU002,26.83,0.94
2021-02-18,SKU003,8.38,0.84
2021-02-18,SKU004,36.04,0.85
2021-02-18,SKU005,24.4,0.85
2021-02-18,SKU006,35.21,0.89
2021-02-18,SKU007,21.72,0.77
2021-02-18,SKU008,15.67,0.77
2021-02-18,SKU009,11.99,0.91
2021-02-18,SKU010,12.64,0.88
2021-02-18,SKU011,22.53,0.75
2021-02-18,SKU012,20.52,0.8
2021-02-18,SKU013,21.22,0.8
2021-02-18,SKU014,12.97,0.84
2021-02-19,SKU001,33.54,0.94
2021-02-19,SKU002,25.11,0.94
2021-02-19,SKU003,9.32,0.78
2021-02-19,SKU004,30.93,0.78
2021-02-19,SKU005,22.53,0.88
2021-02-19,SKU006,28.79,0.79
2021-02-19,SKU007,17.4,0.9
2021-02-19,SKU008,15.05,0.95
2021-02-19,SKU009,14.46,0.9
2021-02-19,SKU010,10.87,0.79
2021-02-19,SKU011,19.18,0.87
2021-02-19,SKU012,13.37,0.92
2021-02-19,SKU013,18.36,0.9
2021-02-19,SKU014,10.78,0.77
2021-02-20,SKU001,32.95,0.86
2021-02-20,SKU002,26.04,0.9
2021-02-20,SKU003,8.69,0.82
2021-02-20,SKU004,30.05,0.79
2021-02-20,SKU005,22.52,0.76
2021-02-20,SKU006,28.84,0.82
2021-02-20,SKU007,16.79,0.76
2021-02-20,SKU008,17.28,0.82
2021-02-20,SKU009,12.54,0.77
2021-02-20,SKU010,9.94,0.89
2021-02-20,SKU011,20.97,0.95
2021-02-20,SKU012,15.51,0.78
2021-02-20,SKU013,21.46,0.84
2021-02-20,SKU014,14.36,0.93
2021-02-21,SKU001,43.03,0.8
2021-02-21,SKU002,30.67,0.84
2021-02-21,SKU003,7.84,0.77
2021-02-21,SKU004,34.33,0.78
2021-02-21,SKU005,22.17,0.8
2021-02-21,SKU006,30.94,0.8
2021-02-21,SKU007,21.89,0.81
2021-02-21,SKU008,13.13,0.93
2021-02-21,SKU009,15.46,0.93
2021-02-21,SKU010,11.8,0.78
2021-02-21,SKU011,19.9,0.82
2021-02-21,SKU012,14.74,0.75
2021-02-21,SKU013,18.9,0.85
2021-02-21,SKU014,14.16,0.8
2021-02-22,SKU001,42.77,0.83
2021-02-22,SKU002,27.71,0.84
2021-02-22,SKU003,10.37,0.84
2021-02-22,SKU004,39.79,0.92
2021-02-22,SKU005,23.04,0.84
2021-02-22,SKU006,34.18,0.85
2021-02-22,SKU007,22.36,0.79
2021-02-22,SKU008,19.05,0.76
2021-02-22,SKU009,15.08,0.81
2021-02-22,SKU010,11.99,0.88
2021-02-22,SKU011,22.97,0.86
2021-02-22,SKU012,16.43,0.91
2021-02-22,SKU013,20.56,0.81
2021-02-22,SKU014,12.75,0.81
2021-02-23,SKU001,42.98,0.93
2021-02-23,SKU002,30.36,0.88
2021-02-23,SKU003,8.67,0.94
2021-02-23,SKU004,29.64,0.93
2021-02-23,SKU005,24.44,0.91
2021-02-23,SKU006,32.3,0.93
2021-02-23,SKU007,22.25,0.93
2021-02-23,SKU008,17.97,0.77
2021-02-23,SKU009,13.82,0.84
2021-02-23,SKU010,11.78,0.91
2021-02-23,SKU011,24.54,0.83
2021-02-23,SKU012,17.81,0.82
2021-02-23,SKU013,20.79,0.89
2021-02-23,SKU014,13.35,0.81
2021-02-24,SKU001,35.76,0.9
2021-02-24,SKU002,28.55,0.76
2021-02-24,SKU003,8.63,0.76
2021-02-24,SKU004,38.94,0.92
2021-02-24,SKU005,27.88,0.9
2021-02-24,SKU006,31.68,0.88
2021-02-24,SKU007,22.39,0.87
2021-02-24,SKU008,18.51,0.82
2021-02-24,SKU009,14.33,0.94
2021-02-24,SKU010,11.39,0.82
2021-02-24,SKU011,22.74,0.88
2021-02-24,SKU012,16.91,0.78
2021-02-24,SKU013,20.62,0.89
2021-02-24,SKU014,13.04,0.94
2021-02-25,SKU001,42.32,0.94
2021-02-25,SKU002,28.98,0.8
2021-02-25,SKU003,9.76,0.9
2021-02-25,SKU004,34.1,0.94
2021-02-25,SKU005,22.87,0.9
2021-02-25,SKU006,33.26,0.76
2021-02-25,SKU007,21.57,0.94
2021-02-25,SKU008,19.12,0.94
2021-02-25,SKU009,15.11,0.91
2021-02-25,SKU010,11.58,0.94
2021-02-25,SKU011,20.62,0.76
2021-02-25,SKU012,18.39,0.79
2021-02-25,SKU013,21.8,0.81
2021-02-25,SKU014,14.19,0.93
2021-02-26,SKU001,31.98,0.85
2021-02-26,SKU002,24.35,0.84
2021-02-26,SKU003,8.33,0.81
2021-02-26,SKU004,33.58,0.92
2021-02-26,SKU005,19.56,0.76
2021-02-26,SKU006,27.48,0.77
2021-02-26,SKU007,21.74,0.92
2021-02-26,SKU008,15.52,0.78
2021-02-26,SKU009,10.97,0.8
2021-02-26,SKU010,10.14,0.81
2021-02-26,SKU011,20.51,0.83
2021-02-26,SKU012,15.77,0.79
2021-02-26,SKU013,18.97,0.92
2021-02-26,SKU014,13.02,0.79
2021-02-27,SKU001,35.67,0.79
2021-02-27,SKU002,28.91,0.9
2021-02-27,SKU003,8.06,0.81
2021-02-27,SKU004,32.45,0.84
2021-02-27,SKU005,21.47,0.86
2021-02-27,SKU006,28.46,0.94
2021-02-27,SKU007,19.85,0.76
2021-02-27,SKU008,18.9,0.78
2021-02-27,SKU009,13.88,0.88
2021-02-27,SKU010,10.19,0.94
2021-02-27,SKU011,21.42,0.83
2021-02-27,SKU012,13.76,0.86
2021-02-27,SKU013,18.85,0.87
2021-02-27,SKU014,10.82,0.77
2021-02-28,SKU001,43.67,0.93
2021-02-28,SKU002,31.55,0.84
2021-02-28,SKU003,9.29,0.78
2021-02-28,SKU004,33.01,0.88
2021-02-28,SKU005,23.09,0.77
2021-02-28,SKU006,31.42,0.75
2021-02-28,SKU007,18.4,0.93
2021-02-28,SKU008,17.96,0.93
2021-02-28,SKU009,14.16,0.76
2021-02-28,SKU010,12.74,0.77
2021-02-28,SKU011,19.85,0.88
2021-02-28,SKU012,16.5,0.91
2021-02-28,SKU013,22.22,0.8
2021-02-28,SKU014,15.63,0.8
2021-03-01,SKU001,43.69,0.77
2021-03-01,SKU002,30.69,0.79
2021-03-01,SKU003,8.62,0.86
2021-03-01,SKU004,39.47,0.87
2021-03-01,SKU005,24.59,0.81
2021-03-01,SKU006,34.25,0.86
2021-03-01,SKU007,20.23,0.78
2021-03-01,SKU008,18.67,0.76
2021-03-01,SKU009,13.07,0.89
2021-03-01,SKU010,11.83,0.89
2021-03-01,SKU011,25.12,0.83
2021-03-01,SKU012,17.92,0.93
2021-03-01,SKU013,23.89,0.76
2021-03-01,SKU014,12.23,0.86
2021-03-02,SKU001,43.17,0.86
2021-03-02,SKU002,28.45,0.87
2021-03-02,SKU003,8.61,0.88
2021-03-02,SKU004,27.61,0.79
2021-03-02,SKU005,22.9,0.91
2021-03-02,SKU006,31.25,0.8
2021-03-02,SKU007,20.5,0.89
2021-03-02,SKU008,16.93,0.87
2021-03-02,SKU009,12.79,0.93
2021-03-02,SKU010,12.8,0.84
2021-03-02,SKU011,24.62,0.95
2021-03-02,SKU012,17.57,0.88
2021-03-02,SKU013,21.16,0.81
2021-03-02,SKU014,14.79,0.81
2021-03-03,SKU001,47.81,0.84
2021-03-03,SKU002,32.01,0.93
2021-03-03,SKU003,8.14,0.75
2021-03-03,SKU004,33.64,0.94
2021-03-03,SKU005,24.19,0.92
2021-03-03,SKU006,35.81,0.91
2021-03-03,SKU007,20.79,0.86
2021-03-03,SKU008,18.48,0.77
2021-03-03,SKU009,13.8,0.85
2021-03-03,SKU010,13.07,0.84
2021-03-03,SKU011,23.89,0.76
2021-03-03,SKU012,14.96,0.95
2021-03-03,SKU013,22.33,0.89
2021-03-03,SKU014,13.91,0.81
2021-03-04,SKU001,38.59,0.76
2021-03-04,SKU002,31.21,0.89
2021-03-04,SKU003,8.62,0.9
2021-03-04,SKU004,33.17,0.89
2021-03-04,SKU005,24.75,0.89
2021-03-04,SKU006,32.75,0.93
2021-03-04,SKU007,20.09,0.77
2021-03-04,SKU008,16.3,0.81
2021-03-04,SKU009,14.22,0.91
2021-03-04,SKU010,13.23,0.86
2021-03-04,SKU011,23.45,0.87
2021-03-04,SKU012,17.35,0.8
2021-03-04,SKU013,20.0,0.87
2021-03-04,SKU014,13.1,0.78
2021-03-05,SKU001,35.26,0.82
2021-03-05,SKU002,29.89,0.91
2021-03-05,SKU003,6.85,0.93
2021-03-05,SKU004,31.99,0.82
2021-03-05,SKU005,21.15,0.79
2021-03-05,SKU006,32.3,0.87
2021-03-05,SKU007,17.88,0.77
2021-03-05,SKU008,15.27,0.8
2021-03-05,SKU009,13.41,0.92
2021-03-05,SKU010,10.99,0.8
2021-03-05,SKU011,19.15,0.87
2021-03-05,SKU012,16.73,0.93
2021-03-05,SKU013,19.81,0.89
2021-03-05,SKU014,13.34,0.9
2021-03-06,SKU001,40.59,0.82
2021-03-06,SKU002,23.11,0.94
2021-03-06,SKU003,8.56,0.91
2021-03-06,SKU004,34.01,0.93
2021-03-06,SKU005,21.94,0.85
2021-03-06,SKU006,26.04,0.9
2021-03-06,SKU007,21.29,0.83
2021-03-06,SKU008,14.78,0.77
2021-03-06,SKU009,12.73,0.88
2021-03-06,SKU010,10.15,0.78
2021-03-06,SKU011,23.6,0.78
2021-03-06,SKU012,17.97,0.83
2021-03-06,SKU013,18.64,0.88
2021-03-06,SKU014,14.43,0.92
2021-03-07,SKU001,39.63,0.85
2021-03-07,SKU002,31.55,0.88
2021-03-07,SKU003,7.93,0.93
2021-03-07,SKU004,32.39,0.77
2021-03-07,SKU005,23.64,0.83
2021-03-07,SKU006,32.53,0.9
2021-03-07,SKU007,20.88,0.8
2021-03-07,SKU008,16.73,0.9
2021-03-07,SKU009,13.85,0.91
2021-03-07,SKU010,10.33,0.93
2021-03-07,SKU011,22.53,0.86
2021-03-07,SKU012,19.99,0.89
2021-03-07,SKU013,21.92,0.91
2021-03-07,SKU014,13.4,0.93
2021-03-08,SKU001,41.27,0.88
2021-03-08,SKU002,31.34,0.75
2021-03-08,SKU003,8.71,0.94
2021-03-08,SKU004,42.57,0.93
2021-03-08,SKU005,26.61,0.76
2021-03-08,SKU006,30.83,0.8
2021-03-08,SKU007,21.38,0.94
2021-03-08,SKU008,16.82,0.92
2021-03-08,SKU009,14.85,0.84
2021-03-08,SKU010,11.69,0.82
2021-03-08,SKU011,26.05,0.93
2021-03-08,SKU012,17.35,0.82
2021-03-08,SKU013,22.79,0.76
2021-03-08,SKU014,14.03,0.91
2021-03-09,SKU001,34.1,0.84
2021-03-09,SKU002,27.57,0.83
2021-03-09,SKU003,9.49,0.85
2021-03-09,SKU004,35.49,0.92
2021-03-09,SKU005,21.92,0.87
2021-03-09,SKU006,36.18,0.88
2021-03-09,SKU007,21.1,0.95
2021-03-09,SKU008,17.24,0.88
2021-03-09,SKU009,12.8,0.79
2021-03-09,SKU010,11.04,0.83
2021-03-09,SKU011,22.94,0.82
2021-03-09,SKU012,17.28,0.87
2021-03-09,SKU013,21.51,0.84
2021-03-09,SKU014,12.6,0.81
2021-03-10,SKU001,41.35,0.77
2021-03-10,SKU002,32.5,0.81
2021-03-10,SKU003,8.91,0.85
2021-03-10,SKU004,33.93,0.85
2021-03-10,SKU005,25.11,0.8
2021-03-10,SKU006,26.55,0.77
2021-03-10,SKU007,22.45,0.78
2021-03-10,SKU008,17.86,0.89
2021-03-10,SKU009,12.17,0.92
2021-03-10,SKU010,11.3,0.84
2021-03-10,SKU011,20.9,0.77
2021-03-10,SKU012,20.65,0.87
2021-03-10,SKU013,19.85,0.87
2021-03-10,SKU014,13.98,0.75
2021-03-11,SKU001,43.44,0.76
2021-03-11,SKU002,27.96,0.88
2021-03-11,SKU003,10.69,0.84
2021-03-11,SKU004,30.3,0.87
2021-03-11,SKU005,21.57,0.77
2021-03-11,SKU006,32.28,0.9
2021-03-11,SKU007,22.27,0.9
2021-03-11,SKU008,17.08,0.76
2021-03-11,SKU009,13.44,0.87
2021-03-11,SKU010,10.93,0.91
2021-03-11,SKU011,21.43,0.86
2021-03-11,SKU012,17.07,0.85
2021-03-11,SKU013,21.57,0.82
2021-03-11,SKU014,11.91,0.82
2021-03-12,SKU001,38.1,0.84
2021-03-12,SKU002,22.98,0.79
2021-03-12,SKU003,8.45,0.8
2021-03-12,SKU004,30.5,0.83
2021-03-12,SKU005,22.03,0.89
2021-03-12,SKU006,25.01,0.85
2021-03-12,SKU007,18.59,0.76
2021-03-12,SKU008,14.17,0.82
2021-03-12,SKU009,12.95,0.77
2021-03-12,SKU010,10.78,0.78
2021-03-12,SKU011,22.91,0.8
2021-03-12,SKU012,15.31,0.8
2021-03-12,SKU013,18.14,0.82
2021-03-12,SKU014,13.06,0.81
2021-03-13,SKU001,37.41,0.88
2021-03-13,SKU002,29.18,0.78
2021-03-13,SKU003,8.37,0.89
2021-03-13,SKU004,33.22,0.94
2021-03-13,SKU005,25.64,0.77
2021-03-13,SKU006,36.79,0.83
2021-03-13,SKU007,19.53,0.83
2021-03-13,SKU008,16.74,0.86
2021-03-13,SKU009,12.36,0.81
2021-03-13,SKU010,10.21,0.83
2021-03-13,SKU011,20.91,0.85
2021-03-13,SKU012,16.87,0.78
2021-03-13,SKU013,19.81,0.84
2021-03-13,SKU014,14.45,0.94
2021-03-14,SKU001,42.47,0.93
2021-03-14,SKU002,31.4,0.86
2021-03-14,SKU003,9.22,0.77
2021-03-14,SKU004,38.92,0.95
2021-03-14,SKU005,22.71,0.78
2021-03-14,SKU006,31.33,0.82
2021-03-14,SKU007,22.59,0.95
2021-03-14,SKU008,15.52,0.76
2021-03-14,SKU009,13.71,0.75
2021-03-14,SKU010,12.15,0.88
2021-03-14,SKU011,23.41,0.82
2021-03-14,SKU012,17.99,0.78
2021-03-14,SKU013,20.87,0.84
2021-03-14,SKU014,14.72,0.93
2021-03-15,SKU001,43.9,0.94
2021-03-15,SKU002,29.83,0.84
2021-03-15,SKU003,8.38,0.95
2021-03-15,SKU004,36.8,0.81
2021-03-15,SKU005,22.39,0.81
2021-03-15,SKU006,35.93,0.77
2021-03-15,SKU007,18.66,0.78
2021-03-15,SKU008,18.29,0.8
2021-03-15,SKU009,14.25,0.83
2021-03-15,SKU010,10.26,0.77
2021-03-15,SKU011,26.47,0.86
2021-03-15,SKU012,18.03,0.94
2021-03-15,SKU013,27.14,0.85
2021-03-15,SKU014,15.24,0.82
2021-03-16,SKU001,45.11,0.76
2021-03-16,SKU002,26.2,0.87
2021-03-16,SKU003,8.84,0.79
2021-03-16,SKU004,39.37,0.79
2021-03-16,SKU005,22.0,0.95
2021-03-16,SKU006,30.31,0.95
2021-03-16,SKU007,20.41,0.85
2021-03-16,SKU008,16.94,0.78
2021-03-16,SKU009,11.35,0.81
2021-03-16,SKU010,11.95,0.91
2021-03-16,SKU011,24.38,0.86
2021-03-16,SKU012,17.42,0.87
2021-03-16,SKU013,19.86,0.85
2021-03-16,SKU014,15.7,0.87
2021-03-17,SKU001,43.14,0.82
2021-03-17,SKU002,32.06,0.83
2021-03-17,SKU003,9.61,0.92
2021-03-17,SKU004,33.25,0.83
2021-03-17,SKU005,24.8,0.76
2021-03-17,SKU006,34.7,0.83
2021-03-17,SKU007,20.14,0.86
2021-03-17,SKU008,20.28,0.87
2021-03-17,SKU009,13.92,0.76
2021-03-17,SKU010,10.81,0.78
2021-03-17,SKU011,28.89,0.78
2021-03-17,SKU012,18.44,0.9
2021-03-17,SKU013,22.53,0.83
2021-03-17,SKU014,14.0,0.78
2021-03-18,SKU001,42.89,0.83
2021-03-18,SKU002,33.32,0.82
2021-03-18,SKU003,9.17,0.76
2021-03-18,SKU004,32.95,0.85
2021-03-18,SKU005,23.98,0.76
2021-03-18,SKU006,33.68,0.93
2021-03-18,SKU007,19.05,0.9
2021-03-18,SKU008,17.51,0.81
2021-03-18,SKU009,13.47,0.85
2021-03-18,SKU010,11.4,0.77
2021-03-18,SKU011,23.45,0.84
2021-03-18,SKU012,19.92,0.75
2021-03-18,SKU013,21.32,0.84
2021-03-18,SKU014,15.78,0.9
2021-03-19,SKU001,36.89,0.87
2021-03-19,SKU002,25.5,0.84
2021-03-19,SKU003,8.16,0.81
2021-03-19,SKU004,29.76,0.95
2021-03-19,SKU005,19.57,0.91
2021-03-19,SKU006,28.44,0.83
2021-03-19,SKU007,22.03,0.87
2021-03-19,SKU008,13.37,0.87
2021-03-19,SKU009,12.19,0.78
2021-03-19,SKU010,9.91,0.9
2021-03-19,SKU011,23.94,0.88
2021-03-19,SKU012,16.67,0.77
2021-03-19,SKU013,19.35,0.81
2021-03-19,SKU014,10.86,0.79
2021-03-20,SKU001,38.58,0.82
2021-03-20,SKU002,27.95,0.9
2021-03-20,SKU003,7.54,0.79
2021-03-20,SKU004,29.92,0.8
2021-03-20,SKU005,21.36,0.92
2021-03-20,SKU006,31.62,0.79
2021-03-20,SKU007,20.75,0.76
2021-03-20,SKU008,16.03,0.93
2021-03-20,SKU009,11.67,0.89
2021-03-20,SKU010,10.46,0.91
2021-03-20,SKU011,19.57,0.78
2021-03-20,SKU012,17.56,0.83
2021-03-20,SKU013,19.2,0.91
2021-03-20,SKU014,11.27,0.88
2021-03-21,SKU001,38.29,0.94
2021-03-21,SKU002,29.33,0.8
2021-03-21,SKU003,10.18,0.9
2021-03-21,SKU004,31.88,0.95
2021-03-21,SKU005,21.46,0.87
2021-03-21,SKU006,32.66,0.75
2021-03-21,SKU007,21.22,0.83
2021-03-21,SKU008,15.94,0.82
2021-03-21,SKU009,14.84,0.94
2021-03-21,SKU010,12.8,0.84
2021-03-21,SKU011,22.63,0.88
2021-03-21,SKU012,17.31,0.92
2021-03-21,SKU013,21.71,0.86
2021-03-21,SKU014,14.1,0.78
2021-03-22,SKU001,42.67,0.76
2021-03-22,SKU002,35.0,0.83
2021-03-22,SKU003,9.73,0.81
2021-03-22,SKU004,39.83,0.94
2021-03-22,SKU005,22.3,0.82
2021-03-22,SKU006,31.09,0.93
2021-03-22,SKU007,24.85,0.95
2021-03-22,SKU008,17.97,0.91
2021-03-22,SKU009,14.83,0.9
