date,country,wheat_price_sar_per_ton,availability_tons
2020-12-10,Australia,848.8,14484
2020-12-10,Canada,978.35,12813
2020-12-10,Argentina,839.27,6512
2020-12-10,Germany,947.55,8472
2020-12-10,Romania,838.7,2907
2020-12-11,United States,935.03,6653
2020-12-11,Australia,857.3,7044
2020-12-11,Canada,971.25,5993
2020-12-11,Argentina,787.2,4095
2020-12-11,Germany,914.85,7179
2020-12-11,Romania,835.27,6377
2020-12-12,United States,944.77,4243
2020-12-12,Australia,854.68,13985
2020-12-12,Canada,981.39,14623
2020-12-12,Argentina,774.07,5743
2020-12-12,Germany,937.73,3033
2020-12-12,Romania,834.72,7252
2020-12-13,United States,912.64,8922
2020-12-13,Australia,884.01,10562
2020-12-13,Canada,1005.01,9707
2020-12-13,Argentina,812.97,3610
2020-12-13,Germany,908.3,4058
2020-12-13,Romania,861.13,6196
2020-12-14,United States,958.06,4013
2020-12-14,Australia,875.25,10167
2020-12-14,Canada,992.05,8496
2020-12-14,Argentina,797.37,5136
2020-12-14,Germany,917.79,7494
2020-12-14,Romania,889.0,6464
2020-12-15,United States,952.8,11045
2020-12-15,Australia,889.53,11076
2020-12-15,Canada,991.49,8722
2020-12-15,Argentina,803.63,6254
2020-12-15,Germany,897.34,5013
2020-12-15,Romania,809.21,3265
2020-12-16,United States,936.84,6234
2020-12-16,Australia,874.82,13755
2020-12-16,Canada,985.03,10741
2020-12-16,Argentina,783.18,3479
2020-12-16,Germany,912.87,4335
2020-12-16,Romania,866.71,6667
2020-12-17,United States,960.23,9026
2020-12-17,Australia,847.97,7916
2020-12-17,Canada,987.64,11683
2020-12-17,Argentina,787.15,3155
2020-12-17,Germany,916.35,4203
2020-12-17,Romania,836.58,3943
2020-12-18,United States,896.45,10761
2020-12-18,Australia,894.13,12852
2020-12-18,Canada,977.73,7587
2020-12-18,Argentina,784.41,3794
2020-12-18,Germany,901.47,3792
2020-12-18,Romania,826.89,3761
2020-12-19,United States,956.82,4110
2020-12-19,Australia,878.1,7001
2020-12-19,Canada,976.7,8121
2020-12-19,Argentina,813.87,4185
2020-12-19,Germany,910.47,7875
2020-12-19,Romania,860.4,4838
2020-12-20,United States,953.61,9856
2020-12-20,Australia,888.56,7366
2020-12-20,Canada,963.99,6259
2020-12-20,Argentina,790.23,5696
2020-12-20,Germany,897.04,7611
2020-12-20,Romania,867.47,3934
2020-12-21,United States,936.09,6148
2020-12-21,Australia,864.91,17181
2020-12-21,Canada,990.97,12930
2020-12-21,Argentina,787.02,7111
2020-12-21,Germany,858.95,7965
2020-12-21,Romania,831.11,3479
2020-12-22,United States,984.06,9600
2020-12-22,Australia,857.02,7342
2020-12-22,Canada,990.31,8170
2020-12-22,Argentina,811.0,4881
2020-12-22,Germany,917.83,6503
2020-12-22,Romania,858.93,3852
2020-12-23,United States,955.99,9809
2020-12-23,Australia,880.55,7002
2020-12-23,Canada,968.44,7168
2020-12-23,Argentina,778.68,4906
2020-12-23,Germany,911.72,6912
2020-12-23,Romania,859.35,4679
2020-12-24,United States,929.93,11115
2020-12-24,Australia,874.15,11050
2020-12-24,Canada,980.22,7375
2020-12-24,Argentina,781.57,5362
2020-12-24,Germany,897.94,4372
2020-12-24,Romania,850.7,3149
2020-12-25,United States,933.9,9831
2020-12-25,Australia,872.93,7705
2020-12-25,Canada,970.59,8810
2020-12-25,Argentina,782.03,3364
2020-12-25,Germany,934.84,5752
2020-12-25,Romania,860.87,2639
2020-12-26,United States,918.74,6266
2020-12-26,Australia,836.81,9551
2020-12-26,Canada,1035.92,9256
2020-12-26,Argentina,846.37,5584
2020-12-26,Germany,951.03,3529
2020-12-26,Romania,847.68,2648
2020-12-27,United States,976.35,9352
2020-12-27,Australia,880.22,10783
2020-12-27,Canada,1020.75,8120
2020-12-27,Argentina,787.24,5157
2020-12-27,Germany,908.55,7456
2020-12-27,Romania,854.69,4691
2020-12-28,United States,917.25,6047
2020-12-28,Australia,867.49,13680
2020-12-28,Canada,971.3,9069
2020-12-28,Argentina,831.27,6444
2020-12-28,Germany,934.12,8188
2020-12-28,Romania,894.1,4062
2020-12-29,United States,936.03,4059
2020-12-29,Australia,845.42,12087
2020-12-29,Canada,970.95,13754
2020-12-29,Argentina,802.7,3472
2020-12-29,Germany,938.27,3255
2020-12-29,Romania,884.3,4638
2020-12-30,United States,971.8,8995
2020-12-30,Australia,871.01,6759
2020-12-30,Canada,953.48,6709
2020-12-30,Argentina,800.61,3880
2020-12-30,Germany,925.6,5612
2020-12-30,Romania,885.55,6102
2020-12-31,United States,939.86,6505
2020-12-31,Australia,859.92,12646
2020-12-31,Canada,982.73,7542
2020-12-31,Argentina,816.35,3215
2020-12-31,Germany,938.34,6867
2020-12-31,Romania,863.38,5527
2021-01-01,United States,1166.13,7632
2021-01-01,Australia,1061.7,12345
2021-01-01,Canada,1179.48,13355
2021-01-01,Argentina,1005.92,7291
2021-01-01,Germany,1172.0,3380
2021-01-01,Romania,1070.17,5864
2021-01-02,United States,1167.16,8290
2021-01-02,Australia,1091.19,17191
2021-01-02,Canada,1231.7,13276
2021-01-02,Argentina,997.13,5860
2021-01-02,Germany,1104.35,3923
2021-01-02,Romania,1056.58,5164
2021-01-03,United States,1134.75,11736
2021-01-03,Australia,1056.03,16303
2021-01-03,Canada,1232.38,5594
2021-01-03,Argentina,987.63,2996
2021-01-03,Germany,1126.15,7585
2021-01-03,Romania,1063.72,6664
2021-01-04,United States,1158.41,6854
2021-01-04,Australia,1066.3,15816
2021-01-04,Canada,1239.27,14012
2021-01-04,Argentina,980.65,4196
2021-01-04,Germany,1171.37,7127
2021-01-04,Romania,1019.34,6720
2021-01-05,United States,1148.51,6686
2021-01-05,Australia,1076.76,9016
2021-01-05,Canada,1221.14,5657
2021-01-05,Argentina,972.41,5493
2021-01-05,Germany,1115.51,5938
2021-01-05,Romania,1080.1,3220
2021-01-06,United States,1167.66,9862
2021-01-06,Australia,1075.25,7475
2021-01-06,Canada,1192.5,10894
2021-01-06,Argentina,983.35,6112
2021-01-06,Germany,1125.15,6823
2021-01-06,Romania,1068.09,3032
2021-01-07,United States,1149.58,4434
2021-01-07,Australia,1059.01,10898
2021-01-07,Canada,1216.43,9360
2021-01-07,Argentina,1001.94,4969
2021-01-07,Germany,1108.23,3737
2021-01-07,Romania,1037.97,5957
2021-01-08,United States,1149.1,8855
2021-01-08,Australia,1087.91,7064
2021-01-08,Canada,1201.76,6612
2021-01-08,Argentina,984.7,7167
2021-01-08,Germany,1102.85,4027
2021-01-08,Romania,1049.69,5864
2021-01-09,United States,1145.32,5793
2021-01-09,Australia,1115.43,6472
2021-01-09,Canada,1219.76,12961
2021-01-09,Argentina,1001.4,4110
2021-01-09,Germany,1150.73,7125
2021-01-09,Romania,1048.53,5748
2021-01-10,United States,1118.76,9930
2021-01-10,Australia,1089.33,10330
2021-01-10,Canada,1199.13,10904
2021-01-10,Argentina,1007.28,4286
2021-01-10,Germany,1128.61,6744
2021-01-10,Romania,1086.96,2916
2021-01-11,United States,1191.03,10879
2021-01-11,Australia,1072.13,14654
2021-01-11,Canada,1184.61,8891
2021-01-11,Argentina,985.22,5307
2021-01-11,Germany,1150.01,6206
2021-01-11,Romania,1049.87,5810
2021-01-12,United States,1145.14,8848
2021-01-12,Australia,1092.74,15019
2021-01-12,Canada,1207.23,12285
2021-01-12,Argentina,1024.92,4009
2021-01-12,Germany,1079.99,4394
2021-01-12,Romania,1064.51,4455
2021-01-13,United States,1187.76,4463
2021-01-13,Australia,1030.71,16896
2021-01-13,Canada,1244.33,8064
2021-01-13,Argentina,966.0,6308
2021-01-13,Germany,1089.58,8782
2021-01-13,Romania,1053.6,6826
2021-01-14,United States,1173.44,10034
2021-01-14,Australia,1056.19,6414
2021-01-14,Canada,1222.37,10121
2021-01-14,Argentina,1010.96,6429
2021-01-14,Germany,1152.48,8147
2021-01-14,Romania,1080.15,4855
2021-01-15,United States,1180.54,10382
2021-01-15,Australia,1071.34,6230
2021-01-15,Canada,1231.93,11835
2021-01-15,Argentina,1003.09,5267
2021-01-15,Germany,1113.58,8565
2021-01-15,Romania,1068.75,5083
2021-01-16,United States,1154.12,11742
2021-01-16,Australia,1063.83,11239
2021-01-16,Canada,1209.02,12005
2021-01-16,Argentina,945.07,4325
2021-01-16,Germany,1161.1,5767
2021-01-16,Romania,1054.23,6067
2021-01-17,United States,1132.96,6009
2021-01-17,Australia,1069.53,15830
2021-01-17,Canada,1230.72,7308
2021-01-17,Argentina,1003.99,2772
2021-01-17,Germany,1124.93,6298
2021-01-17,Romania,1080.18,6681
2021-01-18,United States,1175.94,11932
2021-01-18,Australia,1047.02,14895
2021-01-18,Canada,1246.98,5217
2021-01-18,Argentina,988.49,3576
2021-01-18,Germany,1113.91,3756
2021-01-18,Romania,1082.88,3966
2021-01-19,United States,1158.77,4996
2021-01-19,Australia,1052.32,16052
2021-01-19,Canada,1205.54,10199
2021-01-19,Argentina,1020.08,6775
2021-01-19,Germany,1118.05,3120
2021-01-19,Romania,1073.91,2894
2021-01-20,United States,1127.2,4949
2021-01-20,Australia,1100.55,11691
2021-01-20,Canada,1249.87,11636
2021-01-20,Argentina,1000.98,4829
2021-01-20,Germany,1121.62,4279
2021-01-20,Romania,1081.1,6173
2021-01-21,United States,1162.82,7480
2021-01-21,Australia,1072.57,11298
2021-01-21,Canada,1177.09,7848
2021-01-21,Argentina,991.61,3853
2021-01-21,Germany,1124.2,3636
2021-01-21,Romania,1066.68,4126
2021-01-22,United States,1204.71,6344
2021-01-22,Australia,1074.07,14004
2021-01-22,Canada,1247.8,9806
2021-01-22,Argentina,990.12,5206
2021-01-22,Germany,1111.75,4027
2021-01-22,Romania,1063.32,4502
2021-01-23,United States,1196.05,5019
2021-01-23,Australia,1105.95,16245
2021-01-23,Canada,1214.76,9979
2021-01-23,Argentina,1021.76,6507
2021-01-23,Germany,1120.18,4902
2021-01-23,Romania,1093.21,5821
2021-01-24,United States,1195.37,5037
2021-01-24,Australia,1058.64,14064
2021-01-24,Canada,1225.33,9561
2021-01-24,Argentina,1004.36,5301
2021-01-24,Germany,1118.63,4038
2021-01-24,Romania,1058.74,6722
2021-01-25,United States,1123.56,10911
2021-01-25,Australia,1094.26,7365
2021-01-25,Canada,1249.21,6249
2021-01-25,Argentina,1011.17,3102
2021-01-25,Germany,1125.39,7027
2021-01-25,Romania,1072.61,4018
2021-01-26,United States,1177.93,11051
2021-01-26,Australia,1069.31,12363
2021-01-26,Canada,1246.27,10531
2021-01-26,Argentina,1001.5,5417
2021-01-26,Germany,1145.54,8739
2021-01-26,Romania,1061.07,3903
2021-01-27,United States,1161.14,9931
2021-01-27,Australia,1084.46,11812
2021-01-27,Canada,1204.71,10328
2021-01-27,Argentina,1013.56,4129
2021-01-27,Germany,1152.89,4137
2021-01-27,Romania,1098.25,3710
2021-01-28,United States,1189.37,6497
2021-01-28,Australia,1104.81,11738
2021-01-28,Canada,1202.73,11210
2021-01-28,Argentina,1002.06,3822
2021-01-28,Germany,1120.45,6684
2021-01-28,Romania,1068.46,6697
2021-01-29,United States,1208.25,9386
2021-01-29,Australia,1109.32,8356
2021-01-29,Canada,1227.42,6970
2021-01-29,Argentina,1028.11,6586
2021-01-29,Germany,1145.88,5542
2021-01-29,Romania,1062.98,2787
2021-01-30,United States,1174.79,6546
2021-01-30,Australia,1107.82,11435
2021-01-30,Canada,1220.87,6037
2021-01-30,Argentina,1009.94,6423
2021-01-30,Germany,1155.81,4880
2021-01-30,Romania,1077.06,5306
2021-01-31,United States,1166.79,7876
2021-01-31,Australia,1079.48,14938
2021-01-31,Canada,1212.06,8155
2021-01-31,Argentina,990.88,6555
2021-01-31,Germany,1120.2,4530
2021-01-31,Romania,1089.59,7032
2021-02-01,United States,1144.15,5123
2021-02-01,Australia,1093.79,6793
2021-02-01,Canada,1242.24,8716
2021-02-01,Argentina,986.64,7325
2021-02-01,Germany,1120.02,4059
2021-02-01,Romania,1062.82,4942
2021-02-02,United States,1182.56,10019
2021-02-02,Australia,1068.93,7983
2021-02-02,Canada,1217.09,5748
2021-02-02,Argentina,1001.83,4710
2021-02-02,Germany,1127.78,8797
2021-02-02,Romania,1071.79,4931
2021-02-03,United States,1183.0,8954
2021-02-03,Australia,1107.95,9637
2021-02-03,Canada,1219.76,14515
2021-02-03,Argentina,1019.74,2697
2021-02-03,Germany,1145.36,6652
2021-02-03,Romania,1061.03,6085
2021-02-04,United States,1180.42,4249
2021-02-04,Australia,1127.8,15706
2021-02-04,Canada,1207.52,6924
2021-02-04,Argentina,1007.5,5810
2021-02-04,Germany,1125.72,8301
2021-02-04,Romania,1092.93,6925
2021-02-05,United States,1162.5,9246
2021-02-05,Australia,1101.86,11417
2021-02-05,Canada,1180.57,5039
2021-02-05,Argentina,1027.6,2549
2021-02-05,Germany,1144.44,4836
2021-02-05,Romania,1042.81,4887
2021-02-06,United States,1179.89,8130
2021-02-06,Australia,1072.9,9704
2021-02-06,Canada,1230.74,9042
2021-02-06,Argentina,1049.98,5165
2021-02-06,Germany,1129.27,5428
2021-02-06,Romania,1095.94,3995
2021-02-07,United States,1173.29,8240
2021-02-07,Australia,1074.69,15138
2021-02-07,Canada,1228.92,14244
2021-02-07,Argentina,989.92,6763
2021-02-07,Germany,1118.21,3936
2021-02-07,Romania,1076.33,4886
2021-02-08,United States,1178.34,10650
2021-02-08,Australia,1086.81,10972
2021-02-08,Canada,1228.41,5692
2021-02-08,Argentina,1003.9,3281
2021-02-08,Germany,1163.28,4064
2021-02-08,Romania,1071.64,4446
2021-02-09,United States,1175.28,7392
2021-02-09,Australia,1104.71,17977
2021-02-09,Canada,1220.72,12117
2021-02-09,Argentina,982.48,6019
2021-02-09,Germany,1152.76,4480
2021-02-09,Romania,1076.99,5343
2021-02-10,United States,1162.82,10969
2021-02-10,Australia,1099.97,13669
2021-02-10,Canada,1260.14,14280
2021-02-10,Argentina,984.76,7440
2021-02-10,Germany,1151.13,3231
2021-02-10,Romania,1070.29,2536
2021-02-11,United States,1165.92,7753
2021-02-11,Australia,1136.29,8808
2021-02-11,Canada,1225.12,9338
2021-02-11,Argentina,1010.8,4334
2021-02-11,Germany,1142.83,7141
2021-02-11,Romania,1047.94,6564
2021-02-12,United States,1143.49,5679
2021-02-12,Australia,1082.63,12950
2021-02-12,Canada,1198.68,10229
2021-02-12,Argentina,991.08,5282
2021-02-12,Germany,1130.06,7246
2021-02-12,Romania,1049.61,4436
2021-02-13,United States,1216.29,5526
2021-02-13,Australia,1071.37,16401
2021-02-13,Canada,1256.02,7972
2021-02-13,Argentina,988.73,5740
2021-02-13,Germany,1161.57,3629
2021-02-13,Romania,1059.6,4037
2021-02-14,United States,1215.21,5105
2021-02-14,Australia,1107.86,9834
2021-02-14,Canada,1257.26,6644
2021-02-14,Argentina,943.02,5838
2021-02-14,Germany,1188.07,3351
2021-02-14,Romania,1131.6,2899
2021-02-15,United States,1176.96,4518
2021-02-15,Australia,1081.04,15517
2021-02-15,Canada,1232.71,11192
2021-02-15,Argentina,998.92,2980
2021-02-15,Germany,1155.82,3584
2021-02-15,Romania,1080.02,5923
2021-02-16,United States,1158.03,8353
2021-02-16,Australia,1069.84,17134
2021-02-16,Canada,1235.74,14395
2021-02-16,Argentina,1018.54,3828
2021-02-16,Germany,1169.63,8841
2021-02-16,Romania,1093.25,6990
2021-02-17,United States,1173.62,8920
2021-02-17,Australia,1079.62,16264
2021-02-17,Canada,1225.9,5611
2021-02-17,Argentina,986.24,2711
2021-02-17,Germany,1177.94,7263
2021-02-17,Romania,1055.52,5164
2021-02-18,United States,1170.58,6100
2021-02-18,Australia,1088.5,14038
2021-02-18,Canada,1199.01,7294
2021-02-18,Argentina,1005.27,2586
2021-02-18,Germany,1146.02,5194
2021-02-18,Romania,1079.8,6006
2021-02-19,United States,1174.87,9448
2021-02-19,Australia,1119.89,11696
2021-02-19,Canada,1228.06,14859
2021-02-19,Argentina,998.87,4633
2021-02-19,Germany,1136.52,7980
2021-02-19,Romania,1086.71,4806
2021-02-20,United States,1188.24,11089
2021-02-20,Australia,1090.3,10173
2021-02-20,Canada,1233.71,12698
2021-02-20,Argentina,1004.03,3604
2021-02-20,Germany,1135.65,7853
2021-02-20,Romania,1073.08,5797
2021-02-21,United States,1190.31,8041
2021-02-21,Australia,1107.46,17289
2021-02-21,Canada,1241.3,6382
2021-02-21,Argentina,1049.93,4675
2021-02-21,Germany,1094.88,5606
2021-02-21,Romania,1118.12,5655
2021-02-22,United States,1204.45,10091
2021-02-22,Australia,1111.38,15997
2021-02-22,Canada,1218.84,8647
2021-02-22,Argentina,1016.31,2518
2021-02-22,Germany,1152.69,7962
2021-02-22,Romania,1081.12,4931
2021-02-23,United States,1199.35,8758
2021-02-23,Australia,1108.53,16626
2021-02-23,Canada,1257.36,5646
2021-02-23,Argentina,990.08,3191
2021-02-23,Germany,1147.43,7526
2021-02-23,Romania,1094.2,6846
2021-02-24,United States,1197.89,8801
2021-02-24,Australia,1120.17,7745
2021-02-24,Canada,1219.9,7222
2021-02-24,Argentina,1035.75,6036
2021-02-24,Germany,1146.21,4905
2021-02-24,Romania,1050.32,6617
2021-02-25,United States,1157.04,9586
2021-02-25,Australia,1084.73,16844
2021-02-25,Canada,1224.86,6243
2021-02-25,Argentina,1012.55,4413
2021-02-25,Germany,1109.33,5924
2021-02-25,Romania,1080.52,7294
2021-02-26,United States,1220.93,11754
2021-02-26,Australia,1080.02,11514
2021-02-26,Canada,1243.75,5819
2021-02-26,Argentina,1009.82,3639
2021-02-26,Germany,1160.6,3517
2021-02-26,Romania,1067.04,3289
2021-02-27,United States,1131.54,8716
2021-02-27,Australia,1085.36,14264
2021-02-27,Canada,1203.85,5826
2021-02-27,Argentina,1028.72,6160
2021-02-27,Germany,1125.66,7143
2021-02-27,Romania,1064.95,4709
2021-02-28,United States,1193.3,10451
2021-02-28,Australia,1078.3,17823
2021-02-28,Canada,1224.65,10172
2021-02-28,Argentina,1014.75,2616
2021-02-28,Germany,1144.58,6350
2021-02-28,Romania,1083.44,4271
2021-03-01,United States,1169.56,7610
2021-03-01,Australia,1110.9,12884
2021-03-01,Canada,1237.73,8442
2021-03-01,Argentina,1007.36,5145
2021-03-01,Germany,1140.6,6490
2021-03-01,Romania,1065.39,5357
2021-03-02,United States,1175.3,8156
2021-03-02,Australia,1070.08,6974
2021-03-02,Canada,1208.0,14202
2021-03-02,Argentina,1026.4,3842
2021-03-02,Germany,1155.91,7112
2021-03-02,Romania,1109.61,7008
2021-03-03,United States,1186.26,11466
2021-03-03,Australia,1053.71,13526
2021-03-03,Canada,1233.85,8880
2021-03-03,Argentina,1049.57,3875
2021-03-03,Germany,1135.57,4368
2021-03-03,Romania,1082.46,4291
2021-03-04,United States,1174.41,5916
2021-03-04,Australia,1113.82,15392
2021-03-04,Canada,1229.06,11028
2021-03-04,Argentina,1000.97,3480
2021-03-04,Germany,1122.9,6256
2021-03-04,Romania,1095.78,6033
2021-03-05,United States,1194.21,10198
2021-03-05,Australia,1105.65,7645
2021-03-05,Canada,1243.01,9700
2021-03-05,Argentina,1004.24,4639
2021-03-05,Germany,1129.92,8996
2021-03-05,Romania,1092.78,5222
2021-03-06,United States,1152.41,8847
2021-03-06,Australia,1131.41,13968
2021-03-06,Canada,1226.79,7555
2021-03-06,Argentina,975.42,6359
2021-03-06,Germany,1164.74,7216
2021-03-06,Romania,1095.01,2600
2021-03-07,United States,1173.41,5873
2021-03-07,Australia,1069.81,12380
2021-03-07,Canada,1242.83,7665
2021-03-07,Argentina,1026.61,4487
2021-03-07,Germany,1181.78,8164
2021-03-07,Romania,1072.51,4657
2021-03-08,United States,1171.06,7563
2021-03-08,Australia,1079.19,13795
2021-03-08,Canada,1261.76,5185
2021-03-08,Argentina,1020.48,7460
2021-03-08,Germany,1152.06,7328
2021-03-08,Romania,1073.29,4876
2021-03-09,United States,1199.73,9086
2021-03-09,Australia,1067.37,7779
2021-03-09,Canada,1250.4,5848
2021-03-09,Argentina,1032.96,4812
2021-03-09,Germany,1133.43,5767
2021-03-09,Romania,1037.62,5120
2021-03-10,United States,1178.0,4795
2021-03-10,Australia,1059.4,8120
2021-03-10,Canada,1226.14,10199
2021-03-10,Argentina,1029.35,4351
2021-03-10,Germany,1167.26,5917
2021-03-10,Romania,1075.48,5084
2021-03-11,United States,1148.76,9466
2021-03-11,Australia,1088.95,6566
2021-03-11,Canada,1256.58,5334
2021-03-11,Argentina,992.9,2628
2021-03-11,Germany,1122.85,7205
2021-03-11,Romania,1070.13,6279
2021-03-12,United States,1181.8,11545
2021-03-12,Australia,1085.02,9755
2021-03-12,Canada,1240.18,9509
2021-03-12,Argentina,990.03,3597
2021-03-12,Germany,1164.69,4937
2021-03-12,Romania,1062.98,7430
2021-03-13,United States,1191.52,4584
2021-03-13,Australia,1059.6,12465
2021-03-13,Canada,1196.57,9296
2021-03-13,Argentina,1007.44,3392
2021-03-13,Germany,1158.62,6290
2021-03-13,Romania,1093.5,4168
2021-03-14,United States,1191.79,4347
2021-03-14,Australia,1087.06,8172
2021-03-14,Canada,1213.17,10829
2021-03-14,Argentina,1010.37,6120
2021-03-14,Germany,1169.98,4302
2021-03-14,Romania,1064.75,4419
2021-03-15,United States,1170.38,5170
2021-03-15,Australia,1122.85,9233
2021-03-15,Canada,1243.46,5458
2021-03-15,Argentina,1007.2,5370
2021-03-15,Germany,1154.5,7140
2021-03-15,Romania,1077.09,3991
2021-03-16,United States,1220.19,7662
2021-03-16,Australia,1105.79,8668
2021-03-16,Canada,1243.73,7345
2021-03-16,Argentina,985.13,4493
2021-03-16,Germany,1130.24,3780
2021-03-16,Romania,1091.62,4916
2021-03-17,United States,1182.63,11559
2021-03-17,Australia,1088.72,15880
2021-03-17,Canada,1256.63,12202
2021-03-17,Argentina,977.5,4462
2021-03-17,Germany,1127.69,7736
2021-03-17,Romania,1063.35,4409
2021-03-18,United States,1192.15,4235
2021-03-18,Australia,1074.85,10643
2021-03-18,Canada,1248.1,5881
2021-03-18,Argentina,1018.26,6257
2021-03-18,Germany,1177.55,7767
2021-03-18,Romania,1084.25,4130
2021-03-19,United States,1196.03,8010
2021-03-19,Australia,1078.03,11885
2021-03-19,Canada,1230.51,5050
2021-03-19,Argentina,1020.07,4070
2021-03-19,Germany,1174.87,4953
2021-03-19,Romania,1066.16,4297
2021-03-20,United States,1228.4,6666
2021-03-20,Australia,1120.17,12697
2021-03-20,Canada,1210.86,7357
2021-03-20,Argentina,1033.39,6952
2021-03-20,Germany,1124.29,6304
2021-03-20,Romania,1106.44,6037
2021-03-21,United States,1169.32,11458
2021-03-21,Australia,1126.92,6670
2021-03-21,Canada,1242.81,11647
2021-03-21,Argentina,1052.04,4856
2021-03-21,Germany,1142.47,5778
2021-03-21,Romania,1072.21,7094
2021-03-22,United States,1192.28,6930
2021-03-22,Australia,1076.16,7790
2021-03-22,Canada,1246.7,9625
2021-03-22,Argentina,1003.98,6863
2021-03-22,Germany,1185.68,7775
2021-03-22,Romania,1064.49,7268
2021-03-23,United States,1191.47,7303
2021-03-23,Australia,1105.81,17793
2021-03-23,Canada,1256.56,6306
2021-03-23,Argentina,994.91,5529
2021-03-23,Germany,1140.04,4769
2021-03-23,Romania,1090.99,5707
2021-03-24,United States,1217.71,4995
2021-03-24,Australia,1116.74,12183
2021-03-24,Canada,1270.28,6506
2021-03-24,Argentina,1028.94,6189
2021-03-24,Germany,1155.58,7008
2021-03-24,Romania,1073.18,5823
2021-03-25,United States,1181.7,9955
2021-03-25,Australia,1085.06,15561
2021-03-25,Canada,1216.44,9994
2021-03-25,Argentina,1013.94,5751
2021-03-25,Germany,1156.47,7935
2021-03-25,Romania,1096.67,3823
2021-03-26,United States,1192.39,8391
2021-03-26,Australia,1119.33,9202
2021-03-26,Canada,1244.03,13914
2021-03-26,Argentina,991.49,3676
2021-03-26,Germany,1152.83,3159
2021-03-26,Romania,1085.33,4926
2021-03-27,United States,1224.99,5551
2021-03-27,Australia,1103.44,12856
2021-03-27,Canada,1233.57,5151
2021-03-27,Argentina,1009.3,4767
2021-03-27,Germany,1139.53,6986
2021-03-27,Romania,1081.31,3504
2021-03-28,United States,1201.02,9930
2021-03-28,Australia,1106.88,15154
2021-03-28,Canada,1214.23,8485
2021-03-28,Argentina,1049.77,5344
2021-03-28,Germany,1136.72,3931
2021-03-28,Romania,1061.27,6400
2021-03-29,United States,1185.43,6956
2021-03-29,Australia,1131.64,14360
2021-03-29,Canada,1249.11,12332
2021-03-29,Argentina,1056.5,3897
2021-03-29,Germany,1148.59,5560
2021-03-29,Romania,1067.14,6295
2021-03-30,United States,1181.99,9624
2021-03-30,Australia,1089.88,14609
2021-03-30,Canada,1225.14,13563
2021-03-30,Argentina,1022.3,5673
2021-03-30,Germany,1139.82,4460
2021-03-30,Romania,1113.63,6100
2021-03-31,United States,1194.69,9737
2021-03-31,Australia,1106.78,7667
2021-03-31,Canada,1240.04,10073
2021-03-31,Argentina,989.37,4942
2021-03-31,Germany,1149.51,7753
2021-03-31,Romania,1088.15,2611
2021-04-01,United States,1164.47,8213
2021-04-01,Australia,1085.03,12286
2021-04-01,Canada,1202.89,10218
2021-04-01,Argentina,1021.15,6028
2021-04-01,Germany,1165.68,3410
2021-04-01,Romania,1082.61,7435
2021-04-02,United States,1195.3,5626
2021-04-02,Australia,1125.91,13527
2021-04-02,Canada,1227.38,5398
2021-04-02,Argentina,1035.46,4713
2021-04-02,Germany,1130.2,7348
2021-04-02,Romania,1066.06,3240
2021-04-03,United States,1174.64,11359
2021-04-03,Australia,1100.55,13033
2021-04-03,Canada,1223.55,9591
2021-04-03,Argentina,1052.31,3895
2021-04-03,Germany,1143.49,6297
2021-04-03,Romania,1070.19,4550
2021-04-04,United States,1201.55,5685
2021-04-04,Australia,1106.94,6675
2021-04-04,Canada,1225.44,14510
2021-04-04,Argentina,1009.85,3662
2021-04-04,Germany,1145.24,4727
2021-04-04,Romania,1081.17,6705
2021-04-05,United States,1167.8,11739
2021-04-05,Australia,1099.87,12473
2021-04-05,Canada,1267.71,10603
2021-04-05,Argentina,1011.8,6978
2021-04-05,Germany,1172.43,5026
2021-04-05,Romania,1110.58,7449
2021-04-06,United States,1169.75,5180
2021-04-06,Australia,1136.49,12667
2021-04-06,Canada,1217.12,5645
2021-04-06,Argentina,1049.36,6492
2021-04-06,Germany,1178.19,4470
2021-04-06,Romania,1107.83,3153
2021-04-07,United States,1153.34,10247
2021-04-07,Australia,1091.02,12383
2021-04-07,Canada,1234.34,13868
2021-04-07,Argentina,1013.18,5658
2021-04-07,Germany,1182.91,7853
2021-04-07,Romania,1071.86,3072
2021-04-08,United States,1179.47,5343
2021-04-08,Australia,1084.39,11159
2021-04-08,Canada,1227.67,7419
2021-04-08,Argentina,995.14,2517
2021-04-08,Germany,1152.04,6081
2021-04-08,Romania,1077.97,2680
2021-04-09,United States,1135.27,11064
2021-04-09,Australia,1090.39,12917
2021-04-09,Canada,1251.92,11341
2021-04-09,Argentina,1045.14,4081
2021-04-09,Germany,1157.71,6260
2021-04-09,Romania,1074.99,5007
2021-04-10,United States,1187.57,7188
2021-04-10,Australia,1098.27,16776
2021-04-10,Canada,1223.81,10089
2021-04-10,Argentina,1047.74,3511
2021-04-10,Germany,1150.36,8959
2021-04-10,Romania,1069.0,6852
2021-04-11,United States,1158.22,11319
2021-04-11,Australia,1094.03,17098
2021-04-11,Canada,1246.9,7365
2021-04-11,Argentina,1040.53,3704
2021-04-11,Germany,1182.1,7940
2021-04-11,Romania,1076.22,4556
2021-04-12,United States,1151.57,7106
2021-04-12,Australia,1072.46,15099
2021-04-12,Canada,1228.81,6207
2021-04-12,Argentina,1010.49,3677
2021-04-12,Germany,1154.34,4613
2021-04-12,Romania,1110.54,3429
2021-04-13,United States,1225.03,4962
