date,country,wheat_price_sar_per_ton,availability_tons
2020-12-13,Saudi Arabia,1546.75,20995
2020-12-13,Egypt,1381.76,49439
2020-12-13,Pakistan,1377.33,10197
2020-12-13,Turkey,1430.49,12452
2020-12-13,Australia,1650.99,37083
2020-12-13,Canada,1736.84,7172
2020-12-14,Saudi Arabia,1484.12,24053
2020-12-14,Egypt,1378.49,16085
2020-12-14,Pakistan,1301.45,34845
2020-12-14,Turkey,1448.85,11135
2020-12-14,Australia,1671.65,7776
2020-12-14,Canada,1714.48,47079
2020-12-15,Saudi Arabia,1534.52,12697
2020-12-15,Egypt,1433.66,19629
2020-12-15,Pakistan,1251.99,15900
2020-12-15,Turkey,1408.74,10581
2020-12-15,Australia,1614.66,48403
2020-12-15,Canada,1684.39,12148
2020-12-16,Saudi Arabia,1496.16,30256
2020-12-16,Egypt,1378.42,35005
2020-12-16,Pakistan,1297.32,48116
2020-12-16,Turkey,1463.93,41634
2020-12-16,Australia,1699.47,27394
2020-12-16,Canada,1661.79,7253
2020-12-17,Saudi Arabia,1452.25,42997
2020-12-17,Egypt,1443.12,21309
2020-12-17,Pakistan,1293.83,14726
2020-12-17,Turkey,1475.88,45542
2020-12-17,Australia,1695.63,42371
2020-12-17,Canada,1625.35,24162
2020-12-18,Saudi Arabia,1476.54,37467
2020-12-18,Egypt,1381.28,12754
2020-12-18,Pakistan,1257.92,7575
2020-12-18,Turkey,1432.39,44522
2020-12-18,Australia,1636.13,25350
2020-12-18,Canada,1728.84,31681
2020-12-19,Saudi Arabia,1411.1,34377
2020-12-19,Egypt,1380.29,33572
2020-12-19,Pakistan,1301.44,7994
2020-12-19,Turkey,1482.88,8744
2020-12-19,Australia,1603.91,10594
2020-12-19,Canada,1703.65,45299
2020-12-20,Saudi Arabia,1535.47,40912
2020-12-20,Egypt,1433.89,18990
2020-12-20,Pakistan,1291.43,45037
2020-12-20,Turkey,1484.77,12130
2020-12-20,Australia,1594.16,44099
2020-12-20,Canada,1709.41,22883
2020-12-21,Saudi Arabia,1575.73,15450
2020-12-21,Egypt,1351.69,25423
2020-12-21,Pakistan,1290.13,38066
2020-12-21,Turkey,1402.99,38691
2020-12-21,Australia,1669.19,24183
2020-12-21,Canada,1740.37,44346
2020-12-22,Saudi Arabia,1540.36,33621
2020-12-22,Egypt,1484.27,15905
2020-12-22,Pakistan,1308.34,24041
2020-12-22,Turkey,1435.95,34098
2020-12-22,Australia,1616.18,39675
2020-12-22,Canada,1632.12,9837
2020-12-23,Saudi Arabia,1455.36,18543
2020-12-23,Egypt,1411.06,17615
2020-12-23,Pakistan,1357.58,5375
2020-12-23,Turkey,1466.95,38030
2020-12-23,Australia,1623.22,47904
2020-12-23,Canada,1780.55,37651
2020-12-24,Saudi Arabia,1514.96,45874
2020-12-24,Egypt,1466.7,16826
2020-12-24,Pakistan,1279.88,13792
2020-12-24,Turkey,1438.62,25597
2020-12-24,Australia,1669.92,19342
2020-12-24,Canada,1702.3,29941
2020-12-25,Saudi Arabia,1456.56,45150
2020-12-25,Egypt,1337.66,32052
2020-12-25,Pakistan,1304.42,36086
2020-12-25,Turkey,1406.55,9633
2020-12-25,Australia,1640.05,12008
2020-12-25,Canada,1749.31,32405
2020-12-26,Saudi Arabia,1514.89,38040
2020-12-26,Egypt,1357.37,18007
2020-12-26,Pakistan,1291.11,5946
2020-12-26,Turkey,1488.98,19693
2020-12-26,Australia,1709.9,11719
2020-12-26,Canada,1651.85,46203
2020-12-27,Saudi Arabia,1458.58,41358
2020-12-27,Egypt,1307.7,37021
2020-12-27,Pakistan,1285.55,34001
2020-12-27,Turkey,1433.1,22848
2020-12-27,Australia,1705.46,18029
2020-12-27,Canada,1769.71,27490
2020-12-28,Saudi Arabia,1464.94,20284
2020-12-28,Egypt,1383.82,38979
2020-12-28,Pakistan,1318.52,13693
2020-12-28,Turkey,1419.15,13921
2020-12-28,Australia,1617.51,37263
2020-12-28,Canada,1687.83,33412
2020-12-29,Saudi Arabia,1464.92,13947
2020-12-29,Egypt,1358.02,10930
2020-12-29,Pakistan,1333.6,5507
2020-12-29,Turkey,1454.7,6436
2020-12-29,Australia,1646.18,12354
2020-12-29,Canada,1696.11,49062
2020-12-30,Saudi Arabia,1469.75,42167
2020-12-30,Egypt,1406.9,10037
2020-12-30,Pakistan,1320.22,41483
2020-12-30,Turkey,1509.56,12837
2020-12-30,Australia,1691.12,11411
2020-12-30,Canada,1673.9,44133
2020-12-31,Saudi Arabia,1445.18,33926
2020-12-31,Egypt,1360.42,39246
2020-12-31,Pakistan,1254.15,15073
2020-12-31,Turkey,1497.99,40414
2020-12-31,Australia,1611.54,12211
2020-12-31,Canada,1636.11,14927
2021-01-01,Saudi Arabia,1495.17,17177
2021-01-01,Egypt,1457.15,15846
2021-01-01,Pakistan,1322.0,24878
2021-01-01,Turkey,1502.12,38672
2021-01-01,Australia,1665.28,49148
2021-01-01,Canada,1641.94,29846
2021-01-02,Saudi Arabia,1489.85,21555
2021-01-02,Egypt,1404.48,29849
2021-01-02,Pakistan,1335.35,31347
2021-01-02,Turkey,1460.03,38189
2021-01-02,Australia,1639.98,37698
2021-01-02,Canada,1643.74,20966
2021-01-03,Saudi Arabia,1519.61,18009
2021-01-03,Egypt,1419.31,32843
2021-01-03,Pakistan,1348.24,22857
2021-01-03,Turkey,1430.21,24627
2021-01-03,Australia,1650.3,32832
2021-01-03,Canada,1731.93,49116
2021-01-04,Saudi Arabia,1524.33,33557
2021-01-04,Egypt,1399.52,10798
2021-01-04,Pakistan,1249.68,47614
2021-01-04,Turkey,1473.65,17720
2021-01-04,Australia,1601.91,11559
2021-01-04,Canada,1715.15,45388
2021-01-05,Saudi Arabia,1560.31,46439
2021-01-05,Egypt,1426.47,16706
2021-01-05,Pakistan,1332.11,45902
2021-01-05,Turkey,1408.66,5924
2021-01-05,Australia,1619.94,13226
2021-01-05,Canada,1736.84,16781
2021-01-06,Saudi Arabia,1546.36,37092
2021-01-06,Egypt,1391.81,16410
2021-01-06,Pakistan,1291.4,48129
2021-01-06,Turkey,1478.16,13531
2021-01-06,Australia,1645.9,34122
2021-01-06,Canada,1704.67,21940
2021-01-07,Saudi Arabia,1548.23,11477
2021-01-07,Egypt,1516.04,22400
2021-01-07,Pakistan,1200.05,40081
2021-01-07,Turkey,1510.07,14706
2021-01-07,Australia,1609.76,41824
2021-01-07,Canada,1796.26,38073
2021-01-08,Saudi Arabia,1503.21,39457
2021-01-08,Egypt,1403.63,35063
2021-01-08,Pakistan,1269.93,41630
2021-01-08,Turkey,1476.83,19506
2021-01-08,Australia,1701.09,32672
2021-01-08,Canada,1743.73,43417
2021-01-09,Saudi Arabia,1546.52,43328
2021-01-09,Egypt,1359.52,23610
2021-01-09,Pakistan,1353.62,35951
2021-01-09,Turkey,1428.57,20327
2021-01-09,Australia,1662.13,19287
2021-01-09,Canada,1728.01,43679
2021-01-10,Saudi Arabia,1471.58,8340
2021-01-10,Egypt,1344.66,45644
2021-01-10,Pakistan,1333.39,39806
2021-01-10,Turkey,1500.17,37113
2021-01-10,Australia,1703.18,44884
2021-01-10,Canada,1681.95,34809
2021-01-11,Saudi Arabia,1568.07,26650
2021-01-11,Egypt,1460.23,33706
2021-01-11,Pakistan,1357.18,34709
2021-01-11,Turkey,1414.76,19892
2021-01-11,Australia,1639.34,26042
2021-01-11,Canada,1654.51,48894
2021-01-12,Saudi Arabia,1503.44,49306
2021-01-12,Egypt,1411.84,47833
2021-01-12,Pakistan,1286.07,47939
2021-01-12,Turkey,1493.28,30274
2021-01-12,Australia,1675.93,10296
2021-01-12,Canada,1618.67,19745
2021-01-13,Saudi Arabia,1523.34,22575
2021-01-13,Egypt,1442.47,24023
2021-01-13,Pakistan,1352.54,46979
2021-01-13,Turkey,1522.51,27837
2021-01-13,Australia,1667.73,25923
2021-01-13,Canada,1689.09,13876
2021-01-14,Saudi Arabia,1488.66,36658
2021-01-14,Egypt,1364.98,42782
2021-01-14,Pakistan,1338.02,8729
2021-01-14,Turkey,1467.23,10974
2021-01-14,Australia,1691.67,36334
2021-01-14,Canada,1663.07,26398
2021-01-15,Saudi Arabia,1470.24,8159
2021-01-15,Egypt,1384.2,37626
2021-01-15,Pakistan,1291.3,26638
2021-01-15,Turkey,1491.41,6073
2021-01-15,Australia,1664.64,47330
2021-01-15,Canada,1708.48,34320
2021-01-16,Saudi Arabia,1491.79,7580
2021-01-16,Egypt,1474.52,45025
2021-01-16,Pakistan,1269.67,16440
2021-01-16,Turkey,1465.16,19678
2021-01-16,Australia,1687.17,6627
2021-01-16,Canada,1703.14,49432
2021-01-17,Saudi Arabia,1477.29,47481
2021-01-17,Egypt,1437.13,13488
2021-01-17,Pakistan,1240.82,23981
2021-01-17,Turkey,1463.13,5901
2021-01-17,Australia,1666.99,34863
2021-01-17,Canada,1700.02,10622
2021-01-18,Saudi Arabia,1488.38,10650
2021-01-18,Egypt,1419.76,47224
2021-01-18,Pakistan,1279.67,27499
2021-01-18,Turkey,1452.11,42016
2021-01-18,Australia,1702.69,31337
2021-01-18,Canada,1722.64,5220
2021-01-19,Saudi Arabia,1504.16,12349
2021-01-19,Egypt,1468.54,10618
2021-01-19,Pakistan,1282.97,42344
2021-01-19,Turkey,1419.22,23255
2021-01-19,Australia,1640.89,20905
2021-01-19,Canada,1686.09,29920
2021-01-20,Saudi Arabia,1601.87,10753
2021-01-20,Egypt,1470.13,45005
2021-01-20,Pakistan,1287.87,23982
2021-01-20,Turkey,1474.88,19622
2021-01-20,Australia,1669.73,28283
2021-01-20,Canada,1665.14,26435
2021-01-21,Saudi Arabia,1454.13,6191
2021-01-21,Egypt,1476.89,37264
2021-01-21,Pakistan,1273.18,32856
2021-01-21,Turkey,1426.47,13334
2021-01-21,Australia,1759.83,14873
2021-01-21,Canada,1658.51,22006
2021-01-22,Saudi Arabia,1537.67,10033
2021-01-22,Egypt,1426.44,12788
2021-01-22,Pakistan,1279.55,34703
2021-01-22,Turkey,1508.77,5066
2021-01-22,Australia,1657.42,43498
2021-01-22,Canada,1736.52,48492
2021-01-23,Saudi Arabia,1601.28,34769
2021-01-23,Egypt,1419.31,29648
2021-01-23,Pakistan,1288.09,37567
2021-01-23,Turkey,1512.56,22174
2021-01-23,Australia,1717.79,22558
2021-01-23,Canada,1738.51,49237
2021-01-24,Saudi Arabia,1554.71,22118
2021-01-24,Egypt,1408.77,27616
2021-01-24,Pakistan,1302.28,36926
2021-01-24,Turkey,1433.94,42356
2021-01-24,Australia,1717.86,16110
2021-01-24,Canada,1755.86,5731
2021-01-25,Saudi Arabia,1521.75,48705
2021-01-25,Egypt,1362.42,49130
2021-01-25,Pakistan,1396.77,30791
2021-01-25,Turkey,1432.94,29900
2021-01-25,Australia,1650.8,5893
2021-01-25,Canada,1664.14,39158
2021-01-26,Saudi Arabia,1541.01,6515
2021-01-26,Egypt,1442.99,36670
2021-01-26,Pakistan,1299.63,10586
2021-01-26,Turkey,1487.99,40685
2021-01-26,Australia,1664.03,31928
2021-01-26,Canada,1723.91,37728
2021-01-27,Saudi Arabia,1511.73,25039
2021-01-27,Egypt,1440.94,41561
2021-01-27,Pakistan,1362.02,6577
2021-01-27,Turkey,1448.93,47256
2021-01-27,Australia,1703.73,36898
2021-01-27,Canada,1705.17,20881
2021-01-28,Saudi Arabia,1500.58,22297
2021-01-28,Egypt,1440.11,11358
2021-01-28,Pakistan,1306.0,6462
2021-01-28,Turkey,1508.5,20511
2021-01-28,Australia,1643.07,12037
2021-01-28,Canada,1691.62,33129
2021-01-29,Saudi Arabia,1523.36,26045
2021-01-29,Egypt,1418.73,30783
2021-01-29,Pakistan,1308.23,10178
2021-01-29,Turkey,1501.62,35022
2021-01-29,Australia,1690.01,21574
2021-01-29,Canada,1695.06,22719
2021-01-30,Saudi Arabia,1575.3,25213
2021-01-30,Egypt,1484.16,11380
2021-01-30,Pakistan,1327.62,5463
2021-01-30,Turkey,1468.68,36973
2021-01-30,Australia,1696.25,13881
2021-01-30,Canada,1763.82,10603
2021-01-31,Saudi Arabia,1455.86,33386
2021-01-31,Egypt,1453.62,16695
2021-01-31,Pakistan,1340.59,38139
2021-01-31,Turkey,1490.55,43333
2021-01-31,Australia,1644.82,39159
2021-01-31,Canada,1629.53,16516
2021-02-01,Saudi Arabia,1494.93,43737
2021-02-01,Egypt,1409.22,14265
2021-02-01,Pakistan,1282.99,40918
2021-02-01,Turkey,1428.07,31181
2021-02-01,Australia,1712.56,48254
2021-02-01,Canada,1711.09,29327
2021-02-02,Saudi Arabia,1565.43,26452
2021-02-02,Egypt,1484.92,43248
2021-02-02,Pakistan,1323.36,46505
2021-02-02,Turkey,1482.14,41942
2021-02-02,Australia,1622.17,28649
2021-02-02,Canada,1676.77,47065
2021-02-03,Saudi Arabia,1568.13,8775
2021-02-03,Egypt,1421.3,32388
2021-02-03,Pakistan,1300.78,19645
2021-02-03,Turkey,1472.45,36105
2021-02-03,Australia,1686.21,16357
2021-02-03,Canada,1705.15,42203
2021-02-04,Saudi Arabia,1584.31,19626
2021-02-04,Egypt,1413.06,33132
2021-02-04,Pakistan,1348.21,44536
2021-02-04,Turkey,1521.13,14130
2021-02-04,Australia,1612.12,41993
2021-02-04,Canada,1716.91,36875
2021-02-05,Saudi Arabia,1448.3,15832
2021-02-05,Egypt,1434.84,34670
2021-02-05,Pakistan,1310.1,6551
2021-02-05,Turkey,1506.27,32812
2021-02-05,Australia,1664.22,29426
2021-02-05,Canada,1675.12,40427
2021-02-06,Saudi Arabia,1457.18,40489
2021-02-06,Egypt,1434.04,14637
2021-02-06,Pakistan,1353.53,31950
2021-02-06,Turkey,1494.46,28488
2021-02-06,Australia,1710.21,45067
2021-02-06,Canada,1689.99,16523
2021-02-07,Saudi Arabia,1527.06,48066
2021-02-07,Egypt,1428.4,39335
2021-02-07,Pakistan,1291.4,24894
2021-02-07,Turkey,1511.44,33899
2021-02-07,Australia,1710.93,9567
2021-02-07,Canada,1697.83,14271
2021-02-08,Saudi Arabia,1502.96,40509
2021-02-08,Egypt,1439.48,11256
2021-02-08,Pakistan,1407.28,28185
2021-02-08,Turkey,1456.89,38686
2021-02-08,Australia,1677.31,42729
2021-02-08,Canada,1732.49,46785
2021-02-09,Saudi Arabia,1557.66,42333
2021-02-09,Egypt,1357.42,21576
2021-02-09,Pakistan,1322.16,36601
2021-02-09,Turkey,1518.41,7410
2021-02-09,Australia,1691.99,43650
2021-02-09,Canada,1663.11,39635
2021-02-10,Saudi Arabia,1478.87,42845
2021-02-10,Egypt,1438.82,37574
2021-02-10,Pakistan,1296.48,17746
2021-02-10,Turkey,1402.31,49243
2021-02-10,Australia,1706.94,40369
2021-02-10,Canada,1764.21,24041
2021-02-11,Saudi Arabia,1514.84,32025
2021-02-11,Egypt,1471.69,46081
2021-02-11,Pakistan,1291.38,6230
2021-02-11,Turkey,1436.19,22517
2021-02-11,Australia,1692.41,39678
2021-02-11,Canada,1750.87,29466
2021-02-12,Saudi Arabia,1530.03,47511
2021-02-12,Egypt,1382.09,13683
2021-02-12,Pakistan,1301.96,28065
2021-02-12,Turkey,1372.74,7895
2021-02-12,Australia,1670.06,16962
2021-02-12,Canada,1733.79,38302
2021-02-13,Saudi Arabia,1536.49,7155
2021-02-13,Egypt,1444.07,44725
2021-02-13,Pakistan,1419.81,37769
2021-02-13,Turkey,1433.8,46993
2021-02-13,Australia,1674.95,15891
2021-02-13,Canada,1679.89,39629
2021-02-14,Saudi Arabia,1494.55,13320
2021-02-14,Egypt,1505.41,15740
2021-02-14,Pakistan,1387.54,22285
2021-02-14,Turkey,1467.31,19380
2021-02-14,Australia,1657.8,11937
2021-02-14,Canada,1702.0,44886
2021-02-15,Saudi Arabia,1567.46,43106
2021-02-15,Egypt,1453.61,40908
2021-02-15,Pakistan,1351.72,45544
2021-02-15,Turkey,1463.61,42711
2021-02-15,Australia,1683.79,45860
2021-02-15,Canada,1742.88,8225
2021-02-16,Saudi Arabia,1561.14,40228
2021-02-16,Egypt,1488.2,46505
2021-02-16,Pakistan,1398.3,28110
2021-02-16,Turkey,1386.9,15754
2021-02-16,Australia,1707.76,8114
2021-02-16,Canada,1771.96,31502
2021-02-17,Saudi Arabia,1546.68,22587
2021-02-17,Egypt,1488.1,47719
2021-02-17,Pakistan,1344.29,40929
2021-02-17,Turkey,1513.66,9321
2021-02-17,Australia,1707.31,12099
2021-02-17,Canada,1811.45,28760
2021-02-18,Saudi Arabia,1555.77,25462
2021-02-18,Egypt,1434.43,10801
2021-02-18,Pakistan,1366.21,46679
2021-02-18,Turkey,1491.64,23984
2021-02-18,Australia,1751.6,21667
2021-02-18,Canada,1743.81,10840
2021-02-19,Saudi Arabia,1532.73,26118
2021-02-19,Egypt,1382.51,27641
2021-02-19,Pakistan,1324.8,12382
2021-02-19,Turkey,1519.96,21149
2021-02-19,Australia,1693.15,11858
2021-02-19,Canada,1708.37,7121
2021-02-20,Saudi Arabia,1504.9,24572
2021-02-20,Egypt,1492.65,9136
2021-02-20,Pakistan,1317.02,9920
2021-02-20,Turkey,1477.91,24585
2021-02-20,Australia,1631.01,44895
2021-02-20,Canada,1715.27,8720
2021-02-21,Saudi Arabia,1507.86,28345
2021-02-21,Egypt,1426.41,30693
2021-02-21,Pakistan,1365.52,7708
2021-02-21,Turkey,1456.73,17982
2021-02-21,Australia,1672.03,40089
2021-02-21,Canada,1730.19,18865
2021-02-22,Saudi Arabia,1495.65,37924
2021-02-22,Egypt,1380.47,13926
2021-02-22,Pakistan,1339.58,13055
2021-02-22,Turkey,1482.53,9654
2021-02-22,Australia,1679.93,22380
2021-02-22,Canada,1672.75,31870
2021-02-23,Saudi Arabia,1552.14,18016
2021-02-23,Egypt,1447.09,47137
2021-02-23,Pakistan,1351.96,43367
2021-02-23,Turkey,1486.0,23100
2021-02-23,Australia,1617.64,42040
2021-02-23,Canada,1759.39,32454
2021-02-24,Saudi Arabia,1575.2,30241
2021-02-24,Egypt,1466.88,24810
2021-02-24,Pakistan,1274.03,44779
2021-02-24,Turkey,1532.54,34079
2021-02-24,Australia,1677.27,44472
2021-02-24,Canada,1784.32,20896
2021-02-25,Saudi Arabia,1607.84,15681
2021-02-25,Egypt,1403.37,12367
2021-02-25,Pakistan,1311.39,43799
2021-02-25,Turkey,1542.74,42011
2021-02-25,Australia,1714.51,24097
2021-02-25,Canada,1711.6,41953
2021-02-26,Saudi Arabia,1525.53,22107
2021-02-26,Egypt,1542.53,8010
2021-02-26,Pakistan,1338.06,16549
2021-02-26,Turkey,1513.49,10680
2021-02-26,Australia,1693.95,20116
2021-02-26,Canada,1779.54,25045
2021-02-27,Saudi Arabia,1528.17,31905
2021-02-27,Egypt,1377.57,12067
2021-02-27,Pakistan,1316.9,32369
2021-02-27,Turkey,1488.02,22864
2021-02-27,Australia,1636.71,20613
2021-02-27,Canada,1694.79,11447
2021-02-28,Saudi Arabia,1495.32,44469
2021-02-28,Egypt,1449.38,9994
2021-02-28,Pakistan,1418.8,31111
2021-02-28,Turkey,1489.59,37355
2021-02-28,Australia,1623.51,16819
2021-02-28,Canada,1712.92,29813
2021-03-01,Saudi Arabia,1528.96,35429
2021-03-01,Egypt,1412.04,20732
2021-03-01,Pakistan,1319.06,45495
2021-03-01,Turkey,1397.33,39565
2021-03-01,Australia,1711.24,27884
2021-03-01,Canada,1727.68,22199
2021-03-02,Saudi Arabia,1598.36,17479
2021-03-02,Egypt,1399.5,39178
2021-03-02,Pakistan,1363.98,41132
2021-03-02,Turkey,1460.0,41110
2021-03-02,Australia,1676.09,42268
2021-03-02,Canada,1714.28,6172
2021-03-03,Saudi Arabia,1564.09,39409
2021-03-03,Egypt,1477.22,24324
2021-03-03,Pakistan,1367.34,34709
2021-03-03,Turkey,1490.44,48785
2021-03-03,Australia,1695.77,41077
2021-03-03,Canada,1774.55,8240
2021-03-04,Saudi Arabia,1567.41,25224
2021-03-04,Egypt,1465.94,44691
2021-03-04,Pakistan,1385.53,45056
2021-03-04,Turkey,1534.68,8203
2021-03-04,Australia,1654.24,8083
2021-03-04,Canada,1753.0,26584
2021-03-05,Saudi Arabia,1511.23,9732
2021-03-05,Egypt,1467.94,32518
2021-03-05,Pakistan,1322.82,21121
2021-03-05,Turkey,1435.2,6674
2021-03-05,Australia,1711.21,34140
2021-03-05,Canada,1718.12,14327
2021-03-06,Saudi Arabia,1621.92,18749
2021-03-06,Egypt,1414.0,28508
2021-03-06,Pakistan,1330.92,13669
2021-03-06,Turkey,1506.8,32302
2021-03-06,Australia,1685.15,36624
2021-03-06,Canada,1779.45,18440
2021-03-07,Saudi Arabia,1575.97,12868
2021-03-07,Egypt,1465.8,35251
2021-03-07,Pakistan,1379.34,47429
2021-03-07,Turkey,1477.6,46337
2021-03-07,Australia,1700.88,14111
2021-03-07,Canada,1725.18,43450
2021-03-08,Saudi Arabia,1641.34,35077
2021-03-08,Egypt,1460.79,48046
2021-03-08,Pakistan,1237.53,29503
2021-03-08,Turkey,1470.51,7779
2021-03-08,Australia,1667.1,22400
2021-03-08,Canada,1721.31,45115
2021-03-09,Saudi Arabia,1552.63,29600
2021-03-09,Egypt,1444.38,42706
2021-03-09,Pakistan,1328.37,46302
2021-03-09,Turkey,1548.88,34148
2021-03-09,Australia,1711.24,33960
2021-03-09,Canada,1816.07,27785
2021-03-10,Saudi Arabia,1525.54,28777
2021-03-10,Egypt,1383.15,25914
2021-03-10,Pakistan,1413.76,45701
2021-03-10,Turkey,1570.13,11727
2021-03-10,Australia,1685.32,36625
2021-03-10,Canada,1713.74,29918
2021-03-11,Saudi Arabia,1610.63,21195
2021-03-11,Egypt,1478.78,32689
2021-03-11,Pakistan,1317.55,37018
2021-03-11,Turkey,1582.63,14145
2021-03-11,Australia,1664.32,7880
2021-03-11,Canada,1784.96,26271
2021-03-12,Saudi Arabia,1508.99,35225
2021-03-12,Egypt,1439.05,25536
2021-03-12,Pakistan,1297.56,32829
2021-03-12,Turkey,1503.97,20372
2021-03-12,Australia,1654.45,7663
2021-03-12,Canada,1719.21,14465
2021-03-13,Saudi Arabia,1561.73,9763
2021-03-13,Egypt,1456.23,28121
2021-03-13,Pakistan,1402.08,18569
2021-03-13,Turkey,1431.96,36358
2021-03-13,Australia,1715.69,18515
2021-03-13,Canada,1755.07,11159
2021-03-14,Saudi Arabia,1529.06,14612
2021-03-14,Egypt,1464.01,10636
2021-03-14,Pakistan,1372.08,26672
2021-03-14,Turkey,1463.1,10812
2021-03-14,Australia,1732.59,22143
2021-03-14,Canada,1728.89,6798
2021-03-15,Saudi Arabia,1578.36,13446
2021-03-15,Egypt,1492.91,26646
2021-03-15,Pakistan,1370.69,32200
2021-03-15,Turkey,1469.62,34571
2021-03-15,Australia,1720.34,25900
2021-03-15,Canada,1694.85,27356
2021-03-16,Saudi Arabia,1501.13,25698
2021-03-16,Egypt,1443.86,47470
2021-03-16,Pakistan,1332.52,38757
2021-03-16,Turkey,1485.83,17476
2021-03-16,Australia,1674.59,19635
2021-03-16,Canada,1787.83,45843
2021-03-17,Saudi Arabia,1487.8,31331
2021-03-17,Egypt,1412.31,45456
2021-03-17,Pakistan,1382.67,16957
2021-03-17,Turkey,1501.48,9379
2021-03-17,Australia,1691.09,5877
2021-03-17,Canada,1754.76,23252
2021-03-18,Saudi Arabia,1523.39,7637
2021-03-18,Egypt,1332.83,12242
2021-03-18,Pakistan,1343.96,21928
2021-03-18,Turkey,1507.37,33742
2021-03-18,Australia,1739.21,30343
2021-03-18,Canada,1779.31,27834
2021-03-19,Saudi Arabia,1572.52,28205
2021-03-19,Egypt,1425.11,23830
2021-03-19,Pakistan,1342.24,25786
2021-03-19,Turkey,1473.71,10515
2021-03-19,Australia,1693.4,24403
2021-03-19,Canada,1733.8,8681
2021-03-20,Saudi Arabia,1537.12,47292
2021-03-20,Egypt,1503.16,42521
2021-03-20,Pakistan,1360.67,35328
2021-03-20,Turkey,1565.5,17278
2021-03-20,Australia,1724.66,42292
2021-03-20,Canada,1686.31,30009
2021-03-21,Saudi Arabia,1515.44,11731
2021-03-21,Egypt,1479.06,45563
2021-03-21,Pakistan,1339.36,28718
2021-03-21,Turkey,1423.46,7911
2021-03-21,Australia,1652.73,20194
2021-03-21,Canada,1681.8,9951
2021-03-22,Saudi Arabia,1587.54,45870
2021-03-22,Egypt,1457.53,10565
2021-03-22,Pakistan,1313.99,13624
2021-03-22,Turkey,1571.17,5835
2021-03-22,Australia,1689.5,42335
2021-03-22,Canada,1749.32,8815
2021-03-23,Saudi Arabia,1538.1,46886
2021-03-23,Egypt,1453.31,49398
2021-03-23,Pakistan,1347.13,37353
2021-03-23,Turkey,1512.89,41790
2021-03-23,Australia,1709.62,40919
2021-03-23,Canada,1768.71,36416
2021-03-24,Saudi Arabia,1564.75,45387
2021-03-24,Egypt,1461.96,20823
2021-03-24,Pakistan,1255.2,8491
2021-03-24,Turkey,1478.9,5706
2021-03-24,Australia,1678.91,43523
2021-03-24,Canada,1759.24,30163
2021-03-25,Saudi Arabia,1461.66,17126
2021-03-25,Egypt,1502.4,28595
2021-03-25,Pakistan,1370.67,49980
2021-03-25,Turkey,1480.51,49115
2021-03-25,Australia,1625.13,8057
2021-03-25,Canada,1754.1,31660
2021-03-26,Saudi Arabia,1532.4,20761
2021-03-26,Egypt,1481.46,32043
2021-03-26,Pakistan,1389.17,38132
2021-03-26,Turkey,1471.23,28851
2021-03-26,Australia,1675.82,19017
2021-03-26,Canada,1730.2,44236
2021-03-27,Saudi Arabia,1549.08,34992
2021-03-27,Egypt,1441.61,33902
2021-03-27,Pakistan,1345.84,6381
2021-03-27,Turkey,1538.82,13154
2021-03-27,Australia,1710.93,49774
2021-03-27,Canada,1729.43,8149
2021-03-28,Saudi Arabia,1545.95,8516
2021-03-28,Egypt,1405.55,24751
2021-03-28,Pakistan,1333.2,41323
2021-03-28,Turkey,1497.34,19157
2021-03-28,Australia,1749.19,8626
2021-03-28,Canada,1828.8,25400
2021-03-29,Saudi Arabia,1585.77,18382
2021-03-29,Egypt,1450.77,9025
2021-03-29,Pakistan,1377.08,9175
2021-03-29,Turkey,1499.15,35519
2021-03-29,Australia,1738.83,49548
2021-03-29,Canada,1754.64,36351
2021-03-30,Saudi Arabia,1469.62,10724
2021-03-30,Egypt,1437.27,33690
2021-03-30,Pakistan,1354.38,34416
2021-03-30,Turkey,1474.91,49354
2021-03-30,Australia,1666.97,19390
2021-03-30,Canada,1803.3,43867
2021-03-31,Saudi Arabia,1526.76,29502
2021-03-31,Egypt,1439.67,35063
2021-03-31,Pakistan,1343.6,36692
2021-03-31,Turkey,1517.19,43384
2021-03-31,Australia,1701.81,30616
2021-03-31,Canada,1772.32,42146
2021-04-01,Saudi Arabia,1536.43,36331
2021-04-01,Egypt,1384.3,31128
2021-04-01,Pakistan,1366.74,13949
2021-04-01,Turkey,1486.92,29518
2021-04-01,Australia,1604.32,17716
2021-04-01,Canada,1783.79,43885
2021-04-02,Saudi Arabia,1529.29,26560
2021-04-02,Egypt,1438.07,22106
2021-04-02,Pakistan,1287.16,33362
2021-04-02,Turkey,1554.22,33258
2021-04-02,Australia,1697.5,41160
2021-04-02,Canada,1742.89,24156
2021-04-03,Saudi Arabia,1550.99,6070
2021-04-03,Egypt,1388.25,27906
2021-04-03,Pakistan,1233.8,21301
2021-04-03,Turkey,1523.63,12194
2021-04-03,Australia,1738.86,35640
2021-04-03,Canada,1802.11,38756
2021-04-04,Saudi Arabia,1537.59,6502
2021-04-04,Egypt,1386.57,26665
2021-04-04,Pakistan,1319.66,19266
2021-04-04,Turkey,1490.44,44422
2021-04-04,Australia,1765.5,12367
2021-04-04,Canada,1774.35,18490
2021-04-05,Saudi Arabia,1580.28,41307
2021-04-05,Egypt,1438.23,34631
2021-04-05,Pakistan,1274.39,11378
