date,country,wheat_price_sar_per_ton,availability_tons
2021-06-10,Germany,1126.82,3011
2021-06-10,Romania,1046.13,4691
2021-06-11,Germany,1120.61,4955
2021-06-11,Argentina,1021.94,6581
2021-06-11,Romania,1038.79,7263
2021-06-11,Australia,1059.24,7112
2021-06-11,United States,1149.26,6473
2021-06-11,Canada,1237.99,9650
2021-06-12,Germany,1129.29,7528
2021-06-12,Argentina,982.39,6402
2021-06-12,Romania,1074.58,3560
2021-06-12,Australia,1081.21,15831
2021-06-12,United States,1166.66,9087
2021-06-12,Canada,1226.12,9910
2021-06-13,United States,1197.04,4696
2021-06-13,Australia,1064.9,16344
2021-06-13,Canada,1220.72,13819
2021-06-13,Argentina,989.67,6155
2021-06-13,Romania,1081.31,6891
2021-06-13,Germany,1140.31,3145
2021-06-14,United States,1136.18,9438
2021-06-14,Australia,1088.83,12172
2021-06-14,Canada,1214.39,6024
2021-06-14,Argentina,1034.96,7060
2021-06-14,Germany,1153.95,7605
2021-06-14,Romania,1084.61,5061
2021-06-15,Germany,1169.43,3286
2021-06-15,Romania,1058.37,4652
2021-06-15,Argentina,979.19,7476
2021-06-15,Canada,1229.07,5820
2021-06-15,Australia,1089.12,14299
2021-06-15,United States,1144.91,7750
2021-06-16,Romania,1074.37,5503
2021-06-16,Argentina,993.85,5814
2021-06-16,Germany,1085.28,5505
2021-06-16,Canada,1226.84,5031
2021-06-16,United States,1155.08,9380
2021-06-16,Australia,1069.75,17721
2021-06-17,Romania,1046.74,2623
2021-06-17,Germany,1147.71,4668
2021-06-17,Argentina,997.31,4264
2021-06-17,United States,1170.58,11863
2021-06-17,Australia,1132.4,15223
2021-06-17,Canada,1210.67,12859
2021-06-18,Germany,1114.99,5269
2021-06-18,Romania,1047.25,7481
2021-06-18,Argentina,983.88,5068
2021-06-18,United States,1167.41,5712
2021-06-18,Australia,1059.78,8853
2021-06-18,Canada,1207.87,12599
2021-06-19,Germany,1146.67,6582
2021-06-19,Argentina,1000.83,4714
2021-06-19,Romania,1054.88,6716
2021-06-19,Australia,1063.41,17463
2021-06-19,Canada,1199.53,5231
2021-06-19,United States,1170.69,10925
2021-06-20,Germany,1171.91,3604
2021-06-20,Romania,1053.97,5542
2021-06-20,Argentina,986.07,2728
2021-06-20,Canada,1215.84,7726
2021-06-20,Australia,1080.49,10743
2021-06-20,United States,1131.55,5596
2021-06-21,United States,1157.28,11853
2021-06-21,Australia,1083.54,15383
2021-06-21,Canada,1265.72,11092
2021-06-21,Argentina,1000.4,4455
2021-06-21,Germany,1146.0,8793
2021-06-21,Romania,1005.94,3592
2021-06-22,United States,1129.22,7694
2021-06-22,Canada,1203.97,8042
2021-06-22,Australia,1062.77,7218
2021-06-22,Argentina,1013.82,5867
2021-06-22,Germany,1167.49,5907
2021-06-22,Romania,1089.9,4753
2021-06-23,Germany,1173.66,5801
2021-06-23,Romania,1093.64,2749
2021-06-23,Argentina,997.77,3369
2021-06-23,United States,1136.49,11951
2021-06-23,Australia,1051.96,10835
2021-06-23,Canada,1164.23,12262
2021-06-24,Romania,1092.73,6096
2021-06-24,Germany,1150.96,6588
2021-06-24,Argentina,968.64,3983
2021-06-24,United States,1172.66,5140
2021-06-24,Australia,1107.88,12282
2021-06-24,Canada,1227.13,11678
2021-06-25,Canada,1211.03,8187
2021-06-25,Australia,1042.18,6853
2021-06-25,United States,1148.68,5772
2021-06-25,Argentina,987.44,2698
2021-06-25,Germany,1116.76,3530
2021-06-25,Romania,1065.35,2936
2021-06-26,United States,1136.9,8627
2021-06-26,Australia,1078.97,8410
2021-06-26,Canada,1204.93,9298
2021-06-26,Argentina,1001.34,5262
2021-06-26,Germany,1119.41,6722
2021-06-26,Romania,1066.07,2655
2021-06-27,Argentina,956.94,6690
2021-06-27,Romania,1085.03,6524
2021-06-27,Australia,1099.95,15304
2021-06-27,United States,1160.34,11560
2021-06-27,Canada,1182.29,5064
2021-06-27,Germany,1130.32,5252
2021-06-28,Australia,1077.47,13268
2021-06-28,United States,1132.44,5938
2021-06-28,Canada,1197.24,13396
2021-06-28,Romania,1030.53,2775
2021-06-28,Germany,1129.76,8257
2021-06-28,Argentina,998.51,5017
2021-06-29,United States,1162.9,4014
2021-06-29,Australia,1039.14,8157
2021-06-29,Canada,1220.09,10242
2021-06-29,Argentina,985.26,5660
2021-06-29,Germany,1147.56,4167
2021-06-29,Romania,1053.51,2826
2021-06-30,Germany,1123.94,8505
2021-06-30,Argentina,1026.84,3502
2021-06-30,Romania,1041.79,3517
2021-06-30,Australia,1079.03,7098
2021-06-30,United States,1145.8,9526
2021-06-30,Canada,1194.73,14280
2021-07-01,Romania,1078.95,4822
2021-07-01,Argentina,1016.87,5726
2021-07-01,Germany,1141.13,5467
2021-07-01,Australia,1111.92,13077
2021-07-01,United States,1170.82,4792
2021-07-01,Canada,1260.13,6029
2021-07-02,Canada,1269.07,13914
2021-07-02,United States,1207.89,6126
2021-07-02,Australia,1063.47,8197
2021-07-02,Germany,1174.4,4133
2021-07-02,Argentina,1007.6,5818
2021-07-02,Romania,1066.99,6259
2021-07-03,Germany,1152.94,4411
2021-07-03,Argentina,1036.69,7429
2021-07-03,Romania,1079.63,3334
2021-07-03,Australia,1088.3,10996
2021-07-03,United States,1144.1,9538
2021-07-03,Canada,1264.85,8932
2021-07-04,Germany,1158.57,6477
2021-07-04,Argentina,978.43,6542
2021-07-04,Romania,1060.92,4540
2021-07-04,Australia,1133.29,17940
2021-07-04,United States,1194.02,8322
2021-07-04,Canada,1220.54,14381
2021-07-05,Australia,1056.44,12596
2021-07-05,Canada,1202.4,13406
2021-07-05,United States,1199.21,7752
2021-07-05,Romania,1104.33,3983
2021-07-05,Germany,1136.1,5490
2021-07-05,Argentina,975.83,3149
2021-07-06,United States,1184.76,11190
2021-07-06,Australia,1078.79,12025
2021-07-06,Canada,1220.76,5843
2021-07-06,Argentina,993.32,6652
2021-07-06,Germany,1152.93,7634
2021-07-06,Romania,1079.04,6130
2021-07-07,United States,1138.03,6207
2021-07-07,Australia,1073.12,17862
2021-07-07,Canada,1221.22,9709
2021-07-07,Argentina,1003.82,5089
2021-07-07,Romania,1057.02,6207
2021-07-07,Germany,1134.31,4755
2021-07-08,Germany,1158.26,6533
2021-07-08,Argentina,974.76,3805
2021-07-08,Romania,1097.69,4178
2021-07-08,Australia,1087.36,9792
2021-07-08,United States,1207.31,4735
2021-07-08,Canada,1224.04,9030
2021-07-09,United States,1180.75,11115
2021-07-09,Australia,1101.12,11434
2021-07-09,Canada,1216.17,8373
2021-07-09,Argentina,1008.03,4429
2021-07-09,Germany,1075.94,8507
2021-07-09,Romania,1061.5,5036
2021-07-10,Canada,1301.7,14000
2021-07-10,Australia,1135.32,8941
2021-07-10,United States,1200.68,5246
2021-07-10,Romania,1060.86,3579
2021-07-10,Germany,1121.64,7695
2021-07-10,Argentina,1011.77,3322
2021-07-11,United States,1170.39,7074
2021-07-11,Australia,1080.64,16405
2021-07-11,Canada,1223.29,12012
2021-07-11,Argentina,993.52,6115
2021-07-11,Germany,1148.8,5114
2021-07-11,Romania,1074.04,5567
2021-07-12,Germany,1152.93,6555
2021-07-12,Argentina,1007.21,6343
2021-07-12,Romania,1092.55,5321
2021-07-12,Australia,1096.13,10923
2021-07-12,United States,1199.39,6854
2021-07-12,Canada,1216.68,12326
2021-07-13,United States,1163.11,7906
2021-07-13,Australia,1084.86,7784
2021-07-13,Canada,1212.2,5654
2021-07-13,Argentina,1039.6,7374
2021-07-13,Romania,1051.16,3161
2021-07-13,Germany,1140.3,4632
2021-07-14,United States,1145.44,6886
2021-07-14,Australia,1086.78,13278
2021-07-14,Canada,1236.81,7320
2021-07-14,Argentina,960.78,5980
2021-07-14,Germany,1169.09,5038
2021-07-14,Romania,1094.46,7202
2021-07-15,Germany,1140.4,3524
2021-07-15,Argentina,1037.23,6162
2021-07-15,Romania,1075.7,5392
2021-07-15,Australia,1091.29,12826
2021-07-15,Canada,1209.33,9422
2021-07-15,United States,1154.45,11800
2021-07-16,Argentina,1012.89,2605
2021-07-16,Romania,1082.56,5437
2021-07-16,Germany,1126.61,6533
2021-07-16,Canada,1241.03,12927
2021-07-16,Australia,1061.6,12265
2021-07-16,United States,1184.12,6685
2021-07-17,United States,1184.91,9391
2021-07-17,Australia,1095.34,14558
2021-07-17,Canada,1208.8,11845
2021-07-17,Argentina,1015.83,4855
2021-07-17,Germany,1154.06,4382
2021-07-17,Romania,1068.49,4837
2021-07-18,Australia,1071.81,12053
2021-07-18,United States,1175.07,8468
2021-07-18,Canada,1226.04,9591
2021-07-18,Romania,1077.79,4826
2021-07-18,Argentina,977.39,2609
2021-07-18,Germany,1131.75,8836
2021-07-19,Argentina,1020.17,5933
2021-07-19,Germany,1127.61,8430
2021-07-19,Romania,1077.2,6234
2021-07-19,Canada,1211.5,7263
2021-07-19,United States,1176.53,10114
2021-07-19,Australia,1115.62,13949
2021-07-20,United States,1169.77,4689
2021-07-20,Australia,1088.6,16868
2021-07-20,Canada,1221.02,8515
2021-07-20,Argentina,1005.89,6847
2021-07-20,Germany,1155.35,6343
2021-07-20,Romania,1080.4,6370
2021-07-21,Argentina,1012.82,4384
2021-07-21,Romania,1081.56,5706
2021-07-21,Australia,1008.04,7687
2021-07-21,Canada,1244.22,6595
2021-07-21,United States,1185.07,8783
2021-07-21,Germany,1132.43,8251
2021-07-22,Argentina,990.01,6323
2021-07-22,Germany,1156.49,6310
2021-07-22,Romania,1061.51,6264
2021-07-22,Canada,1194.08,11411
2021-07-22,United States,1166.91,10296
2021-07-22,Australia,1084.25,6356
2021-07-23,United States,1155.55,9851
2021-07-23,Australia,1089.61,15915
2021-07-23,Canada,1210.07,8660
2021-07-23,Argentina,1004.8,6696
2021-07-23,Germany,1138.56,4824
2021-07-23,Romania,1049.68,6581
2021-07-24,Argentina,957.17,4754
2021-07-24,Romania,1057.51,6615
2021-07-24,Germany,1132.05,8331
2021-07-24,United States,1204.21,6460
2021-07-24,Australia,1097.85,11901
2021-07-24,Canada,1222.69,11882
2021-07-25,Romania,1066.79,6034
2021-07-25,Germany,1133.05,6539
2021-07-25,Argentina,1045.12,7154
2021-07-25,Australia,1088.42,15759
2021-07-25,United States,1160.31,4634
2021-07-25,Canada,1225.28,11871
2021-07-26,Romania,1109.36,5819
2021-07-26,Germany,1146.95,8373
2021-07-26,Argentina,997.59,6766
2021-07-26,Australia,1094.84,12722
2021-07-26,United States,1141.81,8977
2021-07-26,Canada,1224.04,9511
2021-07-27,Canada,1242.0,11827
2021-07-27,United States,1162.98,9379
2021-07-27,Australia,1046.37,15848
2021-07-27,Germany,1134.37,5466
2021-07-27,Romania,1044.08,3167
2021-07-27,Argentina,983.36,3235
2021-07-28,United States,1156.82,7729
2021-07-28,Australia,1055.58,6996
2021-07-28,Canada,1223.37,11993
2021-07-28,Argentina,979.18,6722
2021-07-28,Germany,1136.55,4720
2021-07-28,Romania,1090.02,5397
2021-07-29,United States,1137.15,9337
2021-07-29,Romania,1081.53,6859
2021-07-29,Germany,1110.52,3209
2021-07-29,Argentina,997.52,3252
2021-07-29,Canada,1229.32,10100
2021-07-29,Australia,1095.16,8090
2021-07-30,Romania,1033.31,2659
2021-07-30,Argentina,987.96,5520
2021-07-30,Germany,1099.83,6927
2021-07-30,Australia,1070.97,12882
2021-07-30,Canada,1215.11,7529
2021-07-30,United States,1195.05,10835
2021-07-31,United States,1153.07,4894
2021-07-31,Australia,1054.88,13684
2021-07-31,Canada,1231.27,10964
2021-07-31,Germany,1136.75,8355
2021-07-31,Romania,1059.04,5729
2021-07-31,Argentina,1026.34,6512
2021-08-01,Romania,1022.6,5678
2021-08-01,Germany,1104.96,6571
2021-08-01,Argentina,988.48,2808
2021-08-01,United States,1161.42,10590
2021-08-01,Australia,1079.54,10761
2021-08-01,Canada,1186.29,6151
2021-08-02,Romania,1018.88,2904
2021-08-02,Germany,1122.41,3445
2021-08-02,Argentina,991.19,4610
2021-08-02,Australia,1057.67,8531
2021-08-02,United States,1111.61,10925
2021-08-02,Canada,1205.48,8552
2021-08-03,Romania,1052.66,4180
2021-08-03,Germany,1077.21,5082
2021-08-03,Argentina,953.14,2966
2021-08-03,Canada,1163.37,7988
2021-08-03,Australia,1050.35,10635
2021-08-03,United States,1131.93,11283
2021-08-04,Germany,1090.51,7133
2021-08-04,United States,1154.86,7767
2021-08-04,Australia,1043.79,12119
2021-08-04,Canada,1179.88,12605
2021-08-04,Argentina,993.99,3402
2021-08-04,Romania,1048.49,4844
2021-08-05,Canada,1215.39,7003
2021-08-05,Australia,1037.08,8425
2021-08-05,United States,1141.26,9531
2021-08-05,Argentina,955.48,7106
2021-08-05,Germany,1131.23,3713
2021-08-05,Romania,1053.95,6608
2021-08-06,United States,1167.46,4572
2021-08-06,Australia,1057.37,13301
2021-08-06,Canada,1191.69,13352
2021-08-06,Argentina,1012.15,7198
2021-08-06,Germany,1102.6,3348
2021-08-06,Romania,1069.76,2945
2021-08-07,Germany,1084.6,6026
2021-08-07,Argentina,984.64,3031
2021-08-07,Romania,1068.66,5038
2021-08-07,Australia,1039.02,8892
2021-08-07,United States,1092.53,4365
2021-08-07,Canada,1208.08,5040
2021-08-08,Australia,1027.71,17324
2021-08-08,United States,1163.45,8580
2021-08-08,Canada,1205.29,7168
2021-08-08,Romania,1038.05,4237
2021-08-08,Germany,1096.83,6715
2021-08-08,Argentina,946.59,6760
2021-08-09,United States,1149.16,10933
2021-08-09,Australia,1048.5,7159
2021-08-09,Canada,1164.24,8036
2021-08-09,Argentina,946.92,6487
2021-08-09,Germany,1085.4,3514
2021-08-09,Romania,1007.65,5099
2021-08-10,Canada,1190.94,12312
2021-08-10,United States,1123.36,4036
2021-08-10,Australia,1067.41,6858
2021-08-10,Germany,1111.2,6717
2021-08-10,Argentina,940.87,2994
2021-08-10,Romania,1073.15,7138
2021-08-11,Canada,1131.35,7342
2021-08-11,Australia,1063.22,6123
2021-08-11,United States,1156.85,9384
2021-08-11,Germany,1084.66,8071
2021-08-11,Romania,1053.92,3553
2021-08-11,Argentina,956.5,4884
2021-08-12,United States,1140.4,10701
2021-08-12,Australia,1068.9,11003
2021-08-12,Canada,1213.88,8629
2021-08-12,Argentina,949.06,7263
2021-08-12,Germany,1092.99,4040
2021-08-12,Romania,1068.24,5282
2021-08-13,Romania,1020.32,6864
2021-08-13,Germany,1104.68,8894
2021-08-13,Argentina,938.51,5977
2021-08-13,United States,1143.2,9949
2021-08-13,Australia,1048.64,9043
2021-08-13,Canada,1200.54,6193
2021-08-14,Canada,1180.1,14243
2021-08-14,Australia,1059.58,17159
2021-08-14,United States,1144.02,11430
2021-08-14,Germany,1092.62,8395
2021-08-14,Romania,1033.23,2860
2021-08-14,Argentina,957.79,3873
2021-08-15,United States,1104.1,4219
2021-08-15,Australia,1049.39,9478
2021-08-15,Canada,1176.2,13513
2021-08-15,Argentina,974.39,5958
2021-08-15,Germany,1098.5,7852
2021-08-15,Romania,1022.78,7159
2021-08-16,Australia,1066.72,11453
2021-08-16,Romania,1040.72,2749
2021-08-16,Germany,1093.26,8591
2021-08-16,Argentina,1002.64,6911
2021-08-16,Canada,1201.5,11950
2021-08-16,United States,1163.17,11013
2021-08-17,Germany,1116.82,8718
2021-08-17,Romania,1045.51,4808
2021-08-17,Argentina,980.72,4554
2021-08-17,United States,1117.21,10238
2021-08-17,Australia,1064.92,6176
2021-08-17,Canada,1173.63,14276
2021-08-18,Germany,1100.9,6120
2021-08-18,Argentina,930.01,6073
2021-08-18,Romania,1043.87,6771
2021-08-18,Australia,1073.64,14242
2021-08-18,United States,1110.49,6268
2021-08-18,Canada,1216.93,6985
2021-08-19,Canada,1202.72,13308
2021-08-19,United States,1126.18,5389
2021-08-19,Australia,1023.24,12556
2021-08-19,Germany,1111.76,6425
2021-08-19,Argentina,971.97,5732
2021-08-19,Romania,1059.37,2738
2021-08-20,Germany,1079.1,7475
2021-08-20,Romania,1044.53,3878
2021-08-20,Argentina,966.02,5234
2021-08-20,Canada,1199.51,11464
2021-08-20,Australia,1018.04,6508
2021-08-20,United States,1114.39,7594
2021-08-21,Germany,1111.05,6832
2021-08-21,Romania,1032.76,3756
2021-08-21,Argentina,1015.06,4278
2021-08-21,Australia,1012.71,6648
2021-08-21,Canada,1175.79,8660
2021-08-21,United States,1146.09,4168
2021-08-22,United States,1149.26,8449
2021-08-22,Australia,1010.95,13399
2021-08-22,Canada,1193.37,7141
2021-08-22,Argentina,949.58,4096
2021-08-22,Germany,1069.64,8353
2021-08-22,Romania,1037.36,4587
2021-08-23,Germany,1094.7,5232
2021-08-23,Argentina,971.63,4237
2021-08-23,Canada,1200.28,5482
2021-08-23,Australia,1053.35,12511
2021-08-23,United States,1143.0,4640
2021-08-23,Romania,1012.56,5476
2021-08-24,Australia,1044.31,15590
2021-08-24,United States,1134.28,5302
2021-08-24,Canada,1190.49,12877
2021-08-24,Germany,1095.98,6937
2021-08-24,Romania,1042.15,4016
2021-08-24,Argentina,989.39,4248
2021-08-25,United States,1172.84,10849
2021-08-25,Australia,1023.85,11121
2021-08-25,Canada,1164.9,8285
2021-08-25,Argentina,982.37,3597
2021-08-25,Germany,1110.33,6900
2021-08-25,Romania,1057.46,6884
2021-08-26,United States,1114.45,11449
2021-08-26,Australia,1043.67,10048
2021-08-26,Romania,1031.83,3615
2021-08-26,Germany,1084.08,4428
2021-08-26,Argentina,955.82,7058
2021-08-26,Canada,1186.19,8584
2021-08-27,United States,1153.89,8907
2021-08-27,Australia,1018.0,13771
2021-08-27,Canada,1159.82,11743
2021-08-27,Argentina,969.86,7254
2021-08-27,Germany,1094.84,4749
2021-08-27,Romania,1023.32,3240
2021-08-28,Australia,1073.54,9768
2021-08-28,Romania,1047.26,7490
2021-08-28,Germany,1119.84,4619
2021-08-28,Argentina,970.18,4030
2021-08-28,United States,1154.82,8027
2021-08-28,Canada,1186.24,13873
2021-08-29,Australia,1041.03,7865
2021-08-29,Canada,1188.19,10365
2021-08-29,United States,1083.3,5479
2021-08-29,Germany,1107.68,3599
2021-08-29,Romania,1023.97,3473
2021-08-29,Argentina,935.86,5152
2021-08-30,United States,1149.64,8670
2021-08-30,Australia,1030.14,12668
2021-08-30,Canada,1183.89,14470
2021-08-30,Argentina,980.46,3170
2021-08-30,Germany,1120.31,3901
2021-08-30,Romania,1022.92,3377
2021-08-31,Argentina,1004.6,5123
2021-08-31,Germany,1123.31,6355
2021-08-31,Romania,1022.22,7368
2021-08-31,Canada,1177.33,5176
2021-08-31,United States,1142.31,5455
2021-08-31,Australia,1037.46,17467
2021-09-01,Romania,1015.91,6178
2021-09-01,Germany,1111.97,6692
2021-09-01,Argentina,1003.87,3877
2021-09-01,Australia,993.25,14217
2021-09-01,United States,1131.77,10825
2021-09-01,Canada,1200.75,7529
2021-09-02,Romania,1025.19,5361
2021-09-02,United States,1141.78,11429
2021-09-02,Australia,1045.2,11119
2021-09-02,Canada,1200.26,7574
2021-09-02,Argentina,974.55,4930
2021-09-02,Germany,1088.07,7187
2021-09-03,Romania,1041.45,4068
2021-09-03,Germany,1150.27,6275
2021-09-03,Argentina,976.69,4834
2021-09-03,Australia,1031.1,9353
2021-09-03,United States,1101.74,5515
2021-09-03,Canada,1193.63,14386
2021-09-04,Argentina,988.87,7427
2021-09-04,Germany,1066.83,7031
2021-09-04,Canada,1184.79,10051
2021-09-04,Romania,1000.48,3621
2021-09-04,United States,1138.18,11300
2021-09-04,Australia,1024.05,13996
2021-09-05,United States,1119.55,5789
2021-09-05,Australia,1019.08,7032
2021-09-05,Canada,1167.35,8961
2021-09-05,Argentina,968.59,5847
2021-09-05,Germany,1103.32,8542
2021-09-05,Romania,1004.92,2976
2021-09-06,Canada,1163.5,8526
2021-09-06,Australia,1016.72,9578
2021-09-06,United States,1155.33,8309
2021-09-06,Germany,1098.43,5281
2021-09-06,Romania,983.85,4097
2021-09-06,Argentina,1005.01,4412
2021-09-07,Germany,1092.6,7876
2021-09-07,Romania,1030.56,5730
2021-09-07,Argentina,960.11,5524
2021-09-07,United States,1105.98,5678
2021-09-07,Australia,1025.78,9432
2021-09-07,Canada,1199.88,5115
2021-09-08,Romania,1010.3,4692
2021-09-08,Germany,1129.82,5425
2021-09-08,Argentina,944.31,5008
2021-09-08,United States,1147.23,6040
2021-09-08,Australia,1090.06,8542
2021-09-08,Canada,1197.83,11340
2021-09-09,Australia,1030.7,10216
2021-09-09,Canada,1174.99,14074
2021-09-09,United States,1127.61,4283
2021-09-09,Germany,1095.17,5902
2021-09-09,Romania,1051.79,4434
2021-09-09,Argentina,952.96,7346
2021-09-10,United States,1105.61,4593
2021-09-10,Australia,1049.18,17757
2021-09-10,Canada,1173.3,5656
2021-09-10,Argentina,984.91,7286
2021-09-10,Germany,1113.87,8071
2021-09-10,Romania,1010.68,5424
2021-09-11,Germany,1077.16,6969
2021-09-11,Romania,1020.01,5676
2021-09-11,Argentina,973.47,7155
2021-09-11,United States,1120.17,6784
2021-09-11,Australia,1038.18,7006
2021-09-11,Canada,1187.88,9543
2021-09-12,Romania,1031.22,6910
2021-09-12,Germany,1107.89,5696
2021-09-12,Argentina,937.44,7418
2021-09-12,United States,1123.75,10129
2021-09-12,Australia,1043.97,17058
2021-09-12,Canada,1135.77,8685
2021-09-13,Germany,1084.74,7219
2021-09-13,Argentina,941.92,4460
2021-09-13,Romania,1045.27,3729
2021-09-13,Australia,1035.73,16432
2021-09-13,United States,1102.11,8792
2021-09-13,Canada,1148.41,7604
2021-09-14,Canada,1192.79,9605
2021-09-14,Australia,1028.19,15281
2021-09-14,United States,1135.91,5022
2021-09-14,Argentina,1004.71,5177
2021-09-14,Germany,1086.15,3114
2021-09-14,Romania,1016.76,5995
2021-09-15,Romania,1021.47,6049
2021-09-15,Germany,1058.32,4762
2021-09-15,Argentina,987.76,4552
2021-09-15,United States,1138.78,9669
2021-09-15,Australia,1058.01,16362
2021-09-15,Canada,1161.37,7393
2021-09-16,Romania,1027.88,5946
2021-09-16,Germany,1088.56,7890
2021-09-16,Argentina,949.68,7392
2021-09-16,Australia,1023.74,10877
2021-09-16,United States,1138.96,6058
2021-09-16,Canada,1197.13,8941
2021-09-17,Germany,1085.0,6188
2021-09-17,Argentina,943.39,3635
2021-09-17,Romania,1030.18,5703
2021-09-17,Australia,1019.56,13997
2021-09-17,Canada,1191.17,8178
2021-09-17,United States,1108.49,7937
2021-09-18,Germany,1096.48,7331
2021-09-18,Argentina,935.81,7000
2021-09-18,Romania,1017.09,5544
2021-09-18,Australia,1031.9,11174
2021-09-18,United States,1106.83,6740
2021-09-18,Canada,1179.87,8388
2021-09-19,Germany,1070.63,3136
2021-09-19,Argentina,963.19,5981
2021-09-19,Romania,1024.11,3581
2021-09-19,Australia,1038.77,12799
2021-09-19,United States,1105.23,8865
2021-09-19,Canada,1196.99,6492
2021-09-20,Romania,1057.75,5462
2021-09-20,Germany,1088.74,8997
2021-09-20,Argentina,973.56,3835
2021-09-20,Australia,1032.88,17443
2021-09-20,United States,1126.45,6439
2021-09-20,Canada,1206.46,9337
2021-09-21,Germany,1109.85,8533
2021-09-21,Romania,1019.99,5819
2021-09-21,Argentina,975.96,6155
2021-09-21,United States,1115.81,7414
2021-09-21,Australia,1053.05,8887
2021-09-21,Canada,1194.94,10926
2021-09-22,Germany,1129.98,5782
2021-09-22,Argentina,968.81,3484
2021-09-22,Romania,1000.5,5899
2021-09-22,Australia,1029.51,12947
2021-09-22,United States,1146.41,11844
2021-09-22,Canada,1198.91,11726
2021-09-23,Germany,1103.34,6207
2021-09-23,Argentina,959.82,5067
2021-09-23,Romania,1056.67,3710
2021-09-23,Australia,1027.38,6467
2021-09-23,United States,1109.82,4227
2021-09-23,Canada,1178.78,7716
2021-09-24,Romania,1005.71,4115
2021-09-24,Germany,1043.23,6913
2021-09-24,Argentina,999.97,4916
2021-09-24,United States,1102.96,11130
2021-09-24,Australia,1013.74,6942
2021-09-24,Canada,1198.56,14228
2021-09-25,Germany,1089.09,6400
2021-09-25,Argentina,1009.95,4210
2021-09-25,Romania,1049.3,6196
2021-09-25,Australia,1057.5,13139
2021-09-25,Canada,1160.41,8492
2021-09-25,United States,1149.76,5691
2021-09-26,Romania,1001.44,6491
2021-09-26,Germany,1089.0,6573
2021-09-26,Argentina,1000.97,4258
2021-09-26,Canada,1174.19,8610
2021-09-26,Australia,1036.57,8561
2021-09-26,United States,1130.97,10941
2021-09-27,United States,1144.29,8430
2021-09-27,Australia,1022.23,9096
2021-09-27,Canada,1189.56,14548
2021-09-27,Argentina,986.54,3942
2021-09-27,Germany,1093.09,5728
2021-09-27,Romania,1034.8,6874
2021-09-28,Canada,1201.54,8581
2021-09-28,Australia,1012.74,13358
2021-09-28,United States,1122.33,5003
2021-09-28,Romania,1000.21,6900
2021-09-28,Germany,1094.5,4599
2021-09-28,Argentina,969.64,3720
2021-09-29,Germany,1112.54,7778
2021-09-29,Argentina,987.55,3070
2021-09-29,Romania,1022.35,4357
2021-09-29,Australia,1078.2,10924
2021-09-29,United States,1112.92,10181
2021-09-29,Canada,1206.45,8638
2021-09-30,Romania,1030.89,4412
2021-09-30,Germany,1063.54,4555
2021-09-30,Argentina,954.57,6323
2021-09-30,United States,1121.43,5569
2021-09-30,Australia,1058.43,16368
2021-09-30,Canada,1123.44,7349
2021-10-01,United States,1152.75,5657
2021-10-01,Canada,1176.2,8658
2021-10-01,Australia,1040.12,14863
2021-10-01,Romania,1024.32,7220
2021-10-01,Germany,1084.98,6107
2021-10-01,Argentina,975.17,4888
2021-10-02,United States,1115.16,9591
2021-10-02,Australia,1023.33,14286
2021-10-02,Canada,1151.11,5665
2021-10-02,Argentina,970.83,3611
2021-10-02,Germany,1064.24,8050
2021-10-02,Romania,1044.96,5581
2021-10-03,Romania,1050.12,5254
2021-10-03,United States,1136.19,11495
2021-10-03,Australia,1003.74,7238
2021-10-03,Canada,1185.39,8639
2021-10-03,Argentina,984.41,5714
2021-10-03,Germany,1080.08,8518
2021-10-04,Canada,1172.03,9633
2021-10-04,Australia,1013.02,13038
2021-10-04,United States,1128.32,10123
2021-10-04,Germany,1094.05,4098
2021-10-04,Romania,1021.0,4249
2021-10-04,Argentina,961.48,4327
2021-10-05,Romania,1020.03,7233
2021-10-05,United States,1093.93,9614
2021-10-05,Australia,1077.56,16137
2021-10-05,Canada,1169.45,6858
2021-10-05,Argentina,944.2,4995
2021-10-05,Germany,1095.55,3767
2021-10-06,Argentina,944.21,4368
2021-10-06,Germany,1047.99,6140
2021-10-06,Romania,1055.29,5898
2021-10-06,Canada,1188.37,7901
2021-10-06,United States,1139.17,5659
2021-10-06,Australia,1005.92,16737
2021-10-07,Germany,1126.82,8951
2021-10-07,Romania,1004.67,4037
2021-10-07,Argentina,975.28,6222
2021-10-07,United States,1145.93,7337
2021-10-07,Australia,1019.46,6261
2021-10-07,Canada,1170.66,13602
2021-10-08,Romania,1008.09,7392
2021-10-08,Germany,1105.52,4555
2021-10-08,Argentina,942.91,4036
2021-10-08,United States,1102.05,10970
2021-10-08,Australia,1033.96,12634
2021-10-08,Canada,1184.48,9679
2021-10-09,Canada,1144.32,8854
2021-10-09,Australia,1062.49,16761
2021-10-09,United States,1133.93,10645
2021-10-09,Germany,1119.9,4969
2021-10-09,Romania,1026.67,5149
2021-10-09,Argentina,987.25,5661
2021-10-10,Germany,1091.47,4421
2021-10-10,Romania,1027.31,6059
2021-10-10,Argentina,952.61,4122
2021-10-10,United States,1115.49,4501
2021-10-10,Australia,1031.63,6199
2021-10-10,Canada,1200.53,7416
2021-10-11,Germany,1097.0,7756
2021-10-11,Romania,1028.51,3646
2021-10-11,Argentina,980.43,4243
2021-10-11,Australia,1063.79,10578
2021-10-11,Canada,1200.37,9198
2021-10-11,United States,1110.03,4083
