date,flour_type,required_bulk_tons
2021-01-20,Patent,51.74
2021-01-20,Superior,111.77000000000001
2021-01-20,Superior Brown,10.29
2021-01-21,Bakery,85.39
2021-01-21,Brown,29.14
2021-01-21,Patent,52.09
2021-01-21,Superior,119.97
2021-01-21,Superior Brown,11.34
2021-01-22,Bakery,77.76
2021-01-22,Brown,27.130000000000003
2021-01-22,Patent,46.05
2021-01-22,Superior,95.3
2021-01-22,Superior Brown,11.11
2021-01-23,Bakery,76.78
2021-01-23,Brown,27.91
2021-01-23,Patent,44.769999999999996
2021-01-23,Superior,101.7
2021-01-23,Superior Brown,10.97
2021-01-24,Bakery,81.67
2021-01-24,Brown,32.06
2021-01-24,Patent,54.06
2021-01-24,Superior,119.08
2021-01-24,Superior Brown,10.34
2021-01-25,Bakery,92.96
2021-01-25,Brown,28.049999999999997
2021-01-25,Patent,50.32
2021-01-25,Superior,108.63
2021-01-25,Superior Brown,11.46
2021-01-26,Bakery,89.52
2021-01-26,Brown,26.47
2021-01-26,Patent,49.64
2021-01-26,Superior,107.41
2021-01-26,Superior Brown,10.34
2021-01-27,Bakery,86.67
2021-01-27,Brown,27.33
2021-01-27,Patent,48.260000000000005
2021-01-27,Superior,120.03
2021-01-27,Superior Brown,11.32
2021-01-28,Bakery,84.62
2021-01-28,Brown,30.400000000000002
2021-01-28,Patent,48.59
2021-01-28,Superior,111.97999999999999
2021-01-28,Superior Brown,10.65
2021-01-29,Bakery,76.03999999999999
2021-01-29,Brown,27.65
2021-01-29,Patent,47.510000000000005
2021-01-29,Superior,100.3
2021-01-29,Superior Brown,9.11
2021-01-30,Bakery,77.06
2021-01-30,Brown,27.4
2021-01-30,Patent,42.7
2021-01-30,Superior,107.4
2021-01-30,Superior Brown,11.4
2021-01-31,Bakery,85.09
2021-01-31,Brown,30.68
2021-01-31,Patent,52.290000000000006
2021-01-31,Superior,118.32000000000001
2021-01-31,Superior Brown,11.34
2021-02-01,Bakery,87.12
2021-02-01,Brown,31.21
2021-02-01,Patent,45.59
2021-02-01,Superior,106.78
2021-02-01,Superior Brown,9.93
2021-02-02,Bakery,87.34
2021-02-02,Brown,29.22
2021-02-02,Patent,53.86
2021-02-02,Superior,114.22
2021-02-02,Superior Brown,12.03
2021-02-03,Bakery,89.74000000000001
2021-02-03,Brown,32.54
2021-02-03,Patent,55.09
2021-02-03,Superior,111.59
2021-02-03,Superior Brown,11.7
2021-02-04,Bakery,81.67
2021-02-04,Brown,29.910000000000004
2021-02-04,Patent,55.17
2021-02-04,Superior,112.87
2021-02-04,Superior Brown,11.39
2021-02-05,Bakery,79.56
2021-02-05,Brown,29.67
2021-02-05,Patent,50.870000000000005
2021-02-05,Superior,104.52
2021-02-05,Superior Brown,10.85
2021-02-06,Bakery,82.63
2021-02-06,Brown,23.83
2021-02-06,Patent,46.89
2021-02-06,Superior,105.92
2021-02-06,Superior Brown,8.96
2021-02-07,Bakery,86.93
2021-02-07,Brown,29.96
2021-02-07,Patent,55.0
2021-02-07,Superior,117.21
2021-02-07,Superior Brown,12.04
2021-02-08,Bakery,91.13
2021-02-08,Brown,28.270000000000003
2021-02-08,Patent,56.93
2021-02-08,Superior,124.59
2021-02-08,Superior Brown,12.96
2021-02-09,Bakery,85.26
2021-02-09,Brown,29.33
2021-02-09,Patent,52.849999999999994
2021-02-09,Superior,119.8
2021-02-09,Superior Brown,12.28
2021-02-10,Bakery,93.04
2021-02-10,Brown,28.97
2021-02-10,Patent,49.65
2021-02-10,Superior,125.92999999999999
2021-02-10,Superior Brown,11.92
2021-02-11,Bakery,87.86
2021-02-11,Brown,32.19
2021-02-11,Patent,49.69
2021-02-11,Superior,113.63
2021-02-11,Superior Brown,11.03
2021-02-12,Bakery,76.23
2021-02-12,Brown,27.91
2021-02-12,Patent,48.7
2021-02-12,Superior,112.46000000000001
2021-02-12,Superior Brown,11.44
2021-02-13,Bakery,84.09
2021-02-13,Brown,28.29
2021-02-13,Patent,45.58
2021-02-13,Superior,98.63
2021-02-13,Superior Brown,9.87
2021-02-14,Bakery,87.3
2021-02-14,Brown,33.07
2021-02-14,Patent,52.379999999999995
2021-02-14,Superior,113.57
2021-02-14,Superior Brown,10.23
2021-02-15,Bakery,94.09
2021-02-15,Brown,31.51
2021-02-15,Patent,49.93000000000001
2021-02-15,Superior,115.9
2021-02-15,Superior Brown,11.19
2021-02-16,Bakery,95.97
2021-02-16,Brown,32.08
2021-02-16,Patent,55.4
2021-02-16,Superior,111.78999999999999
2021-02-16,Superior Brown,10.65
2021-02-17,Bakery,90.45
2021-02-17,Brown,30.85
2021-02-17,Patent,53.08
2021-02-17,Superior,115.46000000000001
2021-02-17,Superior Brown,11.78
2021-02-18,Bakery,94.63
2021-02-18,Brown,27.66
2021-02-18,Patent,56.93
2021-02-18,Superior,111.42
2021-02-18,Superior Brown,12.64
2021-02-19,Bakery,82.6
2021-02-19,Brown,29.51
2021-02-19,Patent,46.19
2021-02-19,Superior,100.52
2021-02-19,Superior Brown,10.87
2021-02-20,Bakery,88.39
2021-02-20,Brown,29.82
2021-02-20,Patent,45.629999999999995
2021-02-20,Superior,104.16
2021-02-20,Superior Brown,9.94
2021-02-21,Bakery,89.56
2021-02-21,Brown,28.590000000000003
2021-02-21,Patent,52.83
2021-02-21,Superior,116.18
2021-02-21,Superior Brown,11.8
2021-02-22,Bakery,96.14
2021-02-22,Brown,34.13
2021-02-22,Patent,56.54
2021-02-22,Superior,120.25
2021-02-22,Superior Brown,11.99
2021-02-23,Bakery,88.22
2021-02-23,Brown,31.79
2021-02-23,Patent,54.55
2021-02-23,Superior,124.36
2021-02-23,Superior Brown,11.78
2021-02-24,Bakery,100.47999999999999
2021-02-24,Brown,32.84
2021-02-24,Patent,54.07
2021-02-24,Superior,112.59
2021-02-24,Superior Brown,11.39
2021-02-25,Bakery,92.96000000000001
2021-02-25,Brown,34.230000000000004
2021-02-25,Patent,54.83
2021-02-25,Superior,120.07
2021-02-25,Superior Brown,11.58
2021-02-26,Bakery,85.13
2021-02-26,Brown,26.490000000000002
2021-02-26,Patent,49.22
2021-02-26,Superior,100.94
2021-02-26,Superior Brown,10.14
2021-02-27,Bakery,83.59
2021-02-27,Brown,32.78
2021-02-27,Patent,48.31
2021-02-27,Superior,107.82000000000001
2021-02-27,Superior Brown,10.19
2021-02-28,Bakery,93.95
2021-02-28,Brown,32.120000000000005
2021-02-28,Patent,49.82
2021-02-28,Superior,120.86
2021-02-28,Superior Brown,12.74
2021-03-01,Bakery,100.18
2021-03-01,Brown,31.740000000000002
2021-03-01,Patent,54.480000000000004
2021-03-01,Superior,126.03999999999999
2021-03-01,Superior Brown,11.83
2021-03-02,Bakery,86.46
2021-03-02,Brown,29.72
2021-03-02,Patent,51.75
2021-03-02,Superior,122.42
2021-03-02,Superior Brown,12.8
2021-03-03,Bakery,94.07
2021-03-03,Brown,32.28
2021-03-03,Patent,56.6
2021-03-03,Superior,126.81
2021-03-03,Superior Brown,13.07
2021-03-04,Bakery,91.02
2021-03-04,Brown,30.520000000000003
2021-03-04,Patent,52.84
2021-03-04,Superior,119.22
2021-03-04,Superior Brown,13.23
2021-03-05,Bakery,86.28999999999999
2021-03-05,Brown,28.68
2021-03-05,Patent,50.17999999999999
2021-03-05,Superior,107.88
2021-03-05,Superior Brown,10.99
2021-03-06,Bakery,89.02
2021-03-06,Brown,27.509999999999998
2021-03-06,Patent,47.33
2021-03-06,Superior,113.83000000000001
2021-03-06,Superior Brown,10.15
2021-03-07,Bakery,91.35000000000001
2021-03-07,Brown,30.58
2021-03-07,Patent,53.41
2021-03-07,Superior,121.63
2021-03-07,Superior Brown,10.33
2021-03-08,Bakery,106.0
2021-03-08,Brown,31.67
2021-03-08,Patent,52.209999999999994
2021-03-08,Superior,124.72
2021-03-08,Superior Brown,11.69
2021-03-09,Bakery,91.52000000000001
2021-03-09,Brown,30.04
2021-03-09,Patent,57.28
2021-03-09,Superior,111.38
2021-03-09,Superior Brown,11.04
2021-03-10,Bakery,92.87
2021-03-10,Brown,30.03
2021-03-10,Patent,49.0
2021-03-10,Superior,124.31
2021-03-10,Superior Brown,11.3
2021-03-11,Bakery,85.35
2021-03-11,Brown,30.519999999999996
2021-03-11,Patent,54.55
2021-03-11,Superior,120.59
2021-03-11,Superior Brown,10.93
2021-03-12,Bakery,83.73
2021-03-12,Brown,27.119999999999997
2021-03-12,Patent,43.6
2021-03-12,Superior,107.75
2021-03-12,Superior Brown,10.78
2021-03-13,Bakery,93.12
2021-03-13,Brown,29.099999999999998
2021-03-13,Patent,56.32
2021-03-13,Superior,112.74
2021-03-13,Superior Brown,10.21
2021-03-14,Bakery,97.22
2021-03-14,Brown,29.23
2021-03-14,Patent,53.92
2021-03-14,Superior,124.49
2021-03-14,Superior Brown,12.15
2021-03-15,Bakery,101.57
2021-03-15,Brown,32.54
2021-03-15,Patent,54.59
2021-03-15,Superior,126.61
2021-03-15,Superior Brown,10.26
2021-03-16,Bakery,96.92999999999999
2021-03-16,Brown,28.29
2021-03-16,Patent,50.72
2021-03-16,Superior,121.95
2021-03-16,Superior Brown,11.95
2021-03-17,Bakery,94.58
2021-03-17,Brown,34.2
2021-03-17,Patent,54.84
2021-03-17,Superior,132.14000000000001
2021-03-17,Superior Brown,10.81
2021-03-18,Bakery,94.03
2021-03-18,Brown,30.980000000000004
2021-03-18,Patent,52.730000000000004
2021-03-18,Superior,128.75
2021-03-18,Superior Brown,11.4
2021-03-19,Bakery,79.54
2021-03-19,Brown,25.56
2021-03-19,Patent,50.47
2021-03-19,Superior,111.16
2021-03-19,Superior Brown,9.91
2021-03-20,Bakery,81.75
2021-03-20,Brown,27.700000000000003
2021-03-20,Patent,52.370000000000005
2021-03-20,Superior,111.19999999999999
2021-03-20,Superior Brown,10.46
2021-03-21,Bakery,89.15
2021-03-21,Brown,30.78
2021-03-21,Patent,53.879999999999995
2021-03-21,Superior,117.74
2021-03-21,Superior Brown,12.8
2021-03-22,Bakery,99.39
2021-03-22,Brown,32.8
2021-03-22,Patent,55.94
2021-03-22,Superior,129.9
2021-03-22,Superior Brown,11.37
2021-03-23,Bakery,97.72
2021-03-23,Brown,30.33
2021-03-23,Patent,57.42
2021-03-23,Superior,130.54
2021-03-23,Superior Brown,11.38
2021-03-24,Bakery,93.92999999999999
2021-03-24,Brown,32.46
2021-03-24,Patent,55.89
2021-03-24,Superior,120.78999999999999
2021-03-24,Superior Brown,12.76
2021-03-25,Bakery,90.98
2021-03-25,Brown,33.87
2021-03-25,Patent,53.91
2021-03-25,Superior,123.91
2021-03-25,Superior Brown,12.41
2021-03-26,Bakery,82.97
2021-03-26,Brown,28.130000000000003
2021-03-26,Patent,42.849999999999994
2021-03-26,Superior,111.07
2021-03-26,Superior Brown,11.17
2021-03-27,Bakery,79.42
2021-03-27,Brown,28.47
2021-03-27,Patent,51.64
2021-03-27,Superior,113.09
2021-03-27,Superior Brown,9.33
2021-03-28,Bakery,91.63
2021-03-28,Brown,33.33
2021-03-28,Patent,55.89
2021-03-28,Superior,124.07000000000001
2021-03-28,Superior Brown,12.71
2021-03-29,Bakery,97.22999999999999
2021-03-29,Brown,31.91
2021-03-29,Patent,50.099999999999994
2021-03-29,Superior,120.28999999999999
2021-03-29,Superior Brown,12.98
2021-03-30,Bakery,91.93
2021-03-30,Brown,30.14
2021-03-30,Patent,53.45
2021-03-30,Superior,119.47
2021-03-30,Superior Brown,10.89
2021-03-31,Bakery,96.13000000000001
2021-03-31,Brown,31.630000000000003
2021-03-31,Patent,58.45
2021-03-31,Superior,127.08000000000001
2021-03-31,Superior Brown,11.25
2021-04-01,Bakery,97.00999999999999
2021-04-01,Brown,32.42
2021-04-01,Patent,54.59
2021-04-01,Superior,128.75
2021-04-01,Superior Brown,11.75
2021-04-02,Bakery,86.65
2021-04-02,Brown,32.46
2021-04-02,Patent,45.230000000000004
2021-04-02,Superior,111.41
2021-04-02,Superior Brown,10.27
2021-04-03,Bakery,87.68
2021-04-03,Brown,28.490000000000002
2021-04-03,Patent,47.14
2021-04-03,Superior,118.03999999999999
2021-04-03,Superior Brown,10.53
2021-04-04,Bakery,91.24000000000001
2021-04-04,Brown,29.68
2021-04-04,Patent,54.37
2021-04-04,Superior,118.47
2021-04-04,Superior Brown,13.33
2021-04-05,Bakery,95.21000000000001
2021-04-05,Brown,33.5
2021-04-05,Patent,55.87
2021-04-05,Superior,127.11
2021-04-05,Superior Brown,12.97
2021-04-06,Bakery,98.78
2021-04-06,Brown,34.86
2021-04-06,Patent,60.88
2021-04-06,Superior,120.48
2021-04-06,Superior Brown,11.7
2021-04-07,Bakery,100.14999999999999
2021-04-07,Brown,34.73
2021-04-07,Patent,55.2
2021-04-07,Superior,127.19
2021-04-07,Superior Brown,13.93
2021-04-08,Bakery,94.57
2021-04-08,Brown,30.330000000000002
2021-04-08,Patent,57.43000000000001
2021-04-08,Superior,121.59
2021-04-08,Superior Brown,14.1
2021-04-09,Bakery,89.66
2021-04-09,Brown,28.82
2021-04-09,Patent,48.91
2021-04-09,Superior,104.5
2021-04-09,Superior Brown,9.73
2021-04-10,Bakery,82.88
2021-04-10,Brown,30.130000000000003
2021-04-10,Patent,48.349999999999994
2021-04-10,Superior,114.65
2021-04-10,Superior Brown,11.34
2021-04-11,Bakery,91.76
2021-04-11,Brown,34.879999999999995
2021-04-11,Patent,57.67
2021-04-11,Superior,116.53
2021-04-11,Superior Brown,10.3
2021-04-12,Bakery,86.78
2021-04-12,Brown,29.900000000000002
2021-04-12,Patent,53.099999999999994
2021-04-12,Superior,121.82
2021-04-12,Superior Brown,10.64
2021-04-13,Bakery,244.37
2021-04-13,Brown,73.59
2021-04-13,Patent,145.86
2021-04-13,Superior,302.9
2021-04-13,Superior Brown,32.42
2021-04-14,Bakery,245.69
2021-04-14,Brown,75.76
2021-04-14,Patent,133.07
2021-04-14,Superior,279.92
2021-04-14,Superior Brown,28.78
2021-04-15,Bakery,248.07
2021-04-15,Brown,79.09
2021-04-15,Patent,128.45
2021-04-15,Superior,299.15
2021-04-15,Superior Brown,31.4
2021-04-16,Bakery,217.04000000000002
2021-04-16,Brown,71.28999999999999
2021-04-16,Patent,126.78
2021-04-16,Superior,262.57
2021-04-16,Superior Brown,23.41
2021-04-17,Bakery,195.14999999999998
2021-04-17,Brown,68.68
2021-04-17,Patent,125.71000000000001
2021-04-17,Superior,254.98
2021-04-17,Superior Brown,29.51
2021-04-18,Bakery,222.27
2021-04-18,Brown,82.4
2021-04-18,Patent,136.57999999999998
2021-04-18,Superior,308.17
2021-04-18,Superior Brown,33.3
2021-04-19,Bakery,242.13
2021-04-19,Brown,83.5
2021-04-19,Patent,127.4
2021-04-19,Superior,317.2
2021-04-19,Superior Brown,26.85
2021-04-20,Bakery,239.04000000000002
2021-04-20,Brown,79.17
2021-04-20,Patent,142.43
2021-04-20,Superior,295.27
2021-04-20,Superior Brown,30.07
2021-04-21,Bakery,248.07000000000002
2021-04-21,Brown,88.33
2021-04-21,Patent,129.72
2021-04-21,Superior,307.32
2021-04-21,Superior Brown,27.79
2021-04-22,Bakery,253.0
2021-04-22,Brown,79.19
2021-04-22,Patent,140.5
2021-04-22,Superior,308.71
2021-04-22,Superior Brown,29.39
2021-04-23,Bakery,212.07
2021-04-23,Brown,73.38
2021-04-23,Patent,115.03
2021-04-23,Superior,279.71
2021-04-23,Superior Brown,28.11
2021-04-24,Bakery,209.03
2021-04-24,Brown,68.77
2021-04-24,Patent,128.57
2021-04-24,Superior,288.28999999999996
2021-04-24,Superior Brown,25.02
2021-04-25,Bakery,223.26
2021-04-25,Brown,76.48
2021-04-25,Patent,148.13
2021-04-25,Superior,296.7
2021-04-25,Superior Brown,26.2
2021-04-26,Bakery,239.49
2021-04-26,Brown,82.69
2021-04-26,Patent,130.14000000000001
2021-04-26,Superior,308.06
2021-04-26,Superior Brown,28.98
2021-04-27,Bakery,249.6
2021-04-27,Brown,75.99000000000001
2021-04-27,Patent,149.43
2021-04-27,Superior,298.23
2021-04-27,Superior Brown,28.78
2021-04-28,Bakery,217.98000000000002
2021-04-28,Brown,79.78
2021-04-28,Patent,124.51
2021-04-28,Superior,305.06
2021-04-28,Superior Brown,33.11
2021-04-29,Bakery,238.07999999999998
2021-04-29,Brown,84.36
2021-04-29,Patent,133.62
2021-04-29,Superior,308.52
2021-04-29,Superior Brown,32.36
2021-04-30,Bakery,216.73
2021-04-30,Brown,65.41
2021-04-30,Patent,120.75
2021-04-30,Superior,276.09
2021-04-30,Superior Brown,24.99
2021-05-01,Bakery,235.44
2021-05-01,Brown,74.96000000000001
2021-05-01,Patent,115.08
2021-05-01,Superior,274.03
2021-05-01,Superior Brown,24.73
2021-05-02,Bakery,240.37
2021-05-02,Brown,87.97999999999999
2021-05-02,Patent,136.12
2021-05-02,Superior,298.13
2021-05-02,Superior Brown,26.76
2021-05-03,Bakery,239.03
2021-05-03,Brown,74.47999999999999
2021-05-03,Patent,154.31
2021-05-03,Superior,306.39
2021-05-03,Superior Brown,25.86
2021-05-04,Bakery,220.38
2021-05-04,Brown,72.0
2021-05-04,Patent,137.62
2021-05-04,Superior,295.15000000000003
2021-05-04,Superior Brown,31.71
2021-05-05,Bakery,228.62
2021-05-05,Brown,85.31
2021-05-05,Patent,138.68
2021-05-05,Superior,303.02
2021-05-05,Superior Brown,27.95
2021-05-06,Bakery,210.5
2021-05-06,Brown,77.97
2021-05-06,Patent,133.54
2021-05-06,Superior,318.13
2021-05-06,Superior Brown,27.19
2021-05-07,Bakery,199.59
2021-05-07,Brown,76.87
2021-05-07,Patent,122.35
2021-05-07,Superior,277.48
2021-05-07,Superior Brown,25.76
2021-05-08,Bakery,210.39000000000001
2021-05-08,Brown,69.43
2021-05-08,Patent,117.1
2021-05-08,Superior,255.76
2021-05-08,Superior Brown,26.27
2021-05-09,Bakery,231.81
2021-05-09,Brown,71.33
2021-05-09,Patent,138.56
2021-05-09,Superior,282.79
2021-05-09,Superior Brown,29.65
2021-05-10,Bakery,218.04
2021-05-10,Brown,84.17
2021-05-10,Patent,132.05
2021-05-10,Superior,300.96000000000004
2021-05-10,Superior Brown,30.25
2021-05-11,Bakery,229.0
2021-05-11,Brown,74.50999999999999
2021-05-11,Patent,138.68
2021-05-11,Superior,311.1
2021-05-11,Superior Brown,27.01
2021-05-12,Bakery,245.43
2021-05-12,Brown,79.8
2021-05-12,Patent,126.50999999999999
2021-05-12,Superior,310.57
2021-05-12,Superior Brown,23.96
2021-05-13,Bakery,90.39
2021-05-13,Brown,30.82
2021-05-13,Patent,55.34
2021-05-13,Superior,124.02
2021-05-13,Superior Brown,12.34
2021-05-14,Bakery,89.12
2021-05-14,Brown,27.119999999999997
2021-05-14,Patent,50.870000000000005
2021-05-14,Superior,114.83
2021-05-14,Superior Brown,10.14
2021-05-15,Bakery,85.07
2021-05-15,Brown,26.560000000000002
2021-05-15,Patent,44.93
2021-05-15,Superior,102.56
2021-05-15,Superior Brown,10.08
2021-05-16,Bakery,93.06
2021-05-16,Brown,32.54
2021-05-16,Patent,55.36
2021-05-16,Superior,118.71000000000001
2021-05-16,Superior Brown,11.43
2021-05-17,Bakery,89.71000000000001
2021-05-17,Brown,29.5
2021-05-17,Patent,54.34
2021-05-17,Superior,124.65
2021-05-17,Superior Brown,11.35
2021-05-18,Bakery,95.47
2021-05-18,Brown,30.17
2021-05-18,Patent,48.75
2021-05-18,Superior,121.54
2021-05-18,Superior Brown,12.85
2021-05-19,Bakery,88.55000000000001
2021-05-19,Brown,28.560000000000002
2021-05-19,Patent,50.91
2021-05-19,Superior,111.68
2021-05-19,Superior Brown,11.8
2021-05-20,Bakery,93.24
2021-05-20,Brown,33.43
2021-05-20,Patent,51.18
2021-05-20,Superior,119.51
2021-05-20,Superior Brown,11.9
2021-05-21,Bakery,85.02
2021-05-21,Brown,26.64
2021-05-21,Patent,45.38
2021-05-21,Superior,102.37
2021-05-21,Superior Brown,11.97
2021-05-22,Bakery,82.36
2021-05-22,Brown,28.9
2021-05-22,Patent,40.129999999999995
2021-05-22,Superior,112.33
2021-05-22,Superior Brown,9.89
2021-05-23,Bakery,89.89
2021-05-23,Brown,28.97
2021-05-23,Patent,52.31
2021-05-23,Superior,120.47
2021-05-23,Superior Brown,11.35
2021-05-24,Bakery,91.87
2021-05-24,Brown,30.41
2021-05-24,Patent,46.120000000000005
2021-05-24,Superior,111.86
2021-05-24,Superior Brown,12.43
2021-05-25,Bakery,95.04
2021-05-25,Brown,29.58
2021-05-25,Patent,50.04
2021-05-25,Superior,114.24
2021-05-25,Superior Brown,11.65
2021-05-26,Bakery,87.4
2021-05-26,Brown,32.620000000000005
2021-05-26,Patent,47.78
2021-05-26,Superior,115.05
2021-05-26,Superior Brown,12.55
2021-05-27,Bakery,91.31
2021-05-27,Brown,29.49
2021-05-27,Patent,56.28
2021-05-27,Superior,107.4
2021-05-27,Superior Brown,11.05
2021-05-28,Bakery,76.85
2021-05-28,Brown,26.05
2021-05-28,Patent,48.06
2021-05-28,Superior,106.95
2021-05-28,Superior Brown,10.38
2021-05-29,Bakery,79.22
2021-05-29,Brown,30.96
2021-05-29,Patent,42.54
2021-05-29,Superior,107.52
2021-05-29,Superior Brown,9.95
2021-05-30,Bakery,89.78999999999999
2021-05-30,Brown,30.19
2021-05-30,Patent,53.72
2021-05-30,Superior,113.97
2021-05-30,Superior Brown,11.29
2021-05-31,Bakery,89.77000000000001
2021-05-31,Brown,31.53
2021-05-31,Patent,48.09
2021-05-31,Superior,113.0
2021-05-31,Superior Brown,10.6
2021-06-01,Bakery,91.59
2021-06-01,Brown,30.380000000000003
2021-06-01,Patent,48.3
2021-06-01,Superior,109.28999999999999
2021-06-01,Superior Brown,10.71
2021-06-02,Bakery,93.65
2021-06-02,Brown,31.09
2021-06-02,Patent,50.7
2021-06-02,Superior,108.96
2021-06-02,Superior Brown,12.1
2021-06-03,Bakery,92.25
2021-06-03,Brown,31.9
2021-06-03,Patent,47.94
2021-06-03,Superior,107.7
2021-06-03,Superior Brown,11.37
2021-06-04,Bakery,79.72
2021-06-04,Brown,25.21
2021-06-04,Patent,45.28
2021-06-04,Superior,100.84
2021-06-04,Superior Brown,10.84
2021-06-05,Bakery,81.13
2021-06-05,Brown,28.35
2021-06-05,Patent,40.870000000000005
2021-06-05,Superior,104.41
2021-06-05,Superior Brown,9.86
2021-06-06,Bakery,88.49000000000001
2021-06-06,Brown,29.759999999999998
2021-06-06,Patent,60.08
2021-06-06,Superior,108.78999999999999
2021-06-06,Superior Brown,10.84
2021-06-07,Bakery,93.62
2021-06-07,Brown,26.58
2021-06-07,Patent,54.47
2021-06-07,Superior,117.22
2021-06-07,Superior Brown,10.74
2021-06-08,Bakery,82.79
2021-06-08,Brown,29.339999999999996
2021-06-08,Patent,45.9
2021-06-08,Superior,110.04
2021-06-08,Superior Brown,10.65
2021-06-09,Bakery,84.92
2021-06-09,Brown,28.740000000000002
2021-06-09,Patent,52.06999999999999
2021-06-09,Superior,118.12
2021-06-09,Superior Brown,10.71
2021-06-10,Bakery,88.89
2021-06-10,Brown,30.92
2021-06-10,Patent,47.739999999999995
2021-06-10,Superior,111.92
2021-06-10,Superior Brown,11.1
2021-06-11,Bakery,77.38
2021-06-11,Brown,26.939999999999998
2021-06-11,Patent,45.41
2021-06-11,Superior,100.24000000000001
2021-06-11,Superior Brown,10.64
2021-06-12,Bakery,78.17
2021-06-12,Brown,26.59
2021-06-12,Patent,44.989999999999995
2021-06-12,Superior,96.07000000000001
2021-06-12,Superior Brown,10.7
2021-06-13,Bakery,88.03999999999999
2021-06-13,Brown,29.2
2021-06-13,Patent,51.89
2021-06-13,Superior,111.3
2021-06-13,Superior Brown,10.31
2021-06-14,Bakery,85.07
2021-06-14,Brown,29.130000000000003
2021-06-14,Patent,42.43
2021-06-14,Superior,117.33
2021-06-14,Superior Brown,11.23
2021-06-15,Bakery,89.99
2021-06-15,Brown,31.61
2021-06-15,Patent,52.540000000000006
2021-06-15,Superior,114.68
2021-06-15,Superior Brown,10.87
2021-06-16,Bakery,84.4
2021-06-16,Brown,29.240000000000002
2021-06-16,Patent,50.69
2021-06-16,Superior,108.72
2021-06-16,Superior Brown,10.04
2021-06-17,Bakery,83.91
2021-06-17,Brown,29.05
2021-06-17,Patent,48.58
2021-06-17,Superior,111.11
2021-06-17,Superior Brown,11.65
2021-06-18,Bakery,76.63
2021-06-18,Brown,25.130000000000003
2021-06-18,Patent,44.47
2021-06-18,Superior,100.84
2021-06-18,Superior Brown,11.08
2021-06-19,Bakery,75.93
2021-06-19,Brown,25.41
2021-06-19,Patent,40.95
2021-06-19,Superior,91.97
2021-06-19,Superior Brown,9.87
2021-06-20,Bakery,82.74
2021-06-20,Brown,30.259999999999998
2021-06-20,Patent,45.76
2021-06-20,Superior,106.63
2021-06-20,Superior Brown,9.41
2021-06-21,Bakery,89.21
2021-06-21,Brown,30.1
2021-06-21,Patent,45.400000000000006
2021-06-21,Superior,100.06
2021-06-21,Superior Brown,10.2
2021-06-22,Bakery,86.89
2021-06-22,Brown,26.619999999999997
2021-06-22,Patent,50.25
2021-06-22,Superior,105.81
2021-06-22,Superior Brown,10.23
2021-06-23,Bakery,91.41
2021-06-23,Brown,25.15
2021-06-23,Patent,47.55
2021-06-23,Superior,118.62
2021-06-23,Superior Brown,10.87
2021-06-24,Bakery,86.08999999999999
2021-06-24,Brown,28.11
2021-06-24,Patent,53.32
2021-06-24,Superior,111.11
2021-06-24,Superior Brown,10.82
2021-06-25,Bakery,73.57
2021-06-25,Brown,25.67
2021-06-25,Patent,40.96
2021-06-25,Superior,99.66
2021-06-25,Superior Brown,9.14
2021-06-26,Bakery,71.66
2021-06-26,Brown,27.72
2021-06-26,Patent,47.230000000000004
2021-06-26,Superior,97.8
2021-06-26,Superior Brown,8.72
2021-06-27,Bakery,83.99
2021-06-27,Brown,29.67
2021-06-27,Patent,45.22
2021-06-27,Superior,104.17
2021-06-27,Superior Brown,9.81
2021-06-28,Bakery,84.6
2021-06-28,Brown,26.16
2021-06-28,Patent,43.45
2021-06-28,Superior,113.11
2021-06-28,Superior Brown,10.81
2021-06-29,Bakery,87.71000000000001
2021-06-29,Brown,24.92
2021-06-29,Patent,52.39
2021-06-29,Superior,108.41
2021-06-29,Superior Brown,9.06
2021-06-30,Bakery,84.25
2021-06-30,Brown,29.38
2021-06-30,Patent,44.94
2021-06-30,Superior,107.36
2021-06-30,Superior Brown,11.82
2021-07-01,Bakery,159.16
2021-07-01,Brown,49.53
2021-07-01,Patent,82.14
2021-07-01,Superior,175.31
2021-07-01,Superior Brown,18.68
2021-07-02,Bakery,129.43
2021-07-02,Brown,49.489999999999995
2021-07-02,Patent,77.19
2021-07-02,Superior,170.98
2021-07-02,Superior Brown,15.84
2021-07-03,Bakery,134.63
2021-07-03,Brown,43.129999999999995
2021-07-03,Patent,76.33
2021-07-03,Superior,182.7
2021-07-03,Superior Brown,15.76
2021-07-04,Bakery,151.11
2021-07-04,Brown,50.83
2021-07-04,Patent,82.31
2021-07-04,Superior,194.54
2021-07-04,Superior Brown,18.68
2021-07-05,Bakery,138.34
2021-07-05,Brown,48.6
2021-07-05,Patent,77.06
2021-07-05,Superior,197.01
2021-07-05,Superior Brown,17.78
2021-07-06,Bakery,157.60999999999999
2021-07-06,Brown,46.980000000000004
2021-07-06,Patent,87.22
2021-07-06,Superior,200.54
2021-07-06,Superior Brown,19.24
2021-07-07,Bakery,144.72
2021-07-07,Brown,47.9
2021-07-07,Patent,90.41
2021-07-07,Superior,169.71
2021-07-07,Superior Brown,17.19
2021-07-08,Bakery,140.88
2021-07-08,Brown,45.86
2021-07-08,Patent,86.85
2021-07-08,Superior,191.61
2021-07-08,Superior Brown,18.04
2021-07-09,Bakery,130.57
2021-07-09,Brown,44.86
