kpi_name,period,value,delta,driver,status,scenario_id
total_sku_forecast_units,2021-12,3660419.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2021-12,60846.44,0.0,Flour demand,neutral,base
vision_2030_compliance,2021-12,85.5,0.0,Composite,positive,base
vision_2030_index,2021-12,85.5,0.0,Sustainability,positive,base
avg_wheat_cost_sar,2021-12,1094.5227,0.0,Market,neutral,base
mill_utilization_pct,2021-12,65.2544,0.0,Utilization,positive,base
overload_hours,2021-12,0.0,0.0,Capacity,positive,base
recipe_switch_count,2021-12,199.0,0.0,Scheduling,neutral,base
avg_run_length_days,2021-12,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2021-12,32.6,0.0,Risk model,positive,base
total_wheat_requirement_tons,2021-12,60846.46,0.0,Procurement,neutral,base
yield_variability_index,2021-12,0.089,0.0,Quality,neutral,base
wheat_cost_index,2021-12,1088.4333,0.0,Raw material,neutral,base
high_risk_supply_pct,2021-12,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2021-12,-0.63,0.0,Gap to target,positive,base
energy_per_ton,2021-12,70.0478,0.0,Efficiency,neutral,base
water_per_ton,2021-12,0.7784,0.0,Conservation,neutral,base
waste_impact_pct,2021-12,1.87,0.0,Waste,positive,base
import_dependency_pct,2021-12,100.0,0.0,Supply chain,negative,base
total_sku_forecast_units,2022-01,3803247.0,0.0,Forecast,neutral,base
total_demand_tons,2022-01,62961.92,3.4768,SKU forecast,positive,base
recipe_time_utilization_pct,2022-01,64.0279,-1.2265,Time constraint,positive,base
avg_cost_per_ton,2022-01,1408.0888,313.5661,Wheat price,negative,base
waste_rate_pct,2022-01,2.049,0.179,Recipe mix,positive,base
vision_2030_index,2022-01,85.5,0.0,Sustainability,positive,base
avg_changeovers,2022-01,111.0,0.0,Recipe switches,neutral,base
forecast_confidence_pct,2022-01,87.3641,0.0,Model accuracy,positive,base
total_recipe_hours,2022-01,1601.77,0.0,Recipe demand,neutral,base
slack_shortfall_hours,2022-01,632.39,0.0,Capacity balance,positive,base
seasonality_index,2022-01,1.0216,0.0,Calendar,neutral,base
planned_recipe_hours,2022-01,1125.61,0.0,Schedule,neutral,base
available_mill_hours,2022-01,1758.0,0.0,Capacity,neutral,base
bulk_flour_required_tons,2022-01,62961.92,0.0,Flour demand,neutral,base
vision_2030_compliance,2022-01,85.5,0.0,Composite,positive,base
capacity_violations_count,2022-01,0.0,0.0,Overload,positive,base
avg_wheat_cost_sar,2022-01,1408.0888,0.0,Market,neutral,base
wheat_cost_index,2022-01,1385.1253,0.0,Raw material,neutral,base
overload_hours,2022-01,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-01,189.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-01,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2022-01,32.0,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-01,62962.01,0.0,Procurement,neutral,base
yield_variability_index,2022-01,0.072,0.0,Quality,neutral,base
mill_utilization_pct,2022-01,64.0279,0.0,Utilization,positive,base
high_risk_supply_pct,2022-01,40.4,0.0,Geopolitics,negative,base
waste_rate_vs_target,2022-01,-0.45,0.0,Gap to target,positive,base
energy_per_ton,2022-01,69.869,0.0,Efficiency,neutral,base
water_per_ton,2022-01,0.8001,0.0,Conservation,neutral,base
waste_impact_pct,2022-01,2.049,0.0,Waste,positive,base
import_dependency_pct,2022-01,100.0,0.0,Supply chain,negative,base
total_demand_tons,2022-02,59339.79,-5.7529,SKU forecast,negative,base
recipe_time_utilization_pct,2022-02,64.5346,0.5067,Time constraint,positive,base
capacity_violations_count,2022-02,0.0,0.0,Overload,positive,base
waste_rate_pct,2022-02,2.1727,0.1237,Recipe mix,positive,base
vision_2030_index,2022-02,85.5,0.0,Sustainability,positive,base
avg_cost_per_ton,2022-02,1420.5686,12.4798,Wheat price,negative,base
forecast_confidence_pct,2022-02,87.9643,0.0,Model accuracy,positive,base
total_recipe_hours,2022-02,1509.27,0.0,Recipe demand,neutral,base
seasonality_index,2022-02,1.0557,0.0,Calendar,neutral,base
planned_recipe_hours,2022-02,1039.33,0.0,Schedule,neutral,base
available_mill_hours,2022-02,1610.5,0.0,Capacity,neutral,base
total_sku_forecast_units,2022-02,3573486.0,0.0,Forecast,neutral,base
avg_changeovers,2022-02,104.0,0.0,Recipe switches,neutral,base
bulk_flour_required_tons,2022-02,59339.79,0.0,Flour demand,neutral,base
slack_shortfall_hours,2022-02,571.17,0.0,Capacity balance,positive,base
downtime_risk_score,2022-02,32.3,0.0,Risk model,positive,base
vision_2030_compliance,2022-02,85.5,0.0,Composite,positive,base
mill_utilization_pct,2022-02,64.5346,0.0,Utilization,positive,base
overload_hours,2022-02,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-02,178.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-02,0.2,0.0,Continuity,neutral,base
wheat_cost_index,2022-02,1385.3266,0.0,Raw material,neutral,base
total_wheat_requirement_tons,2022-02,59339.73,0.0,Procurement,neutral,base
yield_variability_index,2022-02,0.107,0.0,Quality,neutral,base
high_risk_supply_pct,2022-02,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2022-02,-0.33,0.0,Gap to target,positive,base
energy_per_ton,2022-02,68.6273,0.0,Efficiency,neutral,base
water_per_ton,2022-02,0.799,0.0,Conservation,neutral,base
waste_impact_pct,2022-02,2.1727,0.0,Waste,positive,base
avg_wheat_cost_sar,2022-02,1420.5686,0.0,Market,neutral,base
import_dependency_pct,2022-02,100.0,0.0,Supply chain,negative,base
total_sku_forecast_units,2022-03,4069453.0,0.0,Forecast,neutral,base
vision_2030_index,2022-03,85.5,0.0,Sustainability,positive,base
capacity_violations_count,2022-03,0.0,0.0,Overload,positive,base
total_demand_tons,2022-03,67289.63,13.3971,SKU forecast,positive,base
waste_rate_pct,2022-03,2.045,-0.1277,Recipe mix,positive,base
total_recipe_hours,2022-03,1711.39,0.0,Recipe demand,neutral,base
avg_cost_per_ton,2022-03,1427.7602,7.1915,Wheat price,negative,base
seasonality_index,2022-03,1.0765,0.0,Calendar,neutral,base
planned_recipe_hours,2022-03,1135.6,0.0,Schedule,neutral,base
available_mill_hours,2022-03,1768.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-03,632.4,0.0,Capacity balance,positive,base
bulk_flour_required_tons,2022-03,67289.63,0.0,Flour demand,neutral,base
recipe_time_utilization_pct,2022-03,64.2308,-0.3038,Time constraint,positive,base
forecast_confidence_pct,2022-03,87.6659,0.0,Model accuracy,positive,base
avg_changeovers,2022-03,112.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-03,1385.1898,0.0,Raw material,neutral,base
waste_impact_pct,2022-03,2.045,0.0,Waste,positive,base
recipe_switch_count,2022-03,190.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-03,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2022-03,32.1,0.0,Risk model,positive,base
avg_wheat_cost_sar,2022-03,1427.7602,0.0,Market,neutral,base
mill_utilization_pct,2022-03,64.2308,0.0,Utilization,positive,base
high_risk_supply_pct,2022-03,40.3,0.0,Geopolitics,negative,base
overload_hours,2022-03,0.0,0.0,Capacity,positive,base
waste_rate_vs_target,2022-03,-0.46,0.0,Gap to target,positive,base
energy_per_ton,2022-03,69.08,0.0,Efficiency,neutral,base
water_per_ton,2022-03,0.787,0.0,Conservation,neutral,base
total_wheat_requirement_tons,2022-03,67289.6,0.0,Procurement,neutral,base
vision_2030_compliance,2022-03,85.5,0.0,Composite,positive,base
import_dependency_pct,2022-03,100.0,0.0,Supply chain,negative,base
yield_variability_index,2022-03,0.057,0.0,Quality,neutral,base
recipe_time_utilization_pct,2022-04,63.0986,-1.1322,Time constraint,positive,base
capacity_violations_count,2022-04,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-04,1465.6851,37.9249,Wheat price,negative,base
waste_rate_pct,2022-04,2.1283,0.0833,Recipe mix,positive,base
vision_2030_index,2022-04,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-04,5231449.0,0.0,Forecast,neutral,base
planned_recipe_hours,2022-04,1046.49,0.0,Schedule,neutral,base
total_recipe_hours,2022-04,2197.26,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-04,87.8429,0.0,Model accuracy,positive,base
available_mill_hours,2022-04,1658.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-04,612.01,0.0,Capacity balance,positive,base
bulk_flour_required_tons,2022-04,86797.89,0.0,Flour demand,neutral,base
avg_changeovers,2022-04,109.0,0.0,Recipe switches,neutral,base
total_demand_tons,2022-04,86797.89,28.9915,SKU forecast,positive,base
wheat_cost_index,2022-04,1382.9504,0.0,Raw material,neutral,base
seasonality_index,2022-04,1.442,0.0,Calendar,neutral,base
import_dependency_pct,2022-04,100.0,0.0,Supply chain,negative,base
waste_impact_pct,2022-04,2.1283,0.0,Waste,positive,base
recipe_switch_count,2022-04,185.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-04,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2022-04,31.5,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-04,86797.83,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-04,1465.6851,0.0,Market,neutral,base
overload_hours,2022-04,0.0,0.0,Capacity,positive,base
high_risk_supply_pct,2022-04,39.7,0.0,Geopolitics,negative,base
yield_variability_index,2022-04,0.051,0.0,Quality,neutral,base
energy_per_ton,2022-04,69.1333,0.0,Efficiency,neutral,base
water_per_ton,2022-04,0.791,0.0,Conservation,neutral,base
vision_2030_compliance,2022-04,85.5,0.0,Composite,positive,base
mill_utilization_pct,2022-04,63.0986,0.0,Utilization,positive,base
waste_rate_vs_target,2022-04,-0.37,0.0,Gap to target,positive,base
recipe_time_utilization_pct,2022-05,63.1893,0.0907,Time constraint,positive,base
capacity_violations_count,2022-05,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-05,1421.8892,-43.7959,Wheat price,negative,base
waste_rate_pct,2022-05,2.0482,-0.0802,Recipe mix,positive,base
vision_2030_index,2022-05,85.5,0.0,Sustainability,positive,base
avg_changeovers,2022-05,110.0,0.0,Recipe switches,neutral,base
forecast_confidence_pct,2022-05,87.5484,0.0,Model accuracy,positive,base
total_recipe_hours,2022-05,1700.82,0.0,Recipe demand,neutral,base
seasonality_index,2022-05,1.0687,0.0,Calendar,neutral,base
planned_recipe_hours,2022-05,1084.96,0.0,Schedule,neutral,base
available_mill_hours,2022-05,1717.0,0.0,Capacity,neutral,base
total_demand_tons,2022-05,66883.71,-22.9432,SKU forecast,negative,base
total_sku_forecast_units,2022-05,4024016.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-05,66883.71,0.0,Flour demand,neutral,base
slack_shortfall_hours,2022-05,632.04,0.0,Capacity balance,positive,base
energy_per_ton,2022-05,69.4,0.0,Efficiency,neutral,base
wheat_cost_index,2022-05,1385.2811,0.0,Raw material,neutral,base
mill_utilization_pct,2022-05,63.1893,0.0,Utilization,positive,base
overload_hours,2022-05,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-05,188.0,0.0,Scheduling,neutral,base
vision_2030_compliance,2022-05,85.5,0.0,Composite,positive,base
downtime_risk_score,2022-05,31.6,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-05,66883.61,0.0,Procurement,neutral,base
avg_run_length_days,2022-05,0.2,0.0,Continuity,neutral,base
import_dependency_pct,2022-05,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-05,40.2,0.0,Geopolitics,negative,base
waste_rate_vs_target,2022-05,-0.45,0.0,Gap to target,positive,base
water_per_ton,2022-05,0.7797,0.0,Conservation,neutral,base
waste_impact_pct,2022-05,2.0482,0.0,Waste,positive,base
avg_wheat_cost_sar,2022-05,1421.8892,0.0,Market,neutral,base
yield_variability_index,2022-05,0.081,0.0,Quality,neutral,base
avg_changeovers,2022-06,111.0,0.0,Recipe switches,neutral,base
recipe_time_utilization_pct,2022-06,65.0257,1.8364,Time constraint,positive,base
avg_cost_per_ton,2022-06,1408.7495,-13.1397,Wheat price,negative,base
waste_rate_pct,2022-06,1.99,-0.0582,Recipe mix,positive,base
vision_2030_index,2022-06,85.5,0.0,Sustainability,positive,base
bulk_flour_required_tons,2022-06,61987.39,0.0,Flour demand,neutral,base
capacity_violations_count,2022-06,0.0,0.0,Overload,positive,base
forecast_confidence_pct,2022-06,87.5286,0.0,Model accuracy,positive,base
seasonality_index,2022-06,1.0217,0.0,Calendar,neutral,base
planned_recipe_hours,2022-06,1137.95,0.0,Schedule,neutral,base
available_mill_hours,2022-06,1750.0,0.0,Capacity,neutral,base
total_sku_forecast_units,2022-06,3735028.0,0.0,Forecast,neutral,base
total_demand_tons,2022-06,61987.39,-7.3206,SKU forecast,negative,base
total_recipe_hours,2022-06,1576.79,0.0,Recipe demand,neutral,base
slack_shortfall_hours,2022-06,612.05,0.0,Capacity balance,positive,base
vision_2030_compliance,2022-06,85.5,0.0,Composite,positive,base
wheat_cost_index,2022-06,1385.2902,0.0,Raw material,neutral,base
overload_hours,2022-06,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-06,190.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-06,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2022-06,32.5,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-06,61987.21,0.0,Procurement,neutral,base
yield_variability_index,2022-06,0.078,0.0,Quality,neutral,base
mill_utilization_pct,2022-06,65.0257,0.0,Utilization,positive,base
high_risk_supply_pct,2022-06,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2022-06,-0.51,0.0,Gap to target,positive,base
energy_per_ton,2022-06,69.2064,0.0,Efficiency,neutral,base
water_per_ton,2022-06,0.8046,0.0,Conservation,neutral,base
waste_impact_pct,2022-06,1.99,0.0,Waste,positive,base
avg_wheat_cost_sar,2022-06,1408.7495,0.0,Market,neutral,base
import_dependency_pct,2022-06,100.0,0.0,Supply chain,negative,base
avg_changeovers,2022-07,113.0,0.0,Recipe switches,neutral,base
total_demand_tons,2022-07,76881.5,24.0276,SKU forecast,positive,base
recipe_time_utilization_pct,2022-07,64.1711,-0.8546,Time constraint,positive,base
capacity_violations_count,2022-07,0.0,0.0,Overload,positive,base
waste_rate_pct,2022-07,2.0933,0.1033,Recipe mix,positive,base
vision_2030_index,2022-07,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2022-07,87.3618,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2022-07,76881.5,0.0,Flour demand,neutral,base
total_recipe_hours,2022-07,1957.83,0.0,Recipe demand,neutral,base
seasonality_index,2022-07,1.2258,0.0,Calendar,neutral,base
planned_recipe_hours,2022-07,1132.62,0.0,Schedule,neutral,base
available_mill_hours,2022-07,1765.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-07,632.38,0.0,Capacity balance,positive,base
avg_cost_per_ton,2022-07,1418.4396,9.6901,Wheat price,negative,base
wheat_cost_index,2022-07,1384.9392,0.0,Raw material,neutral,base
total_sku_forecast_units,2022-07,4660858.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2022-07,1418.4396,0.0,Market,neutral,base
mill_utilization_pct,2022-07,64.1711,0.0,Utilization,positive,base
overload_hours,2022-07,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-07,194.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-07,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2022-07,32.1,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-07,76881.46,0.0,Procurement,neutral,base
vision_2030_compliance,2022-07,85.5,0.0,Composite,positive,base
import_dependency_pct,2022-07,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-07,40.4,0.0,Geopolitics,negative,base
waste_rate_vs_target,2022-07,-0.41,0.0,Gap to target,positive,base
energy_per_ton,2022-07,68.2192,0.0,Efficiency,neutral,base
water_per_ton,2022-07,0.7698,0.0,Conservation,neutral,base
waste_impact_pct,2022-07,2.0933,0.0,Waste,positive,base
yield_variability_index,2022-07,0.051,0.0,Quality,neutral,base
total_demand_tons,2022-08,59926.24,-22.0538,SKU forecast,negative,base
recipe_time_utilization_pct,2022-08,64.889,0.7178,Time constraint,positive,base
capacity_violations_count,2022-08,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-08,1379.6594,-38.7803,Wheat price,negative,base
waste_rate_pct,2022-08,2.1509,0.0576,Recipe mix,positive,base
vision_2030_index,2022-08,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2022-08,87.4217,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2022-08,59926.24,0.0,Flour demand,neutral,base
total_recipe_hours,2022-08,1524.2,0.0,Recipe demand,neutral,base
seasonality_index,2022-08,0.9442,0.0,Calendar,neutral,base
planned_recipe_hours,2022-08,1168.65,0.0,Schedule,neutral,base
available_mill_hours,2022-08,1801.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-08,632.35,0.0,Capacity balance,positive,base
avg_changeovers,2022-08,115.0,0.0,Recipe switches,neutral,base
total_sku_forecast_units,2022-08,3605867.0,0.0,Forecast,neutral,base
vision_2030_compliance,2022-08,85.5,0.0,Composite,positive,base
avg_wheat_cost_sar,2022-08,1379.6594,0.0,Market,neutral,base
wheat_cost_index,2022-08,1385.3863,0.0,Raw material,neutral,base
downtime_risk_score,2022-08,32.4,0.0,Risk model,positive,base
mill_utilization_pct,2022-08,64.889,0.0,Utilization,positive,base
overload_hours,2022-08,0.0,0.0,Capacity,positive,base
avg_run_length_days,2022-08,0.2,0.0,Continuity,neutral,base
total_wheat_requirement_tons,2022-08,59926.18,0.0,Procurement,neutral,base
recipe_switch_count,2022-08,196.0,0.0,Scheduling,neutral,base
import_dependency_pct,2022-08,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-08,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2022-08,0.108,0.0,Quality,neutral,base
waste_rate_vs_target,2022-08,-0.35,0.0,Gap to target,positive,base
energy_per_ton,2022-08,68.8309,0.0,Efficiency,neutral,base
water_per_ton,2022-08,0.8026,0.0,Conservation,neutral,base
waste_impact_pct,2022-08,2.1509,0.0,Waste,positive,base
total_sku_forecast_units,2022-09,3392598.0,0.0,Forecast,neutral,base
capacity_violations_count,2022-09,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-09,1371.0396,-8.6197,Wheat price,negative,base
waste_rate_pct,2022-09,2.0856,-0.0654,Recipe mix,positive,base
vision_2030_index,2022-09,85.5,0.0,Sustainability,positive,base
total_demand_tons,2022-09,56348.72,-5.9699,SKU forecast,negative,base
recipe_time_utilization_pct,2022-09,65.4237,0.5348,Time constraint,positive,base
forecast_confidence_pct,2022-09,87.4452,0.0,Model accuracy,positive,base
seasonality_index,2022-09,0.9233,0.0,Calendar,neutral,base
planned_recipe_hours,2022-09,1158.0,0.0,Schedule,neutral,base
available_mill_hours,2022-09,1770.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-09,612.0,0.0,Capacity balance,positive,base
bulk_flour_required_tons,2022-09,56348.72,0.0,Flour demand,neutral,base
total_recipe_hours,2022-09,1433.4,0.0,Recipe demand,neutral,base
avg_changeovers,2022-09,111.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-09,1385.297,0.0,Raw material,neutral,base
waste_impact_pct,2022-09,2.0856,0.0,Waste,positive,base
recipe_switch_count,2022-09,191.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-09,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2022-09,32.7,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-09,56348.67,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-09,1371.0396,0.0,Market,neutral,base
waste_rate_vs_target,2022-09,-0.41,0.0,Gap to target,positive,base
overload_hours,2022-09,0.0,0.0,Capacity,positive,base
yield_variability_index,2022-09,0.088,0.0,Quality,neutral,base
energy_per_ton,2022-09,70.1022,0.0,Efficiency,neutral,base
water_per_ton,2022-09,0.8077,0.0,Conservation,neutral,base
vision_2030_compliance,2022-09,85.5,0.0,Composite,positive,base
mill_utilization_pct,2022-09,65.4237,0.0,Utilization,positive,base
import_dependency_pct,2022-09,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-09,40.3,0.0,Geopolitics,negative,base
total_demand_tons,2022-10,58296.6,3.4568,SKU forecast,positive,base
recipe_time_utilization_pct,2022-10,64.4719,-0.9518,Time constraint,positive,base
capacity_violations_count,2022-10,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-10,1368.9234,-2.1162,Wheat price,negative,base
waste_rate_pct,2022-10,2.222,0.1364,Recipe mix,positive,base
vision_2030_index,2022-10,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2022-10,87.6475,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2022-10,58296.6,0.0,Flour demand,neutral,base
total_recipe_hours,2022-10,1482.78,0.0,Recipe demand,neutral,base
seasonality_index,2022-10,0.9232,0.0,Calendar,neutral,base
planned_recipe_hours,2022-10,1147.6,0.0,Schedule,neutral,base
available_mill_hours,2022-10,1780.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-10,632.4,0.0,Capacity balance,positive,base
avg_changeovers,2022-10,112.0,0.0,Recipe switches,neutral,base
vision_2030_compliance,2022-10,85.5,0.0,Composite,positive,base
total_sku_forecast_units,2022-10,3512107.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2022-10,1368.9234,0.0,Market,neutral,base
mill_utilization_pct,2022-10,64.4719,0.0,Utilization,positive,base
overload_hours,2022-10,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-10,192.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-10,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2022-10,32.2,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-10,58296.61,0.0,Procurement,neutral,base
wheat_cost_index,2022-10,1385.3496,0.0,Raw material,neutral,base
import_dependency_pct,2022-10,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-10,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2022-10,-0.28,0.0,Gap to target,positive,base
energy_per_ton,2022-10,70.233,0.0,Efficiency,neutral,base
water_per_ton,2022-10,0.782,0.0,Conservation,neutral,base
waste_impact_pct,2022-10,2.222,0.0,Waste,positive,base
yield_variability_index,2022-10,0.109,0.0,Quality,neutral,base
total_demand_tons,2022-11,58088.64,-0.3567,SKU forecast,negative,base
recipe_time_utilization_pct,2022-11,64.3553,-0.1166,Time constraint,positive,base
capacity_violations_count,2022-11,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-11,1379.0924,10.1691,Wheat price,negative,base
waste_rate_pct,2022-11,2.1927,-0.0293,Recipe mix,positive,base
vision_2030_index,2022-11,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2022-11,87.5643,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2022-11,58088.64,0.0,Flour demand,neutral,base
total_recipe_hours,2022-11,1477.47,0.0,Recipe demand,neutral,base
seasonality_index,2022-11,0.9443,0.0,Calendar,neutral,base
planned_recipe_hours,2022-11,1104.98,0.0,Schedule,neutral,base
available_mill_hours,2022-11,1717.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-11,612.02,0.0,Capacity balance,positive,base
avg_changeovers,2022-11,111.0,0.0,Recipe switches,neutral,base
total_sku_forecast_units,2022-11,3505610.0,0.0,Forecast,neutral,base
vision_2030_compliance,2022-11,85.5,0.0,Composite,positive,base
avg_wheat_cost_sar,2022-11,1379.0924,0.0,Market,neutral,base
wheat_cost_index,2022-11,1385.3976,0.0,Raw material,neutral,base
mill_utilization_pct,2022-11,64.3553,0.0,Utilization,positive,base
overload_hours,2022-11,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-11,189.0,0.0,Scheduling,neutral,base
downtime_risk_score,2022-11,32.2,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-11,58088.58,0.0,Procurement,neutral,base
avg_run_length_days,2022-11,0.2,0.0,Continuity,neutral,base
import_dependency_pct,2022-11,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-11,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2022-11,-0.31,0.0,Gap to target,positive,base
energy_per_ton,2022-11,69.4218,0.0,Efficiency,neutral,base
water_per_ton,2022-11,0.7852,0.0,Conservation,neutral,base
waste_impact_pct,2022-11,2.1927,0.0,Waste,positive,base
yield_variability_index,2022-11,0.082,0.0,Quality,neutral,base
waste_rate_pct,2022-12,2.0718,-0.1209,Recipe mix,positive,base
avg_changeovers,2022-12,111.0,0.0,Recipe switches,neutral,base
total_demand_tons,2022-12,62014.63,6.7586,SKU forecast,positive,base
recipe_time_utilization_pct,2022-12,62.6983,-1.657,Time constraint,positive,base
capacity_violations_count,2022-12,0.0,0.0,Overload,positive,base
vision_2030_index,2022-12,85.5,0.0,Sustainability,positive,base
slack_shortfall_hours,2022-12,632.45,0.0,Capacity balance,positive,base
bulk_flour_required_tons,2022-12,62014.63,0.0,Flour demand,neutral,base
total_recipe_hours,2022-12,1577.49,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-12,87.5922,0.0,Model accuracy,positive,base
seasonality_index,2022-12,0.9797,0.0,Calendar,neutral,base
planned_recipe_hours,2022-12,1063.05,0.0,Schedule,neutral,base
available_mill_hours,2022-12,1695.5,0.0,Capacity,neutral,base
avg_cost_per_ton,2022-12,1393.2787,14.1863,Wheat price,negative,base
total_sku_forecast_units,2022-12,3748397.0,0.0,Forecast,neutral,base
wheat_cost_index,2022-12,1385.3697,0.0,Raw material,neutral,base
avg_wheat_cost_sar,2022-12,1393.2787,0.0,Market,neutral,base
mill_utilization_pct,2022-12,62.6983,0.0,Utilization,positive,base
overload_hours,2022-12,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-12,187.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-12,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2022-12,31.3,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-12,62014.55,0.0,Procurement,neutral,base
vision_2030_compliance,2022-12,85.5,0.0,Composite,positive,base
import_dependency_pct,2022-12,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-12,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2022-12,-0.43,0.0,Gap to target,positive,base
energy_per_ton,2022-12,70.3891,0.0,Efficiency,neutral,base
water_per_ton,2022-12,0.7958,0.0,Conservation,neutral,base
waste_impact_pct,2022-12,2.0718,0.0,Waste,positive,base
yield_variability_index,2022-12,0.093,0.0,Quality,neutral,base
total_demand_tons,2023-01,64860.37,4.5888,SKU forecast,positive,base
recipe_time_utilization_pct,2023-01,64.8259,2.1276,Time constraint,positive,base
avg_cost_per_ton,2023-01,1080.8105,-312.4682,Wheat price,neutral,base
waste_rate_pct,2023-01,2.253,0.1812,Recipe mix,positive,base
vision_2030_index,2023-01,85.5,0.0,Sustainability,positive,base
avg_changeovers,2023-01,114.0,0.0,Recipe switches,neutral,base
seasonality_index,2023-01,1.0216,0.0,Calendar,neutral,base
total_recipe_hours,2023-01,1650.03,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-01,87.6083,0.0,Model accuracy,positive,base
slack_shortfall_hours,2023-01,632.43,0.0,Capacity balance,positive,base
planned_recipe_hours,2023-01,1165.57,0.0,Schedule,neutral,base
available_mill_hours,2023-01,1798.0,0.0,Capacity,neutral,base
total_sku_forecast_units,2023-01,3911471.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-01,64860.37,0.0,Flour demand,neutral,base
