date,mill_id,recipe_id,start_hour,end_hour,duration_hours,changeover_hours,tons_produced,recipe_cost_index
2021-01-24,M2,R3,19.85,20.0,0.15,0.5,1.36,1.0
2021-01-24,M3,R2,0.0,9.62,9.62,0.0,126.31,1.1
2021-01-24,M3,R1,10.12,17.65,7.53,0.5,71.45,1.05
2021-01-25,M1,R2,0.0,9.57,9.57,0.0,125.16,1.1
2021-01-25,M1,R1,10.07,16.43,6.37,0.5,65.18,1.05
2021-01-25,M1,R4,16.93,20.0,3.07,0.5,34.41,1.02
2021-01-25,M2,R2,0.0,11.44,11.44,0.0,125.16,1.1
2021-01-25,M2,R1,11.94,18.6,6.66,0.5,65.18,1.05
2021-01-25,M2,R4,19.1,20.0,0.9,0.5,10.05,1.02
2021-01-25,M3,R2,0.0,9.53,9.53,0.0,125.16,1.1
2021-01-25,M3,R1,10.03,16.9,6.87,0.5,65.18,1.05
2021-01-25,M3,R4,17.4,18.0,0.6,0.5,6.22,1.02
2021-01-26,M1,R2,0.0,9.36,9.36,0.0,122.47,1.1
2021-01-26,M1,R1,9.86,16.16,6.29,0.5,64.45,1.05
2021-01-26,M1,R4,16.66,20.0,3.34,0.5,37.51,1.02
2021-01-26,M2,R2,0.0,11.19,11.19,0.0,122.47,1.1
2021-01-26,M2,R1,11.69,18.28,6.59,0.5,64.45,1.05
2021-01-26,M2,R4,18.78,20.0,1.22,0.5,13.64,1.02
2021-01-26,M3,R2,0.0,9.33,9.33,0.0,122.47,1.1
2021-01-26,M3,R1,9.83,16.62,6.79,0.5,64.45,1.05
2021-01-26,M3,R4,17.12,18.0,0.88,0.5,9.14,1.02
2021-01-27,M1,R2,0.0,9.57,9.57,0.0,125.13,1.1
2021-01-27,M1,R1,10.07,17.1,7.03,0.5,72.02,1.05
2021-01-27,M1,R4,17.6,20.0,2.4,0.5,26.93,1.02
2021-01-27,M2,R2,0.0,11.44,11.44,0.0,125.13,1.1
2021-01-27,M2,R1,11.94,19.3,7.36,0.5,72.02,1.05
2021-01-27,M2,R4,19.8,20.0,0.2,0.5,2.23,1.02
2021-01-27,M3,R2,0.0,9.53,9.53,0.0,125.13,1.1
2021-01-27,M3,R1,10.03,17.62,7.59,0.5,72.02,1.05
2021-01-28,M2,R2,0.0,11.07,11.07,0.0,121.12,1.1
2021-01-28,M2,R1,11.57,18.44,6.87,0.5,67.19,1.05
2021-01-28,M2,R4,18.94,20.0,1.06,0.5,11.88,1.02
2021-01-28,M3,R2,0.0,9.22,9.22,0.0,121.12,1.1
2021-01-28,M3,R1,9.72,16.8,7.08,0.5,67.19,1.05
2021-01-28,M3,R4,17.3,18.0,0.7,0.5,7.22,1.02
2021-01-29,M1,R2,0.0,8.52,8.52,0.0,111.4,1.1
2021-01-29,M1,R1,9.02,14.0,4.98,0.5,51.03,1.05
2021-01-29,M2,R2,0.0,10.18,10.18,0.0,111.4,1.1
2021-01-29,M2,R1,10.68,14.0,3.32,0.5,32.44,1.05
2021-01-29,M3,R2,0.0,8.48,8.48,0.0,111.4,1.1
2021-01-29,M3,R1,8.98,12.6,3.62,0.5,34.31,1.05
2021-01-30,M1,R2,0.0,8.52,8.52,0.0,111.38,1.1
2021-01-30,M1,R1,9.02,14.0,4.98,0.5,51.04,1.05
2021-01-30,M2,R2,0.0,10.18,10.18,0.0,111.38,1.1
2021-01-30,M2,R1,10.68,14.0,3.32,0.5,32.46,1.05
2021-01-30,M3,R2,0.0,8.48,8.48,0.0,111.38,1.1
2021-01-30,M3,R1,8.98,12.6,3.62,0.5,34.33,1.05
2021-01-31,M1,R2,0.0,9.67,9.67,0.0,126.48,1.1
2021-01-31,M1,R1,10.17,17.1,6.93,0.5,70.99,1.05
2021-01-31,M1,R4,17.6,20.0,2.4,0.5,26.9,1.02
2021-01-31,M2,R2,0.0,11.56,11.56,0.0,126.48,1.1
2021-01-31,M2,R1,12.06,19.32,7.26,0.5,70.99,1.05
2021-01-31,M2,R4,19.82,20.0,0.18,0.5,2.02,1.02
2021-01-31,M3,R2,0.0,9.63,9.63,0.0,126.48,1.1
2021-01-31,M3,R1,10.13,17.61,7.48,0.5,70.99,1.05
2021-02-01,M1,R2,0.0,9.04,9.04,0.0,118.19,1.1
2021-02-01,M1,R1,9.54,15.79,6.26,0.5,64.07,1.05
2021-02-01,M1,R4,16.29,20.0,3.71,0.5,41.6,1.02
2021-02-01,M2,R2,0.0,10.8,10.8,0.0,118.19,1.1
2021-02-01,M2,R1,11.3,17.85,6.55,0.5,64.07,1.05
2021-02-01,M2,R4,18.35,20.0,1.65,0.5,18.47,1.02
2021-02-01,M3,R2,0.0,9.0,9.0,0.0,118.19,1.1
2021-02-01,M3,R1,9.5,16.25,6.75,0.5,64.07,1.05
2021-02-01,M3,R4,16.75,18.0,1.25,0.5,12.94,1.02
2021-02-02,M1,R2,0.0,9.71,9.71,0.0,127.06,1.1
2021-02-02,M1,R1,10.21,16.91,6.69,0.5,68.53,1.05
2021-02-02,M1,R4,17.41,20.0,2.59,0.5,29.1,1.02
2021-02-02,M2,R2,0.0,11.61,11.61,0.0,127.06,1.1
2021-02-02,M2,R1,12.11,19.12,7.01,0.5,68.53,1.05
2021-02-02,M2,R4,19.62,20.0,0.38,0.5,4.25,1.02
2021-02-02,M3,R2,0.0,9.68,9.68,0.0,127.06,1.1
2021-02-02,M3,R1,10.18,17.4,7.22,0.5,68.53,1.05
2021-02-02,M3,R4,17.9,18.0,0.1,0.5,1.05,1.02
2021-02-03,M1,R2,0.0,9.79,9.79,0.0,128.07,1.1
2021-02-03,M1,R1,10.29,16.83,6.54,0.5,66.95,1.05
2021-02-03,M1,R4,17.33,20.0,2.67,0.5,29.96,1.02
2021-02-03,M2,R2,0.0,11.71,11.71,0.0,128.07,1.1
2021-02-03,M2,R1,12.21,19.05,6.85,0.5,66.95,1.05
2021-02-03,M2,R4,19.55,20.0,0.45,0.5,5.02,1.02
2021-02-03,M3,R2,0.0,9.75,9.75,0.0,128.07,1.1
2021-02-03,M3,R1,10.25,17.31,7.06,0.5,66.95,1.05
2021-02-03,M3,R4,17.81,18.0,0.19,0.5,1.98,1.02
2021-02-04,M1,R2,0.0,9.53,9.53,0.0,124.6,1.1
2021-02-04,M1,R1,10.03,16.64,6.61,0.5,67.72,1.05
2021-02-04,M1,R3,17.14,20.0,2.86,0.5,25.43,1.0
2021-02-04,M2,R2,0.0,11.39,11.39,0.0,124.6,1.1
2021-02-04,M2,R1,11.89,18.81,6.92,0.5,67.72,1.05
2021-02-04,M2,R3,19.31,20.0,0.69,0.5,6.26,1.0
2021-02-04,M3,R2,0.0,9.49,9.49,0.0,124.6,1.1
2021-02-04,M3,R1,9.99,17.13,7.14,0.5,67.72,1.05
2021-02-04,M3,R3,17.63,18.0,0.37,0.5,3.39,1.0
2021-02-05,M1,R2,0.0,8.96,8.96,0.0,117.2,1.1
2021-02-05,M1,R1,9.46,14.0,4.54,0.5,46.49,1.05
2021-02-05,M2,R2,0.0,10.71,10.71,0.0,117.2,1.1
2021-02-05,M2,R1,11.21,14.0,2.79,0.5,27.26,1.05
2021-02-05,M3,R2,0.0,8.93,8.93,0.0,117.2,1.1
2021-02-05,M3,R1,9.43,12.6,3.17,0.5,30.12,1.05
2021-02-06,M2,R2,0.0,10.65,10.65,0.0,116.51,1.1
2021-02-06,M2,R1,11.15,14.0,2.85,0.5,27.88,1.05
2021-02-06,M3,R2,0.0,8.87,8.87,0.0,116.51,1.1
2021-02-06,M3,R1,9.37,12.6,3.23,0.5,30.62,1.05
2021-02-07,M1,R2,0.0,9.85,9.85,0.0,128.85,1.1
2021-02-07,M1,R1,10.35,17.22,6.87,0.5,70.33,1.05
2021-02-07,M1,R4,17.72,20.0,2.28,0.5,25.6,1.02
2021-02-07,M2,R2,0.0,11.78,11.78,0.0,128.85,1.1
2021-02-07,M2,R1,12.28,19.47,7.19,0.5,70.33,1.05
2021-02-07,M2,R4,19.97,20.0,0.03,0.5,0.35,1.02
2021-02-07,M3,R2,0.0,9.81,9.81,0.0,128.85,1.1
2021-02-07,M3,R1,10.31,17.72,7.41,0.5,70.33,1.05
2021-02-08,M1,R2,0.0,10.34,10.34,0.0,135.25,1.1
2021-02-08,M1,R1,10.84,18.14,7.3,0.5,74.75,1.05
2021-02-08,M1,R4,18.64,20.0,1.36,0.5,15.25,1.02
2021-02-08,M2,R2,0.0,12.36,12.36,0.0,135.25,1.1
2021-02-08,M2,R1,12.86,20.0,7.14,0.5,69.8,1.05
2021-02-08,M3,R2,0.0,10.3,10.3,0.0,135.25,1.1
2021-02-08,M3,R1,10.8,18.0,7.2,0.5,68.32,1.05
2021-02-09,M1,R2,0.0,9.75,9.75,0.0,127.54,1.1
2021-02-09,M1,R1,10.25,17.27,7.02,0.5,71.88,1.05
2021-02-09,M1,R4,17.77,20.0,2.23,0.5,25.01,1.02
2021-02-09,M2,R2,0.0,11.66,11.66,0.0,127.54,1.1
2021-02-09,M2,R1,12.16,19.51,7.35,0.5,71.88,1.05
2021-02-09,M3,R2,0.0,9.71,9.71,0.0,127.55,1.1
2021-02-09,M3,R1,10.21,17.79,7.57,0.5,71.88,1.05
2021-02-10,M1,R2,0.0,10.06,10.06,0.0,131.65,1.1
2021-02-10,M1,R1,10.56,17.94,7.38,0.5,75.56,1.05
2021-02-10,M1,R4,18.44,20.0,1.56,0.5,17.46,1.02
2021-02-10,M2,R2,0.0,12.03,12.03,0.0,131.65,1.1
2021-02-10,M2,R1,12.53,20.0,7.47,0.5,73.02,1.05
2021-02-10,M3,R2,0.0,10.03,10.03,0.0,131.65,1.1
2021-02-10,M3,R1,10.53,18.0,7.47,0.5,70.92,1.05
2021-02-11,M1,R2,0.0,9.49,9.49,0.0,124.16,1.1
2021-02-11,M1,R1,9.99,16.65,6.66,0.5,68.18,1.05
2021-02-11,M1,R4,17.15,20.0,2.85,0.5,31.97,1.02
2021-02-11,M2,R2,0.0,11.35,11.35,0.0,124.16,1.1
2021-02-11,M2,R1,11.85,18.82,6.97,0.5,68.18,1.05
2021-02-11,M2,R4,19.32,20.0,0.68,0.5,7.62,1.02
2021-02-11,M3,R2,0.0,9.46,9.46,0.0,124.16,1.1
2021-02-11,M3,R1,9.96,17.14,7.18,0.5,68.18,1.05
2021-02-11,M3,R4,17.64,18.0,0.36,0.5,3.73,1.02
2021-02-12,M1,R2,0.0,8.96,8.96,0.0,117.19,1.1
2021-02-12,M1,R1,9.46,14.0,4.54,0.5,46.5,1.05
2021-02-12,M2,R2,0.0,10.71,10.71,0.0,117.19,1.1
2021-02-12,M2,R1,11.21,14.0,2.79,0.5,27.27,1.05
2021-02-12,M3,R2,0.0,8.93,8.93,0.0,117.19,1.1
2021-02-12,M3,R1,9.43,12.6,3.17,0.5,30.13,1.05
2021-02-13,M1,R2,0.0,8.67,8.67,0.0,113.4,1.1
2021-02-13,M1,R1,9.17,14.0,4.83,0.5,49.46,1.05
2021-02-13,M2,R2,0.0,10.37,10.37,0.0,113.4,1.1
2021-02-13,M2,R1,10.87,14.0,3.13,0.5,30.65,1.05
2021-02-13,M3,R2,0.0,8.64,8.64,0.0,113.4,1.1
2021-02-13,M3,R1,9.14,12.6,3.46,0.5,32.86,1.05
2021-02-14,M1,R2,0.0,9.61,9.61,0.0,125.74,1.1
2021-02-14,M1,R1,10.11,16.77,6.65,0.5,68.14,1.05
2021-02-14,M1,R4,17.27,20.0,2.73,0.5,30.65,1.02
2021-02-14,M2,R2,0.0,11.49,11.49,0.0,125.74,1.1
2021-02-14,M2,R1,11.99,18.96,6.97,0.5,68.14,1.05
2021-02-14,M2,R4,19.46,20.0,0.54,0.5,6.04,1.02
2021-02-14,M3,R2,0.0,9.58,9.58,0.0,125.74,1.1
2021-02-14,M3,R1,10.08,17.26,7.18,0.5,68.14,1.05
2021-02-14,M3,R4,17.76,18.0,0.24,0.5,2.52,1.02
2021-02-15,M1,R2,0.0,9.81,9.81,0.0,128.36,1.1
2021-02-15,M1,R1,10.31,17.1,6.79,0.5,69.54,1.05
2021-02-15,M1,R4,17.6,20.0,2.4,0.5,26.88,1.02
2021-02-15,M2,R2,0.0,11.73,11.73,0.0,128.36,1.1
2021-02-15,M2,R1,12.23,19.34,7.11,0.5,69.54,1.05
2021-02-15,M2,R4,19.84,20.0,0.16,0.5,1.76,1.02
2021-02-15,M3,R2,0.0,9.78,9.78,0.0,128.36,1.1
2021-02-15,M3,R1,10.28,17.6,7.33,0.5,69.54,1.05
2021-02-16,M1,R2,0.0,10.05,10.05,0.0,131.48,1.1
2021-02-16,M1,R1,10.55,17.1,6.55,0.5,67.07,1.05
2021-02-16,M1,R4,17.6,20.0,2.4,0.5,26.9,1.02
2021-02-16,M2,R2,0.0,12.02,12.02,0.0,131.48,1.1
2021-02-16,M2,R1,12.52,19.38,6.86,0.5,67.07,1.05
2021-02-16,M2,R4,19.88,20.0,0.12,0.5,1.38,1.02
2021-02-16,M3,R2,0.0,10.01,10.01,0.0,131.48,1.1
2021-02-16,M3,R1,10.51,17.58,7.07,0.5,67.07,1.05
2021-02-17,M1,R2,0.0,9.83,9.83,0.0,128.56,1.1
2021-02-17,M1,R1,10.33,17.09,6.77,0.5,69.28,1.05
2021-02-17,M1,R4,17.59,20.0,2.41,0.5,26.99,1.02
2021-02-17,M2,R2,0.0,11.75,11.75,0.0,128.56,1.1
2021-02-17,M2,R1,12.25,19.34,7.08,0.5,69.28,1.05
2021-02-17,M2,R4,19.84,20.0,0.16,0.5,1.85,1.02
2021-02-17,M3,R2,0.0,9.79,9.79,0.0,128.56,1.1
2021-02-17,M3,R1,10.29,17.59,7.3,0.5,69.28,1.05
2021-02-18,M1,R2,0.0,10.07,10.07,0.0,131.73,1.1
2021-02-18,M1,R1,10.57,17.1,6.53,0.5,66.85,1.05
2021-02-18,M1,R4,17.6,20.0,2.4,0.5,26.93,1.02
2021-02-18,M2,R2,0.0,12.04,12.04,0.0,131.73,1.1
2021-02-18,M2,R1,12.54,19.38,6.84,0.5,66.85,1.05
2021-02-18,M2,R4,19.88,20.0,0.12,0.5,1.38,1.02
2021-02-18,M3,R2,0.0,10.03,10.03,0.0,131.73,1.1
2021-02-18,M3,R1,10.53,17.58,7.04,0.5,66.85,1.05
2021-02-19,M1,R2,0.0,8.7,8.7,0.0,113.84,1.1
2021-02-19,M1,R1,9.2,14.0,4.8,0.5,49.12,1.05
2021-02-19,M2,R2,0.0,10.41,10.41,0.0,113.84,1.1
2021-02-19,M2,R1,10.91,14.0,3.09,0.5,30.26,1.05
2021-02-19,M3,R2,0.0,8.67,8.67,0.0,113.84,1.1
2021-02-19,M3,R1,9.17,12.6,3.43,0.5,32.55,1.05
2021-02-20,M1,R2,0.0,9.01,9.01,0.0,117.8,1.1
2021-02-20,M1,R1,9.51,14.0,4.49,0.5,46.02,1.05
2021-02-20,M2,R2,0.0,10.77,10.77,0.0,117.8,1.1
2021-02-20,M2,R1,11.27,14.0,2.73,0.5,26.72,1.05
2021-02-20,M3,R2,0.0,8.97,8.97,0.0,117.8,1.1
2021-02-20,M3,R1,9.47,12.6,3.13,0.5,29.69,1.05
2021-02-21,M1,R2,0.0,9.8,9.8,0.0,128.23,1.1
2021-02-21,M1,R1,10.3,17.11,6.81,0.5,69.71,1.05
2021-02-21,M1,R4,17.61,20.0,2.39,0.5,26.8,1.02
2021-02-21,M2,R2,0.0,11.72,11.72,0.0,128.23,1.1
2021-02-21,M2,R1,12.22,19.35,7.13,0.5,69.71,1.05
2021-02-21,M2,R4,19.85,20.0,0.15,0.5,1.69,1.02
2021-02-21,M3,R2,0.0,9.77,9.77,0.0,128.23,1.1
2021-02-21,M3,R1,10.27,17.61,7.35,0.5,69.71,1.05
2021-02-22,M1,R2,0.0,10.38,10.38,0.0,135.75,1.1
2021-02-22,M1,R1,10.88,17.92,7.05,0.5,72.15,1.05
2021-02-22,M1,R4,18.42,20.0,1.58,0.5,17.68,1.02
2021-02-22,M2,R2,0.0,12.41,12.41,0.0,135.75,1.1
2021-02-22,M2,R1,12.91,20.0,7.09,0.5,69.36,1.05
2021-02-22,M3,R2,0.0,10.34,10.34,0.0,135.75,1.1
2021-02-22,M3,R1,10.84,18.0,7.16,0.5,67.96,1.05
2021-02-23,M1,R2,0.0,10.09,10.09,0.0,132.04,1.1
2021-02-23,M1,R1,10.59,17.88,7.29,0.5,74.62,1.05
2021-02-23,M1,R4,18.38,20.0,1.62,0.5,18.16,1.02
2021-02-23,M2,R2,0.0,12.07,12.07,0.0,132.04,1.1
2021-02-23,M2,R1,12.57,20.0,7.43,0.5,72.67,1.05
2021-02-23,M3,R2,0.0,10.06,10.06,0.0,132.04,1.1
2021-02-23,M3,R1,10.56,18.0,7.44,0.5,70.64,1.05
2021-02-24,M1,R2,0.0,10.18,10.18,0.0,133.12,1.1
2021-02-24,M1,R1,10.68,17.27,6.6,0.5,67.55,1.05
2021-02-24,M1,R4,17.77,20.0,2.23,0.5,24.97,1.02
2021-02-24,M2,R2,0.0,12.17,12.17,0.0,133.12,1.1
2021-02-24,M2,R1,12.67,19.58,6.91,0.5,67.55,1.05
2021-02-24,M3,R2,0.0,10.14,10.14,0.0,133.12,1.1
2021-02-24,M3,R1,10.64,17.76,7.12,0.5,67.55,1.05
2021-02-25,M1,R2,0.0,10.16,10.16,0.0,132.89,1.1
2021-02-25,M1,R1,10.66,17.7,7.04,0.5,72.04,1.05
2021-02-25,M1,R4,18.2,20.0,1.8,0.5,20.25,1.02
2021-02-25,M2,R2,0.0,12.15,12.15,0.0,132.89,1.1
2021-02-25,M2,R1,12.65,20.0,7.35,0.5,71.91,1.05
2021-02-25,M3,R2,0.0,10.12,10.12,0.0,132.89,1.1
2021-02-25,M3,R1,10.62,18.0,7.38,0.5,70.03,1.05
2021-02-26,M1,R2,0.0,8.98,8.98,0.0,117.39,1.1
2021-02-26,M1,R1,9.48,14.0,4.52,0.5,46.33,1.05
2021-02-26,M2,R2,0.0,10.73,10.73,0.0,117.39,1.1
2021-02-26,M2,R1,11.23,14.0,2.77,0.5,27.08,1.05
2021-02-26,M3,R2,0.0,8.94,8.94,0.0,117.39,1.1
2021-02-26,M3,R1,9.44,12.6,3.16,0.5,29.98,1.05
2021-02-27,M2,R2,0.0,10.85,10.85,0.0,118.74,1.1
2021-02-27,M2,R1,11.35,14.0,2.65,0.5,25.88,1.05
2021-02-27,M3,R2,0.0,9.04,9.04,0.0,118.74,1.1
2021-02-27,M3,R1,9.54,12.6,3.06,0.5,29.01,1.05
2021-02-28,M1,R2,0.0,9.95,9.95,0.0,130.19,1.1
2021-02-28,M1,R1,10.45,17.54,7.08,0.5,72.52,1.05
2021-02-28,M1,R4,18.04,20.0,1.96,0.5,22.04,1.02
2021-02-28,M2,R2,0.0,11.9,11.9,0.0,130.19,1.1
2021-02-28,M2,R1,12.4,19.82,7.41,0.5,72.52,1.05
2021-02-28,M3,R2,0.0,9.92,9.92,0.0,130.19,1.1
2021-02-28,M3,R1,10.42,18.0,7.58,0.5,71.98,1.05
2021-03-01,M1,R2,0.0,10.6,10.6,0.0,138.64,1.1
2021-03-01,M1,R1,11.1,18.48,7.39,0.5,75.62,1.05
2021-03-01,M1,R4,18.98,20.0,1.02,0.5,11.39,1.02
2021-03-01,M2,R2,0.0,12.67,12.67,0.0,138.64,1.1
2021-03-01,M2,R1,13.17,20.0,6.83,0.5,66.77,1.05
2021-03-01,M3,R2,0.0,10.56,10.56,0.0,138.64,1.1
2021-03-01,M3,R1,11.06,18.0,6.94,0.5,65.87,1.05
2021-03-02,M1,R2,0.0,9.82,9.82,0.0,128.42,1.1
2021-03-02,M1,R1,10.32,17.49,7.17,0.5,73.45,1.05
2021-03-02,M1,R4,17.99,20.0,2.01,0.5,22.54,1.02
2021-03-02,M2,R2,0.0,11.74,11.74,0.0,128.42,1.1
2021-03-02,M2,R1,12.24,19.75,7.51,0.5,73.45,1.05
2021-03-02,M3,R2,0.0,9.78,9.78,0.0,128.42,1.1
2021-03-02,M3,R1,10.28,18.0,7.72,0.5,73.25,1.05
2021-03-03,M1,R2,0.0,10.5,10.5,0.0,137.38,1.1
2021-03-03,M1,R1,11.0,18.43,7.43,0.5,76.09,1.05
2021-03-03,M1,R4,18.93,20.0,1.07,0.5,11.97,1.02
2021-03-03,M2,R2,0.0,12.56,12.56,0.0,137.38,1.1
2021-03-03,M2,R1,13.06,20.0,6.94,0.5,67.9,1.05
2021-03-03,M3,R2,0.0,10.46,10.46,0.0,137.38,1.1
2021-03-03,M3,R1,10.96,18.0,7.04,0.5,66.78,1.05
2021-03-04,M1,R2,0.0,9.95,9.95,0.0,130.19,1.1
2021-03-04,M1,R1,10.45,17.44,6.99,0.5,71.53,1.05
2021-03-04,M1,R4,17.94,20.0,2.06,0.5,23.13,1.02
2021-03-04,M2,R2,0.0,11.9,11.9,0.0,130.19,1.1
2021-03-04,M2,R1,12.4,19.71,7.31,0.5,71.53,1.05
2021-03-04,M3,R2,0.0,9.92,9.92,0.0,130.19,1.1
2021-03-04,M3,R1,10.42,17.95,7.54,0.5,71.53,1.05
2021-03-05,M1,R2,0.0,9.28,9.28,0.0,121.42,1.1
2021-03-05,M1,R1,9.78,14.0,4.22,0.5,43.18,1.05
2021-03-05,M2,R2,0.0,11.1,11.1,0.0,121.42,1.1
2021-03-05,M2,R1,11.6,14.0,2.4,0.5,23.48,1.05
2021-03-05,M3,R2,0.0,9.25,9.25,0.0,121.42,1.1
2021-03-05,M3,R1,9.75,12.6,2.85,0.5,27.07,1.05
2021-03-06,M1,R2,0.0,9.42,9.42,0.0,123.17,1.1
2021-03-06,M1,R1,9.92,14.0,4.08,0.5,41.81,1.05
2021-03-06,M2,R2,0.0,11.26,11.26,0.0,123.17,1.1
2021-03-06,M2,R1,11.76,14.0,2.24,0.5,21.92,1.05
2021-03-06,M3,R2,0.0,9.38,9.38,0.0,123.17,1.1
2021-03-06,M3,R1,9.88,12.6,2.72,0.5,25.8,1.05
2021-03-07,M1,R2,0.0,10.07,10.07,0.0,131.71,1.1
2021-03-07,M1,R1,10.57,17.7,7.13,0.5,72.98,1.05
2021-03-07,M1,R4,18.2,20.0,1.8,0.5,20.23,1.02
2021-03-07,M2,R2,0.0,12.04,12.04,0.0,131.71,1.1
2021-03-07,M2,R1,12.54,20.0,7.46,0.5,72.96,1.05
2021-03-07,M3,R2,0.0,10.03,10.03,0.0,131.71,1.1
2021-03-07,M3,R1,10.53,18.0,7.47,0.5,70.88,1.05
2021-03-08,M1,R2,0.0,10.66,10.66,0.0,139.44,1.1
2021-03-08,M1,R1,11.16,18.47,7.31,0.5,74.83,1.05
2021-03-08,M1,R4,18.97,20.0,1.03,0.5,11.58,1.02
2021-03-08,M2,R2,0.0,12.75,12.75,0.0,139.44,1.1
2021-03-08,M2,R1,13.25,20.0,6.75,0.5,66.06,1.05
2021-03-08,M3,R2,0.0,10.62,10.62,0.0,139.44,1.1
2021-03-08,M3,R1,11.12,18.0,6.88,0.5,65.3,1.05
2021-03-09,M1,R2,0.0,9.97,9.97,0.0,130.41,1.1
2021-03-09,M1,R1,10.47,17.0,6.53,0.5,66.83,1.05
2021-03-09,M1,R4,17.5,20.0,2.5,0.5,28.09,1.02
2021-03-09,M2,R2,0.0,11.92,11.92,0.0,130.41,1.1
2021-03-09,M2,R1,12.42,19.25,6.83,0.5,66.83,1.05
2021-03-09,M2,R4,19.75,20.0,0.25,0.5,2.77,1.02
2021-03-09,M3,R2,0.0,9.93,9.93,0.0,130.41,1.1
2021-03-09,M3,R1,10.43,17.47,7.04,0.5,66.83,1.05
2021-03-09,M3,R4,17.97,18.0,0.03,0.5,0.27,1.02
2021-03-10,M1,R2,0.0,9.97,9.97,0.0,130.46,1.1
2021-03-10,M1,R1,10.47,17.76,7.28,0.5,74.59,1.05
2021-03-10,M1,R4,18.26,20.0,1.74,0.5,19.55,1.02
2021-03-10,M2,R2,0.0,11.92,11.92,0.0,130.46,1.1
2021-03-10,M2,R1,12.42,20.0,7.58,0.5,74.08,1.05
2021-03-10,M3,R2,0.0,9.94,9.94,0.0,130.46,1.1
2021-03-10,M3,R1,10.44,18.0,7.56,0.5,71.78,1.05
2021-03-11,M1,R2,0.0,9.87,9.87,0.0,129.1,1.1
2021-03-11,M1,R1,10.37,17.44,7.07,0.5,72.35,1.05
2021-03-11,M1,R4,17.94,20.0,2.06,0.5,23.16,1.02
2021-03-11,M2,R2,0.0,11.8,11.8,0.0,129.1,1.1
2021-03-11,M2,R1,12.3,19.7,7.4,0.5,72.35,1.05
2021-03-11,M3,R2,0.0,9.83,9.83,0.0,129.1,1.1
2021-03-11,M3,R1,10.33,17.96,7.62,0.5,72.35,1.05
2021-03-12,M1,R2,0.0,8.83,8.83,0.0,115.48,1.1
2021-03-12,M1,R1,9.33,14.0,4.67,0.5,47.83,1.05
2021-03-12,M2,R2,0.0,10.56,10.56,0.0,115.48,1.1
2021-03-12,M2,R1,11.06,14.0,2.94,0.5,28.79,1.05
2021-03-12,M3,R2,0.0,8.8,8.8,0.0,115.48,1.1
2021-03-12,M3,R1,9.3,12.6,3.3,0.5,31.36,1.05
2021-03-13,M1,R2,0.0,10.02,10.02,0.0,131.08,1.1
2021-03-13,M1,R1,10.52,14.0,3.48,0.5,35.62,1.05
2021-03-13,M2,R2,0.0,11.98,11.98,0.0,131.08,1.1
2021-03-13,M2,R1,12.48,14.0,1.52,0.5,14.85,1.05
2021-03-13,M3,R2,0.0,9.98,9.98,0.0,131.08,1.1
2021-03-13,M3,R1,10.48,12.6,2.12,0.5,20.09,1.05
2021-03-14,M1,R2,0.0,10.41,10.41,0.0,136.15,1.1
2021-03-14,M1,R1,10.91,18.2,7.29,0.5,74.69,1.05
2021-03-14,M1,R4,18.7,20.0,1.3,0.5,14.55,1.02
2021-03-14,M2,R2,0.0,12.45,12.45,0.0,136.15,1.1
2021-03-14,M2,R1,12.95,20.0,7.05,0.5,69.0,1.05
2021-03-14,M3,R2,0.0,10.37,10.37,0.0,136.15,1.1
2021-03-14,M3,R1,10.87,18.0,7.13,0.5,67.67,1.05
2021-03-15,M1,R2,0.0,10.68,10.68,0.0,139.64,1.1
2021-03-15,M1,R1,11.18,18.59,7.42,0.5,75.97,1.05
2021-03-15,M1,R4,19.09,20.0,0.91,0.5,10.16,1.02
2021-03-15,M2,R2,0.0,12.76,12.76,0.0,139.64,1.1
2021-03-15,M2,R1,13.26,20.0,6.74,0.5,65.87,1.05
2021-03-15,M3,R2,0.0,10.64,10.64,0.0,139.64,1.1
2021-03-15,M3,R1,11.14,18.0,6.86,0.5,65.15,1.05
2021-03-16,M1,R2,0.0,10.15,10.15,0.0,132.75,1.1
2021-03-16,M1,R1,10.65,17.79,7.15,0.5,73.17,1.05
2021-03-16,M1,R4,18.29,20.0,1.71,0.5,19.14,1.02
2021-03-16,M2,R2,0.0,12.13,12.13,0.0,132.75,1.1
2021-03-16,M2,R1,12.63,20.0,7.37,0.5,72.04,1.05
2021-03-16,M3,R2,0.0,10.11,10.11,0.0,132.75,1.1
2021-03-16,M3,R1,10.61,18.0,7.39,0.5,70.13,1.05
2021-03-17,M1,R2,0.0,10.59,10.59,0.0,138.53,1.1
2021-03-17,M1,R1,11.09,18.83,7.74,0.5,79.28,1.05
2021-03-17,M1,R4,19.33,20.0,0.67,0.5,7.47,1.02
2021-03-17,M2,R2,0.0,12.66,12.66,0.0,138.53,1.1
2021-03-17,M2,R1,13.16,20.0,6.84,0.5,66.87,1.05
2021-03-17,M3,R2,0.0,10.55,10.55,0.0,138.53,1.1
2021-03-17,M3,R1,11.05,18.0,6.95,0.5,65.95,1.05
2021-03-18,M1,R2,0.0,10.35,10.35,0.0,135.43,1.1
2021-03-18,M1,R1,10.85,18.4,7.54,0.5,77.25,1.05
2021-03-18,M1,R4,18.9,20.0,1.1,0.5,12.37,1.02
