mill_id,date,recipe_id,planned_hours,actual_hours,status,changeover_hours,tons_produced
M2,2021-11-07,R3,9.49,9.86,completed,0.0,356.69
M1,2021-11-07,R1,5.34,5.19,completed,1.5,251.48
M2,2021-11-07,R4,6.48,6.37,completed,1.5,274.11
M3,2021-11-08,R1,2.57,2.54,completed,0.0,52.13
M2,2021-11-08,R1,3.49,3.48,completed,1.5,136.63
M3,2021-11-08,R5,1.53,1.54,completed,2.0,28.96
M2,2021-11-08,R4,6.37,6.14,completed,1.5,269.66
M1,2021-11-08,R1,5.24,5.43,completed,1.5,246.94
M1,2021-11-08,R2,15.26,15.5,completed,0.0,842.19
M2,2021-11-08,R3,9.13,9.3,completed,0.0,343.31
M1,2021-11-09,R2,15.43,15.35,completed,0.0,851.98
M1,2021-11-09,R1,5.07,4.98,completed,1.5,238.59
M2,2021-11-09,R4,6.55,6.45,completed,1.5,277.16
M2,2021-11-09,R3,8.84,8.96,completed,0.0,332.43
M3,2021-11-09,R1,2.53,2.49,completed,0.0,51.33
M3,2021-11-09,R5,1.57,1.57,completed,2.0,29.7
M2,2021-11-09,R1,3.61,3.71,completed,1.5,141.01
M1,2021-11-10,R2,15.41,15.81,completed,0.0,850.63
M1,2021-11-10,R1,5.09,5.22,completed,1.5,239.74
M2,2021-11-10,R3,8.9,8.97,completed,0.0,334.82
M2,2021-11-10,R4,6.32,6.26,completed,1.5,267.18
M2,2021-11-10,R1,3.78,3.8,completed,1.5,147.76
M3,2021-11-10,R1,2.47,2.54,completed,0.0,50.06
M3,2021-11-10,R5,1.63,1.6,completed,2.0,30.88
M2,2021-11-11,R3,8.95,9.01,completed,0.0,336.62
M1,2021-11-11,R2,15.36,14.9,completed,0.0,848.03
M1,2021-11-11,R1,5.14,5.17,completed,1.5,241.96
M2,2021-11-11,R1,3.65,3.63,completed,1.5,142.58
M2,2021-11-11,R4,6.4,6.29,completed,1.5,270.75
M3,2021-11-11,R5,1.57,1.53,completed,2.0,29.76
M3,2021-11-11,R1,2.53,2.44,completed,0.0,51.26
M1,2021-11-12,R2,9.63,9.88,completed,0.0,531.51
M1,2021-11-12,R1,5.37,5.36,completed,1.5,252.98
M2,2021-11-12,R3,5.94,5.75,completed,0.0,223.42
M2,2021-11-12,R4,4.3,4.46,completed,1.5,181.81
M2,2021-11-12,R1,1.42,1.39,completed,1.5,55.71
M3,2021-11-12,R5,0.94,0.92,completed,0.0,17.68
M1,2021-11-13,R2,9.55,9.91,completed,0.0,527.31
M1,2021-11-13,R1,5.45,5.31,completed,1.5,256.57
M2,2021-11-13,R3,5.96,6.19,completed,0.0,224.23
M2,2021-11-13,R4,3.92,3.99,completed,1.5,165.89
M2,2021-11-13,R1,1.76,1.75,completed,1.5,68.84
M3,2021-11-13,R5,0.95,0.96,completed,0.0,18.03
M2,2021-11-14,R3,9.24,8.91,completed,0.0,347.3
M1,2021-11-14,R2,15.17,15.18,completed,0.0,837.15
M1,2021-11-14,R1,5.33,5.46,completed,1.5,251.25
M2,2021-11-14,R4,6.68,6.85,completed,1.5,282.65
M3,2021-11-14,R1,2.72,2.7,completed,0.0,55.12
M3,2021-11-14,R5,1.38,1.35,completed,2.0,26.17
M2,2021-11-14,R1,3.08,3.2,completed,1.5,120.48
M1,2021-11-15,R2,15.43,14.95,completed,0.0,851.84
M1,2021-11-15,R1,5.07,5.01,completed,1.5,238.71
M2,2021-11-15,R3,8.77,8.51,completed,0.0,329.61
M2,2021-11-15,R4,6.69,6.54,completed,1.5,282.89
M2,2021-11-15,R1,3.55,3.59,completed,1.5,138.64
M3,2021-11-15,R1,2.6,2.58,completed,0.0,52.81
M3,2021-11-15,R5,1.5,1.55,completed,2.0,28.32
M1,2021-11-16,R2,15.44,15.4,completed,0.0,852.35
M1,2021-11-16,R1,5.06,4.92,completed,1.5,238.27
M3,2021-11-16,R5,1.52,1.5,completed,2.0,28.68
M2,2021-11-16,R3,8.66,8.41,completed,0.0,325.55
M2,2021-11-16,R1,3.86,3.9,completed,1.5,150.95
M3,2021-11-16,R1,2.58,2.63,completed,0.0,52.43
M2,2021-11-16,R4,6.48,6.58,completed,1.5,274.16
M1,2021-11-17,R2,15.03,15.53,completed,0.0,829.82
M1,2021-11-17,R1,5.47,5.3,completed,1.5,257.5
M3,2021-11-17,R5,1.44,1.39,completed,2.0,27.19
M2,2021-11-17,R3,9.58,9.23,completed,0.0,360.4
M2,2021-11-17,R1,2.96,3.0,completed,1.5,115.64
M3,2021-11-17,R1,2.66,2.66,completed,0.0,54.03
M2,2021-11-17,R4,6.46,6.58,completed,1.5,273.15
M1,2021-11-18,R2,15.16,14.69,completed,0.0,836.85
M1,2021-11-18,R1,5.34,5.21,completed,1.5,251.5
M2,2021-11-18,R3,9.54,9.65,completed,0.0,358.83
M2,2021-11-18,R4,6.16,6.24,completed,1.5,260.55
M2,2021-11-18,R1,3.3,3.34,completed,1.5,128.91
M3,2021-11-18,R1,2.44,2.5,completed,0.0,49.61
M3,2021-11-18,R5,1.66,1.59,completed,2.0,31.3
M1,2021-11-19,R1,5.3,5.2,completed,1.5,249.81
M2,2021-11-19,R3,5.66,5.69,completed,0.0,212.65
M1,2021-11-19,R2,9.7,9.81,completed,0.0,535.22
M3,2021-11-19,R5,0.96,0.94,completed,0.0,18.16
M2,2021-11-19,R4,4.04,4.11,completed,1.5,170.69
M2,2021-11-19,R1,1.95,1.98,completed,1.5,76.19
M1,2021-11-20,R2,9.71,9.59,completed,0.0,535.79
M1,2021-11-20,R1,5.29,5.47,completed,1.5,249.33
M2,2021-11-20,R3,5.73,5.89,completed,0.0,215.55
M2,2021-11-20,R4,4.2,4.12,completed,1.5,177.82
M2,2021-11-20,R1,1.7,1.71,completed,1.5,66.54
M3,2021-11-20,R5,0.96,0.93,completed,0.0,18.18
M3,2021-11-21,R1,2.54,2.49,completed,0.0,51.59
M2,2021-11-21,R4,6.63,6.59,completed,1.5,280.31
M1,2021-11-21,R1,5.15,5.2,completed,1.5,242.55
M2,2021-11-21,R3,9.09,8.92,completed,0.0,341.74
M3,2021-11-21,R5,1.56,1.59,completed,2.0,29.46
M2,2021-11-21,R1,3.28,3.36,completed,1.5,128.43
M1,2021-11-21,R2,15.35,15.54,completed,0.0,847.34
M2,2021-11-22,R3,9.15,8.8,completed,0.0,343.86
M1,2021-11-22,R1,5.19,5.33,completed,1.5,244.56
M2,2021-11-22,R4,6.31,6.19,completed,1.5,267.01
M1,2021-11-22,R2,15.31,15.08,completed,0.0,844.98
M3,2021-11-22,R5,1.62,1.61,completed,2.0,30.57
M3,2021-11-22,R1,2.48,2.56,completed,0.0,50.4
M2,2021-11-22,R1,3.54,3.45,completed,1.5,138.52
M3,2021-11-23,R1,2.54,2.63,completed,0.0,51.57
M2,2021-11-23,R1,3.69,3.63,completed,1.5,144.27
M2,2021-11-23,R4,6.46,6.51,completed,1.5,273.17
M3,2021-11-23,R5,1.56,1.56,completed,2.0,29.48
M1,2021-11-23,R1,5.1,4.99,completed,1.5,240.2
M1,2021-11-23,R2,15.4,15.46,completed,0.0,850.09
M2,2021-11-23,R3,8.85,8.59,completed,0.0,332.84
M3,2021-11-24,R1,2.48,2.45,completed,0.0,50.25
M3,2021-11-24,R5,1.62,1.67,completed,2.0,30.7
M2,2021-11-24,R1,2.48,2.42,completed,1.5,96.84
M2,2021-11-24,R4,6.61,6.52,completed,1.5,279.79
M2,2021-11-24,R3,9.91,9.7,completed,0.0,372.57
M1,2021-11-24,R1,5.4,5.19,completed,1.5,254.24
M1,2021-11-24,R2,15.1,14.66,completed,0.0,833.64
M2,2021-11-25,R1,3.54,3.59,completed,1.5,138.33
M3,2021-11-25,R5,1.55,1.61,completed,2.0,29.38
M2,2021-11-25,R4,6.43,6.64,completed,1.5,271.96
M3,2021-11-25,R1,2.55,2.48,completed,0.0,51.68
M1,2021-11-25,R1,5.18,5.3,completed,1.5,243.83
M1,2021-11-25,R2,15.32,14.77,completed,0.0,845.84
M2,2021-11-25,R3,9.03,8.98,completed,0.0,339.63
M2,2021-11-26,R1,1.73,1.75,completed,1.5,67.65
M2,2021-11-26,R4,4.2,4.11,completed,1.5,177.86
M3,2021-11-26,R5,0.98,1.02,completed,0.0,18.49
M1,2021-11-26,R1,5.26,5.19,completed,1.5,247.91
M1,2021-11-26,R2,9.74,9.47,completed,0.0,537.45
M2,2021-11-26,R3,5.69,5.9,completed,0.0,213.83
M1,2021-11-27,R2,9.69,9.83,completed,0.0,534.7
M1,2021-11-27,R1,5.31,5.38,completed,1.5,250.26
M2,2021-11-27,R3,5.76,5.82,completed,0.0,216.69
M2,2021-11-27,R4,4.13,4.15,completed,1.5,174.73
M2,2021-11-27,R1,1.74,1.8,completed,1.5,67.84
M3,2021-11-27,R5,0.97,0.97,completed,0.0,18.35
M2,2021-11-28,R4,6.53,6.73,completed,1.5,276.02
M1,2021-11-28,R2,15.45,15.65,completed,0.0,852.99
M1,2021-11-28,R1,5.05,5.14,completed,1.5,237.73
M3,2021-11-28,R1,2.51,2.49,completed,0.0,51.03
M2,2021-11-28,R1,3.67,3.53,completed,1.5,143.35
M3,2021-11-28,R5,1.59,1.6,completed,2.0,29.98
M2,2021-11-28,R3,8.81,8.83,completed,0.0,331.2
M3,2021-11-29,R1,2.54,2.57,completed,0.0,51.5
M1,2021-11-29,R1,5.34,5.53,completed,1.5,251.66
M2,2021-11-29,R3,9.49,9.74,completed,0.0,356.84
M1,2021-11-29,R2,15.16,14.57,completed,0.0,836.66
M2,2021-11-29,R1,3.11,3.07,completed,1.5,121.55
M3,2021-11-29,R5,1.56,1.54,completed,2.0,29.54
M2,2021-11-29,R4,6.4,6.26,completed,1.5,270.76
M1,2021-11-30,R2,15.3,15.73,completed,0.0,844.37
M2,2021-11-30,R3,8.96,9.19,completed,0.0,336.99
M2,2021-11-30,R4,6.48,6.47,completed,1.5,274.31
M2,2021-11-30,R1,3.55,3.54,completed,1.5,138.91
M3,2021-11-30,R1,2.62,2.55,completed,0.0,53.27
M3,2021-11-30,R5,1.48,1.53,completed,2.0,27.89
M1,2021-11-30,R1,5.2,5.1,completed,1.5,245.08
M1,2021-12-01,R1,5.98,5.84,completed,1.5,281.81
M1,2021-12-01,R3,3.65,3.52,completed,2.5,162.17
M1,2021-12-01,R2,8.36,8.26,completed,0.0,461.7
M2,2021-12-01,R5,0.81,0.81,completed,2.0,30.26
M2,2021-12-01,R3,1.1,1.06,completed,2.5,41.54
M2,2021-12-01,R4,3.68,3.68,completed,0.0,155.74
M3,2021-12-02,R5,1.48,1.45,completed,2.0,28.01
M2,2021-12-02,R1,3.63,3.5,completed,1.5,141.83
M2,2021-12-02,R4,6.39,6.27,completed,1.5,270.1
M3,2021-12-02,R1,2.62,2.7,completed,0.0,53.15
M1,2021-12-02,R1,5.23,5.23,completed,1.5,246.31
M1,2021-12-02,R2,15.27,15.76,completed,0.0,842.93
M2,2021-12-02,R3,8.99,8.66,completed,0.0,337.92
M1,2021-12-03,R2,9.58,9.25,completed,0.0,528.96
M1,2021-12-03,R1,5.42,5.62,completed,1.5,255.16
M2,2021-12-03,R3,5.99,5.98,completed,0.0,225.2
M2,2021-12-03,R4,4.12,4.09,completed,1.5,174.34
M2,2021-12-03,R1,1.54,1.59,completed,1.5,60.26
M3,2021-12-03,R5,0.95,0.95,completed,0.0,17.91
M1,2021-12-04,R2,9.73,9.56,completed,0.0,537.21
M2,2021-12-04,R3,5.58,5.47,completed,0.0,209.69
M1,2021-12-04,R1,5.27,5.39,completed,1.5,248.12
M2,2021-12-04,R1,2.01,2.06,completed,1.5,78.51
M3,2021-12-04,R5,0.97,1.0,completed,0.0,18.26
M2,2021-12-04,R4,4.05,4.03,completed,1.5,171.29
M3,2021-12-05,R1,2.63,2.63,completed,0.0,53.41
M2,2021-12-05,R1,3.21,3.16,completed,1.5,125.44
M2,2021-12-05,R4,6.31,6.37,completed,1.5,267.09
M3,2021-12-05,R5,1.47,1.5,completed,2.0,27.76
M1,2021-12-05,R1,5.43,5.44,completed,1.5,255.98
M1,2021-12-05,R2,15.07,15.19,completed,0.0,831.6
M2,2021-12-05,R3,9.48,9.16,completed,0.0,356.36
M3,2021-12-06,R5,1.59,1.65,completed,2.0,30.09
M2,2021-12-06,R1,3.38,3.29,completed,1.5,132.14
M2,2021-12-06,R4,6.83,6.67,completed,1.5,288.99
M3,2021-12-06,R1,2.51,2.45,completed,0.0,50.91
M1,2021-12-06,R1,4.97,4.81,completed,1.5,233.97
M1,2021-12-06,R2,15.53,15.71,completed,0.0,857.4
M2,2021-12-06,R3,8.79,8.72,completed,0.0,330.45
M1,2021-12-07,R2,15.12,15.38,completed,0.0,834.89
M2,2021-12-07,R3,9.38,9.38,completed,0.0,352.68
M1,2021-12-07,R1,5.38,5.55,completed,1.5,253.17
M3,2021-12-07,R5,1.48,1.51,completed,2.0,27.97
M2,2021-12-07,R4,6.38,6.13,completed,1.5,269.94
M3,2021-12-07,R1,2.62,2.55,completed,0.0,53.19
M2,2021-12-07,R1,3.24,3.12,completed,1.5,126.64
M3,2021-12-08,R1,2.58,2.55,completed,0.0,52.42
M1,2021-12-08,R2,15.41,15.04,completed,0.0,850.36
M1,2021-12-08,R1,5.09,4.93,completed,1.5,239.97
M2,2021-12-08,R3,8.92,9.18,completed,0.0,335.47
M2,2021-12-08,R4,6.75,6.6,completed,1.5,285.55
M2,2021-12-08,R1,3.33,3.33,completed,1.5,130.1
M3,2021-12-08,R5,1.52,1.57,completed,2.0,28.69
M1,2021-12-09,R1,5.11,5.09,completed,1.5,240.67
M2,2021-12-09,R3,8.93,9.19,completed,0.0,335.68
M2,2021-12-09,R4,6.49,6.61,completed,1.5,274.47
M1,2021-12-09,R2,15.39,15.64,completed,0.0,849.54
M3,2021-12-09,R5,1.57,1.54,completed,2.0,29.73
M2,2021-12-09,R1,3.58,3.67,completed,1.5,140.13
M3,2021-12-09,R1,2.53,2.62,completed,0.0,51.3
M1,2021-12-10,R2,9.73,9.5,completed,0.0,537.15
M2,2021-12-10,R3,5.76,5.78,completed,0.0,216.64
M1,2021-12-10,R1,5.27,5.29,completed,1.5,248.17
M2,2021-12-10,R4,4.1,4.22,completed,1.5,173.47
M2,2021-12-10,R1,1.7,1.66,completed,1.5,66.65
M3,2021-12-10,R5,1.03,1.03,completed,0.0,19.52
M1,2021-12-11,R2,9.65,9.67,completed,0.0,532.76
M1,2021-12-11,R1,5.35,5.33,completed,1.5,251.92
M2,2021-12-11,R3,5.78,5.58,completed,0.0,217.34
M2,2021-12-11,R4,4.18,4.06,completed,1.5,176.9
M2,2021-12-11,R1,1.72,1.67,completed,1.5,67.08
M3,2021-12-11,R5,0.92,0.93,completed,0.0,17.43
M2,2021-12-12,R3,8.86,9.03,completed,0.0,333.17
M1,2021-12-12,R1,5.13,5.0,completed,1.5,241.54
M1,2021-12-12,R2,15.37,15.28,completed,0.0,848.52
M2,2021-12-12,R4,6.55,6.71,completed,1.5,277.1
M3,2021-12-12,R5,1.5,1.45,completed,2.0,28.43
M3,2021-12-12,R1,2.6,2.64,completed,0.0,52.69
M2,2021-12-12,R1,3.59,3.51,completed,1.5,140.3
M3,2021-12-13,R5,1.51,1.5,completed,2.0,28.51
M3,2021-12-13,R1,2.59,2.69,completed,0.0,52.61
M2,2021-12-13,R1,3.62,3.5,completed,1.5,141.53
M1,2021-12-13,R2,15.38,15.82,completed,0.0,849.16
M2,2021-12-13,R3,8.84,8.59,completed,0.0,332.2
M1,2021-12-13,R1,5.12,5.31,completed,1.5,241.0
M2,2021-12-13,R4,6.55,6.7,completed,1.5,276.86
M3,2021-12-14,R1,2.56,2.59,completed,0.0,52.01
M3,2021-12-14,R5,1.54,1.57,completed,2.0,29.07
M2,2021-12-14,R1,3.51,3.39,completed,1.5,137.17
M2,2021-12-14,R4,6.73,6.67,completed,1.5,284.5
M2,2021-12-14,R3,8.77,8.59,completed,0.0,329.6
M1,2021-12-14,R1,5.03,5.13,completed,1.5,236.77
M1,2021-12-14,R2,15.47,15.52,completed,0.0,854.11
M3,2021-12-15,R5,1.46,1.43,completed,2.0,27.68
M2,2021-12-15,R1,3.32,3.39,completed,1.5,129.95
M2,2021-12-15,R4,6.64,6.46,completed,1.5,281.05
M3,2021-12-15,R1,2.64,2.53,completed,0.0,53.5
M1,2021-12-15,R1,5.2,5.22,completed,1.5,245.06
M1,2021-12-15,R2,15.3,15.73,completed,0.0,844.4
M2,2021-12-15,R3,9.03,9.22,completed,0.0,339.62
M1,2021-12-16,R2,15.03,15.19,completed,0.0,829.74
M1,2021-12-16,R1,5.47,5.39,completed,1.5,257.56
M3,2021-12-16,R1,2.67,2.65,completed,0.0,54.21
M2,2021-12-16,R3,9.49,9.42,completed,0.0,356.73
M2,2021-12-16,R1,3.19,3.2,completed,1.5,124.57
M3,2021-12-16,R5,1.43,1.43,completed,2.0,27.02
M2,2021-12-16,R4,6.33,6.49,completed,1.5,267.61
M2,2021-12-17,R1,1.94,1.95,completed,1.5,75.91
M2,2021-12-17,R4,4.06,3.98,completed,1.5,171.77
M3,2021-12-17,R5,0.87,0.86,completed,0.0,16.44
M1,2021-12-17,R1,5.4,5.39,completed,1.5,254.33
M1,2021-12-17,R2,9.6,9.87,completed,0.0,529.93
M2,2021-12-17,R3,5.73,5.9,completed,0.0,215.38
M2,2021-12-18,R1,1.7,1.69,completed,1.5,66.49
M3,2021-12-18,R5,0.94,0.97,completed,0.0,17.8
M2,2021-12-18,R4,4.03,4.04,completed,1.5,170.58
M1,2021-12-18,R1,5.42,5.45,completed,1.5,255.22
M1,2021-12-18,R2,9.58,9.65,completed,0.0,528.89
M2,2021-12-18,R3,5.93,5.96,completed,0.0,222.79
M3,2021-12-19,R1,2.56,2.6,completed,0.0,52.07
M3,2021-12-19,R5,1.54,1.56,completed,2.0,29.01
M2,2021-12-19,R4,6.16,6.08,completed,1.5,260.63
M2,2021-12-19,R1,3.4,3.33,completed,1.5,132.81
M2,2021-12-19,R3,9.44,9.22,completed,0.0,355.01
M1,2021-12-19,R1,5.4,5.37,completed,1.5,254.41
M1,2021-12-19,R2,15.1,14.82,completed,0.0,833.44
M3,2021-12-20,R1,2.57,2.55,completed,0.0,52.12
M2,2021-12-20,R1,3.32,3.26,completed,1.5,129.64
M2,2021-12-20,R4,6.5,6.67,completed,1.5,274.79
M3,2021-12-20,R5,1.53,1.55,completed,2.0,28.96
M1,2021-12-20,R1,5.24,5.44,completed,1.5,246.66
M1,2021-12-20,R2,15.26,14.99,completed,0.0,842.52
M2,2021-12-20,R3,9.19,9.03,completed,0.0,345.48
M1,2021-12-21,R2,15.1,15.17,completed,0.0,833.68
M1,2021-12-21,R1,5.4,5.4,completed,1.5,254.21
M3,2021-12-21,R5,1.46,1.41,completed,2.0,27.65
M2,2021-12-21,R3,9.37,9.59,completed,0.0,352.22
M2,2021-12-21,R1,3.31,3.42,completed,1.5,129.35
M3,2021-12-21,R1,2.64,2.58,completed,0.0,53.53
M2,2021-12-21,R4,6.32,6.43,completed,1.5,267.51
M3,2021-12-22,R1,2.63,2.65,completed,0.0,53.44
M2,2021-12-22,R1,3.32,3.37,completed,1.5,129.95
M2,2021-12-22,R4,6.44,6.31,completed,1.5,272.54
M3,2021-12-22,R5,1.47,1.43,completed,2.0,27.74
M1,2021-12-22,R1,5.32,5.23,completed,1.5,250.49
M1,2021-12-22,R2,15.18,15.79,completed,0.0,838.03
M2,2021-12-22,R3,9.23,8.9,completed,0.0,347.18
M2,2021-12-23,R1,3.44,3.47,completed,1.5,134.42
M3,2021-12-23,R5,1.54,1.48,completed,2.0,29.08
M2,2021-12-23,R4,6.36,6.1,completed,1.5,268.93
M3,2021-12-23,R1,2.56,2.53,completed,0.0,52.0
M1,2021-12-23,R1,5.27,5.24,completed,1.5,248.14
M1,2021-12-23,R2,15.23,14.85,completed,0.0,840.79
M2,2021-12-23,R3,9.2,8.85,completed,0.0,346.09
M1,2021-12-24,R1,5.4,5.59,completed,1.5,254.44
M1,2021-12-24,R2,9.6,9.57,completed,0.0,529.81
M2,2021-12-24,R4,4.09,4.01,completed,1.5,173.19
M3,2021-12-24,R5,0.95,0.92,completed,0.0,17.95
M2,2021-12-24,R1,1.62,1.62,completed,1.5,63.38
M2,2021-12-24,R3,5.94,5.82,completed,0.0,223.16
M1,2021-12-25,R2,9.75,9.86,completed,0.0,538.31
M1,2021-12-25,R1,5.25,5.39,completed,1.5,247.18
M2,2021-12-25,R3,5.68,5.54,completed,0.0,213.67
M2,2021-12-25,R4,4.29,4.34,completed,1.5,181.35
M2,2021-12-25,R1,1.66,1.71,completed,1.5,64.8
M3,2021-12-25,R5,0.97,1.0,completed,0.0,18.39
M2,2021-12-26,R3,9.35,9.47,completed,0.0,351.65
M1,2021-12-26,R2,15.18,15.24,completed,0.0,837.88
M3,2021-12-26,R5,1.49,1.5,completed,2.0,28.15
M1,2021-12-26,R1,5.32,5.17,completed,1.5,250.62
M2,2021-12-26,R1,3.1,3.17,completed,1.5,121.3
M3,2021-12-26,R1,2.61,2.7,completed,0.0,52.99
M2,2021-12-26,R4,6.55,6.67,completed,1.5,276.86
M1,2021-12-27,R2,15.43,15.39,completed,0.0,851.66
M1,2021-12-27,R1,5.07,5.07,completed,1.5,238.86
M3,2021-12-27,R1,2.52,2.42,completed,0.0,51.19
M2,2021-12-27,R3,8.81,8.68,completed,0.0,331.13
M2,2021-12-27,R1,3.75,3.81,completed,1.5,146.57
M3,2021-12-27,R5,1.58,1.52,completed,2.0,29.83
M2,2021-12-27,R4,6.44,6.22,completed,1.5,272.62
M3,2021-12-28,R1,2.6,2.61,completed,0.0,52.78
M1,2021-12-28,R2,15.23,15.03,completed,0.0,840.63
M1,2021-12-28,R1,5.27,5.45,completed,1.5,248.27
M2,2021-12-28,R3,9.27,9.25,completed,0.0,348.37
M2,2021-12-28,R4,6.59,6.44,completed,1.5,278.68
M2,2021-12-28,R1,3.15,3.25,completed,1.5,123.04
M3,2021-12-28,R5,1.5,1.48,completed,2.0,28.35
M1,2021-12-29,R1,5.18,5.16,completed,1.5,244.1
M1,2021-12-29,R2,15.32,15.58,completed,0.0,845.52
M2,2021-12-29,R4,6.61,6.46,completed,1.5,279.71
M2,2021-12-29,R3,9.04,9.21,completed,0.0,339.86
M2,2021-12-29,R1,3.35,3.25,completed,1.5,130.93
M3,2021-12-29,R5,1.5,1.48,completed,2.0,28.36
M3,2021-12-29,R1,2.6,2.59,completed,0.0,52.77
M3,2021-12-30,R1,2.65,2.7,completed,0.0,53.77
M2,2021-12-30,R1,3.26,3.21,completed,1.5,127.29
M2,2021-12-30,R4,6.45,6.59,completed,1.5,272.98
M3,2021-12-30,R5,1.45,1.45,completed,2.0,27.43
M1,2021-12-30,R1,5.35,5.47,completed,1.5,252.0
M1,2021-12-30,R2,15.15,15.28,completed,0.0,836.26
M2,2021-12-30,R3,9.29,9.59,completed,0.0,349.34
M2,2021-12-31,R1,1.69,1.7,completed,1.5,66.08
M2,2021-12-31,R4,4.02,3.88,completed,1.5,169.94
M3,2021-12-31,R5,1.07,1.05,completed,0.0,20.13
M1,2021-12-31,R1,5.28,5.37,completed,1.5,248.92
M1,2021-12-31,R2,9.72,10.03,completed,0.0,536.28
M2,2021-12-31,R3,5.83,5.66,completed,0.0,219.11
M1,2022-01-01,R2,9.65,9.39,completed,0.0,532.73
M2,2022-01-01,R3,5.81,5.76,completed,0.0,218.62
M1,2022-01-01,R1,5.35,5.48,completed,1.5,251.94
M3,2022-01-01,R5,0.96,0.98,completed,0.0,18.2
M2,2022-01-01,R4,4.09,3.95,completed,1.5,172.82
M2,2022-01-01,R1,1.74,1.7,completed,1.5,67.93
M1,2022-01-02,R2,9.64,9.75,completed,0.0,532.12
M1,2022-01-02,R1,5.36,5.26,completed,1.5,252.47
M2,2022-01-02,R3,5.84,5.77,completed,0.0,219.57
M2,2022-01-02,R4,4.22,4.07,completed,1.5,178.45
M2,2022-01-02,R1,1.62,1.68,completed,1.5,63.24
M3,2022-01-02,R5,0.92,0.91,completed,0.0,17.47
M2,2022-01-03,R3,9.16,9.04,completed,0.0,344.44
M1,2022-01-03,R2,15.2,15.73,completed,0.0,839.28
M1,2022-01-03,R1,5.3,5.43,completed,1.5,249.42
M3,2022-01-03,R1,2.65,2.76,completed,0.0,53.88
M2,2022-01-03,R4,6.51,6.61,completed,1.5,275.24
M3,2022-01-03,R5,1.45,1.46,completed,2.0,27.33
M2,2022-01-03,R1,3.33,3.33,completed,1.5,130.3
M3,2022-01-04,R1,2.56,2.47,completed,0.0,51.95
M3,2022-01-04,R5,1.54,1.52,completed,2.0,29.12
M2,2022-01-04,R1,2.99,3.04,completed,1.5,116.78
M2,2022-01-04,R4,6.65,6.55,completed,1.5,281.29
M2,2022-01-04,R3,9.36,9.15,completed,0.0,352.06
M1,2022-01-04,R1,5.26,5.32,completed,1.5,247.73
M1,2022-01-04,R2,15.24,15.26,completed,0.0,841.26
M1,2022-01-05,R2,15.09,15.24,completed,0.0,833.13
M1,2022-01-05,R1,5.41,5.62,completed,1.5,254.67
M3,2022-01-05,R1,2.64,2.71,completed,0.0,53.63
M2,2022-01-05,R3,9.54,9.86,completed,0.0,358.66
M2,2022-01-05,R1,2.88,2.88,completed,1.5,112.67
M3,2022-01-05,R5,1.46,1.47,completed,2.0,27.56
M2,2022-01-05,R4,6.58,6.75,completed,1.5,278.31
M3,2022-01-06,R5,1.57,1.57,completed,2.0,29.76
M2,2022-01-06,R1,3.33,3.38,completed,1.5,130.2
M2,2022-01-06,R4,6.29,6.34,completed,1.5,266.07
M3,2022-01-06,R1,2.53,2.45,completed,0.0,51.27
M1,2022-01-06,R1,5.32,5.2,completed,1.5,250.47
M1,2022-01-06,R2,15.18,15.13,completed,0.0,838.05
M2,2022-01-06,R3,9.38,9.72,completed,0.0,352.69
M2,2022-01-07,R1,3.28,3.17,completed,1.5,128.42
M3,2022-01-07,R5,1.51,1.5,completed,2.0,28.59
M2,2022-01-07,R4,6.41,6.36,completed,1.5,271.21
M1,2022-01-07,R1,5.31,5.42,completed,1.5,250.29
M1,2022-01-07,R2,15.19,15.75,completed,0.0,838.27
M3,2022-01-07,R1,2.59,2.56,completed,0.0,52.52
M2,2022-01-07,R3,9.3,9.59,completed,0.0,349.83
M1,2022-01-08,R2,9.74,9.58,completed,0.0,537.38
M2,2022-01-08,R1,1.82,1.88,completed,1.5,71.33
M3,2022-01-08,R5,0.96,0.94,completed,0.0,18.09
M2,2022-01-08,R4,4.19,4.33,completed,1.5,177.06
M2,2022-01-08,R3,5.63,5.49,completed,0.0,211.79
M1,2022-01-08,R1,5.26,5.28,completed,1.5,247.97
M1,2022-01-09,R2,9.66,9.78,completed,0.0,533.5
M1,2022-01-09,R1,5.34,5.34,completed,1.5,251.29
M2,2022-01-09,R3,5.88,5.77,completed,0.0,221.24
M2,2022-01-09,R4,4.1,4.23,completed,1.5,173.4
M2,2022-01-09,R1,1.61,1.57,completed,1.5,62.94
M3,2022-01-09,R5,1.01,1.02,completed,0.0,19.03
M1,2022-01-10,R1,5.24,5.38,completed,1.5,247.01
M2,2022-01-10,R4,6.75,6.93,completed,1.5,285.54
M2,2022-01-10,R3,9.2,9.29,completed,0.0,346.06
M3,2022-01-10,R5,1.46,1.43,completed,2.0,27.62
M2,2022-01-10,R1,3.05,3.01,completed,1.5,119.1
M3,2022-01-10,R1,2.64,2.54,completed,0.0,53.56
M1,2022-01-10,R2,15.26,15.05,completed,0.0,842.12
M3,2022-01-11,R1,2.58,2.64,completed,0.0,52.28
M3,2022-01-11,R5,1.52,1.5,completed,2.0,28.82
M2,2022-01-11,R1,3.58,3.51,completed,1.5,139.96
M1,2022-01-11,R2,15.41,15.8,completed,0.0,850.76
M2,2022-01-11,R3,8.82,8.7,completed,0.0,331.78
