sku_id,date,forecast_tons,forecast_units,confidence_pct,seasonality_index,scenario_id
SKU014,2021-05-18,101.57,10157,0.8,1.06,base
SKU001,2021-05-19,262.9,5842,0.87,1.05,base
SKU002,2021-05-19,138.09,13809,0.88,1.05,base
SKU003,2021-05-19,32.77,32770,0.84,1.05,base
SKU004,2021-05-19,226.13,5025,0.88,1.05,base
SKU005,2021-05-19,103.01,10301,0.88,1.05,base
SKU006,2021-05-19,142.22,3160,0.85,1.05,base
SKU007,2021-05-19,89.39,8939,0.9,1.05,base
SKU008,2021-05-19,176.79,3929,0.94,1.05,base
SKU009,2021-05-19,80.49,8049,0.87,1.05,base
SKU010,2021-05-19,157.81,3507,0.92,1.05,base
SKU011,2021-05-19,260.08,5780,0.84,1.05,base
SKU012,2021-05-19,125.74,12574,0.91,1.05,base
SKU013,2021-05-19,197.13,4381,0.9,1.05,base
SKU014,2021-05-19,101.18,10118,0.9,1.05,base
SKU001,2021-05-20,318.52,7078,0.93,1.05,base
SKU002,2021-05-20,139.56,13956,0.84,1.05,base
SKU003,2021-05-20,34.62,34620,0.86,1.05,base
SKU004,2021-05-20,220.04,4890,0.81,1.05,base
SKU005,2021-05-20,104.42,10442,0.91,1.05,base
SKU006,2021-05-20,139.92,3109,0.93,1.05,base
SKU007,2021-05-20,86.06,8606,0.86,1.05,base
SKU008,2021-05-20,163.71,3638,0.85,1.05,base
SKU009,2021-05-20,83.12,8312,0.9,1.05,base
SKU010,2021-05-20,163.88,3642,0.81,1.05,base
SKU011,2021-05-20,241.8,5373,0.84,1.05,base
SKU012,2021-05-20,134.28,13428,0.85,1.05,base
SKU013,2021-05-20,211.47,4699,0.88,1.05,base
SKU014,2021-05-20,92.66,9266,0.87,1.05,base
SKU001,2021-05-21,254.2,5649,0.83,1.05,base
SKU002,2021-05-21,118.92,11892,0.88,1.05,base
SKU003,2021-05-21,28.15,28150,0.94,1.05,base
SKU004,2021-05-21,210.97,4688,0.8,1.05,base
SKU005,2021-05-21,98.14,9814,0.9,1.05,base
SKU006,2021-05-21,121.41,2698,0.89,1.05,base
SKU007,2021-05-21,88.15,8815,0.94,1.05,base
SKU008,2021-05-21,142.89,3175,0.9,1.05,base
SKU009,2021-05-21,75.01,7501,0.89,1.05,base
SKU010,2021-05-21,133.05,2957,0.92,1.05,base
SKU011,2021-05-21,239.64,5325,0.84,1.05,base
SKU012,2021-05-21,136.58,13658,0.89,1.05,base
SKU013,2021-05-21,183.7,4082,0.88,1.05,base
SKU014,2021-05-21,92.95,9295,0.87,1.05,base
SKU001,2021-05-22,270.43,6010,0.81,1.05,base
SKU002,2021-05-22,118.76,11876,0.84,1.05,base
SKU003,2021-05-22,28.14,28140,0.84,1.05,base
SKU004,2021-05-22,219.42,4876,0.91,1.05,base
SKU005,2021-05-22,89.88,8988,0.94,1.05,base
SKU006,2021-05-22,126.63,2814,0.83,1.05,base
SKU007,2021-05-22,80.77,8077,0.81,1.05,base
SKU008,2021-05-22,135.63,3014,0.95,1.05,base
SKU009,2021-05-22,84.46,8446,0.9,1.05,base
SKU010,2021-05-22,126.02,2800,0.93,1.05,base
SKU011,2021-05-22,217.74,4839,0.82,1.05,base
SKU012,2021-05-22,114.59,11459,0.92,1.05,base
SKU013,2021-05-22,191.12,4247,0.92,1.05,base
SKU014,2021-05-22,96.36,9636,0.82,1.05,base
SKU001,2021-05-23,301.71,6705,0.82,1.05,base
SKU002,2021-05-23,138.56,13856,0.84,1.05,base
SKU003,2021-05-23,31.68,31680,0.83,1.05,base
SKU004,2021-05-23,231.86,5152,0.95,1.05,base
SKU005,2021-05-23,100.13,10013,0.85,1.05,base
SKU006,2021-05-23,134.96,2999,0.91,1.05,base
SKU007,2021-05-23,84.93,8493,0.92,1.05,base
SKU008,2021-05-23,159.95,3554,0.86,1.05,base
SKU009,2021-05-23,85.65,8565,0.9,1.05,base
SKU010,2021-05-23,139.59,3102,0.82,1.05,base
SKU011,2021-05-23,259.75,5772,0.86,1.05,base
SKU012,2021-05-23,127.92,12792,0.95,1.05,base
SKU013,2021-05-23,223.67,4970,0.83,1.05,base
SKU014,2021-05-23,98.26,9826,0.86,1.05,base
SKU001,2021-05-24,324.34,7208,0.92,1.05,base
SKU002,2021-05-24,130.75,13075,0.9,1.05,base
SKU003,2021-05-24,31.66,31660,0.89,1.05,base
SKU004,2021-05-24,228.68,5082,0.93,1.05,base
SKU005,2021-05-24,101.26,10126,0.8,1.05,base
SKU006,2021-05-24,118.74,2639,0.92,1.05,base
SKU007,2021-05-24,83.76,8376,0.93,1.05,base
SKU008,2021-05-24,157.22,3494,0.8,1.05,base
SKU009,2021-05-24,88.65,8865,0.88,1.05,base
SKU010,2021-05-24,156.02,3467,0.85,1.05,base
SKU011,2021-05-24,261.91,5820,0.81,1.05,base
SKU012,2021-05-24,114.15,11415,0.86,1.05,base
SKU013,2021-05-24,199.22,4427,0.9,1.05,base
SKU014,2021-05-24,96.55,9655,0.94,1.05,base
SKU001,2021-05-25,296.11,6580,0.89,1.05,base
SKU002,2021-05-25,130.2,13020,0.93,1.05,base
SKU003,2021-05-25,31.78,31780,0.82,1.05,base
SKU004,2021-05-25,245.24,5450,0.83,1.05,base
SKU005,2021-05-25,86.43,8643,0.95,1.05,base
SKU006,2021-05-25,132.14,2936,0.93,1.05,base
SKU007,2021-05-25,90.37,9037,0.84,1.05,base
SKU008,2021-05-25,168.42,3743,0.89,1.05,base
SKU009,2021-05-25,90.2,9020,0.85,1.05,base
SKU010,2021-05-25,158.93,3532,0.87,1.05,base
SKU011,2021-05-25,252.48,5611,0.93,1.05,base
SKU012,2021-05-25,123.0,12300,0.91,1.05,base
SKU013,2021-05-25,194.88,4331,0.84,1.05,base
SKU014,2021-05-25,95.86,9586,0.85,1.05,base
SKU001,2021-05-26,291.63,6481,0.84,1.05,base
SKU002,2021-05-26,137.59,13759,0.92,1.05,base
SKU003,2021-05-26,32.04,32040,0.87,1.05,base
SKU004,2021-05-26,215.85,4797,0.94,1.05,base
SKU005,2021-05-26,91.73,9173,0.92,1.05,base
SKU006,2021-05-26,142.97,3177,0.83,1.05,base
SKU007,2021-05-26,86.6,8660,0.92,1.05,base
SKU008,2021-05-26,156.2,3471,0.88,1.05,base
SKU009,2021-05-26,87.23,8723,0.84,1.05,base
SKU010,2021-05-26,166.1,3691,0.85,1.05,base
SKU011,2021-05-26,255.01,5667,0.95,1.05,base
SKU012,2021-05-26,134.51,13451,0.87,1.05,base
SKU013,2021-05-26,229.59,5102,0.91,1.05,base
SKU014,2021-05-26,88.31,8831,0.87,1.05,base
SKU001,2021-05-27,293.45,6521,0.86,1.05,base
SKU002,2021-05-27,136.8,13680,0.92,1.05,base
SKU003,2021-05-27,31.34,31340,0.93,1.05,base
SKU004,2021-05-27,232.05,5157,0.81,1.05,base
SKU005,2021-05-27,93.74,9374,0.84,1.05,base
SKU006,2021-05-27,127.02,2823,0.88,1.05,base
SKU007,2021-05-27,84.15,8415,0.85,1.05,base
SKU008,2021-05-27,167.56,3724,0.92,1.05,base
SKU009,2021-05-27,87.48,8748,0.82,1.05,base
SKU010,2021-05-27,152.31,3385,0.92,1.05,base
SKU011,2021-05-27,292.39,6498,0.89,1.05,base
SKU012,2021-05-27,141.21,14121,0.84,1.05,base
SKU013,2021-05-27,195.07,4335,0.85,1.05,base
SKU014,2021-05-27,95.27,9527,0.83,1.05,base
SKU001,2021-05-28,312.39,6942,0.84,1.04,base
SKU002,2021-05-28,115.96,11596,0.91,1.04,base
SKU003,2021-05-28,32.96,32960,0.86,1.04,base
SKU004,2021-05-28,204.49,4544,0.9,1.04,base
SKU005,2021-05-28,88.5,8850,0.88,1.04,base
SKU006,2021-05-28,124.55,2768,0.82,1.04,base
SKU007,2021-05-28,79.24,7924,0.87,1.04,base
SKU008,2021-05-28,152.93,3398,0.91,1.04,base
SKU009,2021-05-28,85.86,8586,0.84,1.04,base
SKU010,2021-05-28,144.58,3213,0.9,1.04,base
SKU011,2021-05-28,240.48,5344,0.83,1.04,base
SKU012,2021-05-28,129.39,12939,0.82,1.04,base
SKU013,2021-05-28,207.71,4616,0.85,1.04,base
SKU014,2021-05-28,86.26,8626,0.86,1.04,base
SKU001,2021-05-29,305.85,6797,0.91,1.04,base
SKU002,2021-05-29,123.1,12310,0.87,1.04,base
SKU003,2021-05-29,29.5,29500,0.81,1.04,base
SKU004,2021-05-29,187.64,4170,0.9,1.04,base
SKU005,2021-05-29,83.29,8329,0.87,1.04,base
SKU006,2021-05-29,129.41,2876,0.85,1.04,base
SKU007,2021-05-29,86.43,8643,0.92,1.04,base
SKU008,2021-05-29,149.73,3327,0.82,1.04,base
SKU009,2021-05-29,72.48,7248,0.94,1.04,base
SKU010,2021-05-29,131.59,2924,0.85,1.04,base
SKU011,2021-05-29,219.18,4871,0.87,1.04,base
SKU012,2021-05-29,109.37,10937,0.94,1.04,base
SKU013,2021-05-29,218.93,4865,0.91,1.04,base
SKU014,2021-05-29,98.67,9867,0.81,1.04,base
SKU001,2021-05-30,285.25,6339,0.89,1.04,base
SKU002,2021-05-30,129.45,12945,0.85,1.04,base
SKU003,2021-05-30,30.3,30300,0.88,1.04,base
SKU004,2021-05-30,226.47,5033,0.91,1.04,base
SKU005,2021-05-30,105.09,10509,0.87,1.04,base
SKU006,2021-05-30,136.49,3033,0.81,1.04,base
SKU007,2021-05-30,89.83,8983,0.88,1.04,base
SKU008,2021-05-30,160.31,3562,0.8,1.04,base
SKU009,2021-05-30,91.79,9179,0.85,1.04,base
SKU010,2021-05-30,155.98,3466,0.87,1.04,base
SKU011,2021-05-30,264.25,5872,0.9,1.04,base
SKU012,2021-05-30,128.76,12876,0.88,1.04,base
SKU013,2021-05-30,219.28,4873,0.82,1.04,base
SKU014,2021-05-30,98.53,9853,0.94,1.04,base
SKU001,2021-05-31,293.69,6526,0.9,1.04,base
SKU002,2021-05-31,124.36,12436,0.85,1.04,base
SKU003,2021-05-31,30.73,30730,0.94,1.04,base
SKU004,2021-05-31,215.84,4796,0.93,1.04,base
SKU005,2021-05-31,96.12,9612,0.82,1.04,base
SKU006,2021-05-31,127.09,2824,0.9,1.04,base
SKU007,2021-05-31,83.57,8357,0.88,1.04,base
SKU008,2021-05-31,156.1,3469,0.83,1.04,base
SKU009,2021-05-31,87.51,8751,0.84,1.04,base
SKU010,2021-05-31,161.33,3585,0.88,1.04,base
SKU011,2021-05-31,258.6,5747,0.85,1.04,base
SKU012,2021-05-31,128.88,12888,0.93,1.04,base
SKU013,2021-05-31,205.54,4568,0.81,1.04,base
SKU014,2021-05-31,95.95,9595,0.94,1.04,base
SKU001,2021-06-01,319.49,7100,0.93,1.04,base
SKU002,2021-06-01,135.94,13594,0.91,1.04,base
SKU003,2021-06-01,33.87,33870,0.84,1.04,base
SKU004,2021-06-01,236.74,5261,0.91,1.04,base
SKU005,2021-06-01,99.04,9904,0.87,1.04,base
SKU006,2021-06-01,131.82,2929,0.9,1.04,base
SKU007,2021-06-01,87.21,8721,0.85,1.04,base
SKU008,2021-06-01,158.17,3515,0.93,1.04,base
SKU009,2021-06-01,86.51,8651,0.81,1.04,base
SKU010,2021-06-01,152.4,3387,0.9,1.04,base
SKU011,2021-06-01,266.65,5926,0.92,1.04,base
SKU012,2021-06-01,129.88,12988,0.9,1.04,base
SKU013,2021-06-01,238.06,5290,0.83,1.04,base
SKU014,2021-06-01,91.06,9106,0.84,1.04,base
SKU001,2021-06-02,312.58,6946,0.88,1.04,base
SKU002,2021-06-02,128.83,12883,0.85,1.04,base
SKU003,2021-06-02,32.28,32280,0.8,1.04,base
SKU004,2021-06-02,216.73,4816,0.81,1.04,base
SKU005,2021-06-02,101.75,10175,0.92,1.04,base
SKU006,2021-06-02,133.31,2962,0.81,1.04,base
SKU007,2021-06-02,89.65,8965,0.94,1.04,base
SKU008,2021-06-02,162.73,3616,0.87,1.04,base
SKU009,2021-06-02,84.66,8466,0.91,1.04,base
SKU010,2021-06-02,150.11,3336,0.82,1.04,base
SKU011,2021-06-02,263.78,5862,0.94,1.04,base
SKU012,2021-06-02,116.15,11615,0.81,1.04,base
SKU013,2021-06-02,224.54,4990,0.81,1.04,base
SKU014,2021-06-02,108.56,10856,0.81,1.04,base
SKU001,2021-06-03,308.11,6847,0.82,1.04,base
SKU002,2021-06-03,127.14,12714,0.87,1.04,base
SKU003,2021-06-03,31.98,31980,0.92,1.04,base
SKU004,2021-06-03,233.65,5192,0.84,1.04,base
SKU005,2021-06-03,95.46,9546,0.91,1.04,base
SKU006,2021-06-03,134.55,2990,0.92,1.04,base
SKU007,2021-06-03,85.22,8522,0.94,1.04,base
SKU008,2021-06-03,175.0,3889,0.82,1.04,base
SKU009,2021-06-03,93.22,9322,0.82,1.04,base
SKU010,2021-06-03,147.96,3288,0.82,1.04,base
SKU011,2021-06-03,256.85,5708,0.85,1.04,base
SKU012,2021-06-03,128.81,12881,0.87,1.04,base
SKU013,2021-06-03,214.82,4774,0.87,1.04,base
SKU014,2021-06-03,92.13,9213,0.84,1.04,base
SKU001,2021-06-04,261.47,5810,0.89,1.04,base
SKU002,2021-06-04,125.91,12591,0.85,1.04,base
SKU003,2021-06-04,31.24,31240,0.85,1.04,base
SKU004,2021-06-04,218.5,4856,0.82,1.04,base
SKU005,2021-06-04,88.57,8857,0.89,1.04,base
SKU006,2021-06-04,129.71,2882,0.9,1.04,base
SKU007,2021-06-04,78.91,7891,0.91,1.04,base
SKU008,2021-06-04,154.52,3434,0.94,1.04,base
SKU009,2021-06-04,73.52,7352,0.91,1.04,base
SKU010,2021-06-04,136.66,3037,0.84,1.04,base
SKU011,2021-06-04,235.16,5226,0.84,1.04,base
SKU012,2021-06-04,118.11,11811,0.94,1.04,base
SKU013,2021-06-04,184.41,4098,0.92,1.04,base
SKU014,2021-06-04,92.0,9200,0.92,1.04,base
SKU001,2021-06-05,290.4,6453,0.91,1.04,base
SKU002,2021-06-05,113.97,11397,0.84,1.04,base
SKU003,2021-06-05,27.89,27890,0.93,1.04,base
SKU004,2021-06-05,199.18,4426,0.82,1.04,base
SKU005,2021-06-05,90.98,9098,0.85,1.04,base
SKU006,2021-06-05,114.84,2552,0.85,1.04,base
SKU007,2021-06-05,78.38,7838,0.88,1.04,base
SKU008,2021-06-05,140.02,3112,0.87,1.04,base
SKU009,2021-06-05,86.72,8672,0.87,1.04,base
SKU010,2021-06-05,138.6,3080,0.88,1.04,base
SKU011,2021-06-05,250.35,5563,0.86,1.04,base
SKU012,2021-06-05,121.29,12129,0.84,1.04,base
SKU013,2021-06-05,196.87,4375,0.9,1.04,base
SKU014,2021-06-05,88.36,8836,0.92,1.04,base
SKU001,2021-06-06,289.0,6422,0.87,1.03,base
SKU002,2021-06-06,125.62,12562,0.9,1.03,base
SKU003,2021-06-06,30.51,30510,0.88,1.03,base
SKU004,2021-06-06,212.34,4719,0.81,1.03,base
SKU005,2021-06-06,106.44,10644,0.86,1.03,base
SKU006,2021-06-06,130.31,2896,0.8,1.03,base
SKU007,2021-06-06,91.96,9196,0.9,1.03,base
SKU008,2021-06-06,154.27,3428,0.88,1.03,base
SKU009,2021-06-06,80.32,8032,0.82,1.03,base
SKU010,2021-06-06,142.61,3169,0.88,1.03,base
SKU011,2021-06-06,251.61,5591,0.93,1.03,base
SKU012,2021-06-06,128.75,12875,0.85,1.03,base
SKU013,2021-06-06,212.58,4724,0.95,1.03,base
SKU014,2021-06-06,92.66,9266,0.94,1.03,base
SKU001,2021-06-07,300.84,6685,0.92,1.03,base
SKU002,2021-06-07,129.49,12949,0.92,1.03,base
SKU003,2021-06-07,33.22,33220,0.86,1.03,base
SKU004,2021-06-07,241.16,5359,0.86,1.03,base
SKU005,2021-06-07,94.53,9453,0.94,1.03,base
SKU006,2021-06-07,136.17,3026,0.85,1.03,base
SKU007,2021-06-07,85.86,8586,0.81,1.03,base
SKU008,2021-06-07,148.21,3294,0.82,1.03,base
SKU009,2021-06-07,93.21,9321,0.91,1.03,base
SKU010,2021-06-07,166.78,3706,0.86,1.03,base
SKU011,2021-06-07,264.69,5882,0.83,1.03,base
SKU012,2021-06-07,128.95,12895,0.92,1.03,base
SKU013,2021-06-07,211.05,4690,0.87,1.03,base
SKU014,2021-06-07,94.04,9404,0.89,1.03,base
SKU001,2021-06-08,317.29,7051,0.82,1.03,base
SKU002,2021-06-08,128.11,12811,0.83,1.03,base
SKU003,2021-06-08,34.74,34740,0.82,1.03,base
SKU004,2021-06-08,224.78,4995,0.88,1.03,base
SKU005,2021-06-08,94.18,9418,0.92,1.03,base
SKU006,2021-06-08,124.37,2764,0.91,1.03,base
SKU007,2021-06-08,82.3,8230,0.84,1.03,base
SKU008,2021-06-08,164.4,3653,0.93,1.03,base
SKU009,2021-06-08,79.95,7995,0.82,1.03,base
SKU010,2021-06-08,143.47,3188,0.82,1.03,base
SKU011,2021-06-08,273.42,6076,0.93,1.03,base
SKU012,2021-06-08,122.1,12210,0.84,1.03,base
SKU013,2021-06-08,222.92,4954,0.91,1.03,base
SKU014,2021-06-08,86.25,8625,0.8,1.03,base
SKU001,2021-06-09,320.5,7122,0.81,1.03,base
SKU002,2021-06-09,119.94,11994,0.89,1.03,base
SKU003,2021-06-09,30.61,30610,0.83,1.03,base
SKU004,2021-06-09,231.75,5150,0.8,1.03,base
SKU005,2021-06-09,97.35,9735,0.87,1.03,base
SKU006,2021-06-09,133.8,2973,0.85,1.03,base
SKU007,2021-06-09,79.92,7992,0.92,1.03,base
SKU008,2021-06-09,157.79,3506,0.92,1.03,base
SKU009,2021-06-09,82.75,8275,0.89,1.03,base
SKU010,2021-06-09,141.12,3136,0.84,1.03,base
SKU011,2021-06-09,263.77,5862,0.87,1.03,base
SKU012,2021-06-09,134.11,13411,0.91,1.03,base
SKU013,2021-06-09,209.86,4664,0.81,1.03,base
SKU014,2021-06-09,103.37,10337,0.85,1.03,base
SKU001,2021-06-10,286.76,6372,0.92,1.03,base
SKU002,2021-06-10,137.51,13751,0.86,1.03,base
SKU003,2021-06-10,32.88,32880,0.89,1.03,base
SKU004,2021-06-10,210.17,4670,0.81,1.03,base
SKU005,2021-06-10,105.45,10545,0.92,1.03,base
SKU006,2021-06-10,125.08,2780,0.82,1.03,base
SKU007,2021-06-10,90.42,9042,0.93,1.03,base
SKU008,2021-06-10,161.07,3579,0.82,1.03,base
SKU009,2021-06-10,86.88,8688,0.93,1.03,base
SKU010,2021-06-10,155.97,3466,0.85,1.03,base
SKU011,2021-06-10,266.66,5926,0.89,1.03,base
SKU012,2021-06-10,125.73,12573,0.93,1.03,base
SKU013,2021-06-10,218.87,4864,0.8,1.03,base
SKU014,2021-06-10,98.13,9813,0.84,1.03,base
SKU001,2021-06-11,277.21,6160,0.94,1.03,base
SKU002,2021-06-11,116.35,11635,0.86,1.03,base
SKU003,2021-06-11,29.7,29700,0.91,1.03,base
SKU004,2021-06-11,225.95,5021,0.82,1.03,base
SKU005,2021-06-11,86.86,8686,0.9,1.03,base
SKU006,2021-06-11,124.64,2770,0.81,1.03,base
SKU007,2021-06-11,75.94,7594,0.91,1.03,base
SKU008,2021-06-11,140.46,3121,0.85,1.03,base
SKU009,2021-06-11,91.2,9120,0.87,1.03,base
SKU010,2021-06-11,140.84,3130,0.82,1.03,base
SKU011,2021-06-11,241.77,5373,0.89,1.03,base
SKU012,2021-06-11,121.05,12105,0.85,1.03,base
SKU013,2021-06-11,209.7,4660,0.86,1.03,base
SKU014,2021-06-11,89.96,8996,0.9,1.03,base
SKU001,2021-06-12,285.13,6336,0.83,1.03,base
SKU002,2021-06-12,111.19,11119,0.93,1.03,base
SKU003,2021-06-12,30.8,30800,0.91,1.03,base
SKU004,2021-06-12,203.03,4512,0.89,1.03,base
SKU005,2021-06-12,91.01,9101,0.82,1.03,base
SKU006,2021-06-12,107.34,2385,0.9,1.03,base
SKU007,2021-06-12,80.74,8074,0.8,1.03,base
SKU008,2021-06-12,130.31,2896,0.92,1.03,base
SKU009,2021-06-12,77.19,7719,0.85,1.03,base
SKU010,2021-06-12,125.29,2784,0.82,1.03,base
SKU011,2021-06-12,242.25,5383,0.82,1.03,base
SKU012,2021-06-12,117.81,11781,0.94,1.03,base
SKU013,2021-06-12,188.14,4181,0.92,1.03,base
SKU014,2021-06-12,94.37,9437,0.84,1.03,base
SKU001,2021-06-13,284.08,6313,0.94,1.03,base
SKU002,2021-06-13,108.14,10814,0.82,1.03,base
SKU003,2021-06-13,32.68,32680,0.91,1.03,base
SKU004,2021-06-13,203.36,4519,0.9,1.03,base
SKU005,2021-06-13,91.46,9146,0.92,1.03,base
SKU006,2021-06-13,124.17,2759,0.86,1.03,base
SKU007,2021-06-13,78.92,7892,0.86,1.03,base
SKU008,2021-06-13,155.4,3453,0.89,1.03,base
SKU009,2021-06-13,79.0,7900,0.86,1.03,base
SKU010,2021-06-13,149.91,3331,0.81,1.03,base
SKU011,2021-06-13,239.26,5317,0.91,1.03,base
SKU012,2021-06-13,127.65,12765,0.9,1.03,base
SKU013,2021-06-13,224.78,4995,0.86,1.03,base
SKU014,2021-06-13,99.34,9934,0.85,1.03,base
SKU001,2021-06-14,295.84,6574,0.85,1.02,base
SKU002,2021-06-14,121.01,12101,0.91,1.02,base
SKU003,2021-06-14,32.08,32080,0.91,1.02,base
SKU004,2021-06-14,215.04,4779,0.92,1.02,base
SKU005,2021-06-14,96.44,9644,0.91,1.02,base
SKU006,2021-06-14,116.39,2586,0.91,1.02,base
SKU007,2021-06-14,88.3,8830,0.84,1.02,base
SKU008,2021-06-14,159.4,3542,0.82,1.02,base
SKU009,2021-06-14,94.24,9424,0.91,1.02,base
SKU010,2021-06-14,158.23,3516,0.81,1.02,base
SKU011,2021-06-14,261.82,5818,0.95,1.02,base
SKU012,2021-06-14,126.52,12652,0.93,1.02,base
SKU013,2021-06-14,204.44,4543,0.88,1.02,base
SKU014,2021-06-14,99.98,9998,0.85,1.02,base
SKU001,2021-06-15,293.28,6517,0.88,1.02,base
SKU002,2021-06-15,134.58,13458,0.91,1.02,base
SKU003,2021-06-15,32.43,32430,0.91,1.02,base
SKU004,2021-06-15,227.06,5046,0.81,1.02,base
SKU005,2021-06-15,98.2,9820,0.92,1.02,base
SKU006,2021-06-15,121.31,2696,0.9,1.02,base
SKU007,2021-06-15,80.44,8044,0.81,1.02,base
SKU008,2021-06-15,150.54,3345,0.85,1.02,base
SKU009,2021-06-15,89.21,8921,0.88,1.02,base
SKU010,2021-06-15,141.33,3141,0.83,1.02,base
SKU011,2021-06-15,243.86,5419,0.82,1.02,base
SKU012,2021-06-15,130.57,13057,0.8,1.02,base
SKU013,2021-06-15,209.25,4650,0.94,1.02,base
SKU014,2021-06-15,93.55,9355,0.81,1.02,base
SKU001,2021-06-16,289.41,6431,0.85,1.02,base
SKU002,2021-06-16,112.23,11223,0.83,1.02,base
SKU003,2021-06-16,30.21,30210,0.91,1.02,base
SKU004,2021-06-16,235.37,5230,0.91,1.02,base
SKU005,2021-06-16,92.68,9268,0.92,1.02,base
SKU006,2021-06-16,114.93,2554,0.89,1.02,base
SKU007,2021-06-16,80.4,8040,0.89,1.02,base
SKU008,2021-06-16,161.6,3591,0.86,1.02,base
SKU009,2021-06-16,86.1,8610,0.9,1.02,base
SKU010,2021-06-16,145.98,3244,0.82,1.02,base
SKU011,2021-06-16,245.24,5450,0.9,1.02,base
SKU012,2021-06-16,118.09,11809,0.82,1.02,base
SKU013,2021-06-16,215.56,4790,0.93,1.02,base
SKU014,2021-06-16,99.24,9924,0.88,1.02,base
SKU001,2021-06-17,315.03,7001,0.88,1.02,base
SKU002,2021-06-17,119.8,11980,0.89,1.02,base
SKU003,2021-06-17,33.87,33870,0.92,1.02,base
SKU004,2021-06-17,221.34,4919,0.87,1.02,base
SKU005,2021-06-17,95.26,9526,0.86,1.02,base
SKU006,2021-06-17,132.51,2945,0.84,1.02,base
SKU007,2021-06-17,82.27,8227,0.82,1.02,base
SKU008,2021-06-17,141.4,3142,0.83,1.02,base
SKU009,2021-06-17,87.54,8754,0.8,1.02,base
SKU010,2021-06-17,150.56,3346,0.93,1.02,base
SKU011,2021-06-17,249.11,5536,0.91,1.02,base
SKU012,2021-06-17,130.79,13079,0.83,1.02,base
SKU013,2021-06-17,220.14,4892,0.8,1.02,base
SKU014,2021-06-17,87.94,8794,0.87,1.02,base
SKU001,2021-06-18,272.25,6050,0.86,1.02,base
SKU002,2021-06-18,103.27,10327,0.92,1.02,base
SKU003,2021-06-18,28.96,28960,0.86,1.02,base
SKU004,2021-06-18,200.16,4448,0.93,1.02,base
SKU005,2021-06-18,89.56,8956,0.81,1.02,base
SKU006,2021-06-18,110.29,2451,0.85,1.02,base
SKU007,2021-06-18,76.06,7606,0.94,1.02,base
SKU008,2021-06-18,122.26,2717,0.8,1.02,base
SKU009,2021-06-18,79.86,7986,0.86,1.02,base
SKU010,2021-06-18,135.37,3008,0.84,1.02,base
SKU011,2021-06-18,234.11,5202,0.88,1.02,base
SKU012,2021-06-18,107.84,10784,0.84,1.02,base
SKU013,2021-06-18,198.11,4402,0.93,1.02,base
SKU014,2021-06-18,94.63,9463,0.94,1.02,base
SKU001,2021-06-19,269.09,5980,0.93,1.02,base
SKU002,2021-06-19,120.18,12018,0.86,1.02,base
SKU003,2021-06-19,27.83,27830,0.95,1.02,base
SKU004,2021-06-19,202.92,4509,0.91,1.02,base
SKU005,2021-06-19,80.62,8062,0.85,1.02,base
SKU006,2021-06-19,120.99,2689,0.81,1.02,base
SKU007,2021-06-19,78.22,7822,0.9,1.02,base
SKU008,2021-06-19,136.63,3036,0.91,1.02,base
SKU009,2021-06-19,74.49,7449,0.82,1.02,base
SKU010,2021-06-19,136.22,3027,0.88,1.02,base
SKU011,2021-06-19,243.55,5412,0.95,1.02,base
SKU012,2021-06-19,125.01,12501,0.85,1.02,base
SKU013,2021-06-19,192.7,4282,0.85,1.02,base
SKU014,2021-06-19,81.34,8134,0.94,1.02,base
SKU001,2021-06-20,298.36,6630,0.82,1.02,base
SKU002,2021-06-20,137.64,13764,0.94,1.02,base
SKU003,2021-06-20,29.03,29030,0.92,1.02,base
SKU004,2021-06-20,210.58,4680,0.86,1.02,base
SKU005,2021-06-20,97.67,9767,0.81,1.02,base
SKU006,2021-06-20,127.33,2830,0.8,1.02,base
SKU007,2021-06-20,81.95,8195,0.86,1.02,base
SKU008,2021-06-20,159.69,3549,0.91,1.02,base
SKU009,2021-06-20,88.36,8836,0.87,1.02,base
SKU010,2021-06-20,146.7,3260,0.91,1.02,base
SKU011,2021-06-20,250.38,5564,0.9,1.02,base
SKU012,2021-06-20,130.08,13008,0.89,1.02,base
SKU013,2021-06-20,207.76,4617,0.95,1.02,base
SKU014,2021-06-20,100.19,10019,0.91,1.02,base
SKU001,2021-06-21,324.31,7207,0.94,1.01,base
SKU002,2021-06-21,120.57,12057,0.84,1.01,base
SKU003,2021-06-21,29.58,29580,0.91,1.01,base
SKU004,2021-06-21,224.96,4999,0.89,1.01,base
SKU005,2021-06-21,88.57,8857,0.94,1.01,base
SKU006,2021-06-21,117.98,2622,0.88,1.01,base
SKU007,2021-06-21,75.51,7551,0.84,1.01,base
SKU008,2021-06-21,154.74,3439,0.86,1.01,base
SKU009,2021-06-21,84.0,8400,0.83,1.01,base
SKU010,2021-06-21,143.43,3187,0.83,1.01,base
SKU011,2021-06-21,269.95,5999,0.87,1.01,base
SKU012,2021-06-21,134.51,13451,0.93,1.01,base
SKU013,2021-06-21,230.62,5125,0.83,1.01,base
SKU014,2021-06-21,94.87,9487,0.84,1.01,base
SKU001,2021-06-22,311.51,6922,0.93,1.01,base
SKU002,2021-06-22,127.99,12799,0.85,1.01,base
SKU003,2021-06-22,31.84,31840,0.94,1.01,base
SKU004,2021-06-22,215.42,4787,0.84,1.01,base
