date,flour_type_id,required_tons,scenario_id
2022-05-27,FT001,873.05,base
2022-05-27,FT002,655.72,base
2022-05-28,FT004,225.3,base
2022-05-28,FT003,203.41,base
2022-05-28,FT005,144.3,base
2022-05-28,FT001,798.52,base
2022-05-28,FT002,601.53,base
2022-05-29,FT001,793.85,base
2022-05-29,FT002,613.62,base
2022-05-29,FT003,204.17,base
2022-05-29,FT004,239.18,base
2022-05-29,FT005,140.06,base
2022-05-30,FT005,155.44,base
2022-05-30,FT004,254.84,base
2022-05-30,FT001,891.45,base
2022-05-30,FT002,647.49,base
2022-05-30,FT003,222.22,base
2022-05-31,FT004,254.55,base
2022-05-31,FT003,217.72000000000003,base
2022-05-31,FT005,145.17,base
2022-05-31,FT001,835.91,base
2022-05-31,FT002,627.04,base
2022-06-01,FT001,833.2,base
2022-06-01,FT002,639.92,base
2022-06-01,FT003,213.11,base
2022-06-01,FT004,270.69,base
2022-06-01,FT005,162.02,base
2022-06-02,FT001,859.05,base
2022-06-02,FT002,663.27,base
2022-06-02,FT005,151.81,base
2022-06-02,FT004,239.41,base
2022-06-02,FT003,216.44,base
2022-06-03,FT001,859.68,base
2022-06-03,FT002,644.3100000000001,base
2022-06-03,FT003,226.26,base
2022-06-03,FT004,256.03,base
2022-06-03,FT005,157.33,base
2022-06-04,FT001,794.55,base
2022-06-04,FT002,571.57,base
2022-06-04,FT003,198.57,base
2022-06-04,FT004,232.7,base
2022-06-04,FT005,143.21,base
2022-06-05,FT002,619.5,base
2022-06-05,FT001,783.08,base
2022-06-05,FT005,134.3,base
2022-06-05,FT004,229.48,base
2022-06-05,FT003,204.5,base
2022-06-06,FT001,841.3,base
2022-06-06,FT002,647.08,base
2022-06-06,FT003,212.6,base
2022-06-06,FT004,242.23,base
2022-06-06,FT005,149.01,base
2022-06-07,FT001,834.19,base
2022-06-07,FT002,657.85,base
2022-06-07,FT003,219.54,base
2022-06-07,FT004,249.87,base
2022-06-07,FT005,159.94,base
2022-06-08,FT001,851.0799999999999,base
2022-06-08,FT002,623.53,base
2022-06-08,FT004,262.77,base
2022-06-08,FT005,141.1,base
2022-06-08,FT003,213.46,base
2022-06-09,FT001,871.37,base
2022-06-09,FT002,642.31,base
2022-06-09,FT003,218.22,base
2022-06-09,FT004,269.96,base
2022-06-09,FT005,143.79,base
2022-06-10,FT001,875.02,base
2022-06-10,FT002,606.03,base
2022-06-10,FT003,219.39,base
2022-06-10,FT004,262.27,base
2022-06-10,FT005,153.68,base
2022-06-11,FT001,802.46,base
2022-06-11,FT002,619.64,base
2022-06-11,FT005,139.77,base
2022-06-11,FT004,237.63,base
2022-06-11,FT003,204.97,base
2022-06-12,FT001,813.8800000000001,base
2022-06-12,FT002,577.55,base
2022-06-12,FT003,194.18,base
2022-06-12,FT004,225.27,base
2022-06-12,FT005,128.99,base
2022-06-13,FT001,856.94,base
2022-06-13,FT005,160.31,base
2022-06-13,FT002,662.3000000000001,base
2022-06-13,FT004,256.64,base
2022-06-13,FT003,214.18,base
2022-06-14,FT005,153.74,base
2022-06-14,FT004,260.33000000000004,base
2022-06-14,FT001,827.0899999999999,base
2022-06-14,FT002,663.57,base
2022-06-14,FT003,214.12,base
2022-06-15,FT001,891.24,base
2022-06-15,FT002,640.35,base
2022-06-15,FT003,224.92,base
2022-06-15,FT004,247.43,base
2022-06-15,FT005,151.42,base
2022-06-16,FT002,631.18,base
2022-06-16,FT001,873.53,base
2022-06-16,FT005,160.79,base
2022-06-16,FT004,243.84,base
2022-06-16,FT003,208.36,base
2022-06-17,FT001,883.9699999999999,base
2022-06-17,FT002,622.18,base
2022-06-17,FT003,216.5,base
2022-06-17,FT004,231.51,base
2022-06-17,FT005,158.83,base
2022-06-18,FT004,220.55,base
2022-06-18,FT003,195.45,base
2022-06-18,FT005,144.5,base
2022-06-18,FT001,760.86,base
2022-06-18,FT002,579.15,base
2022-06-19,FT004,229.17,base
2022-06-19,FT005,132.22,base
2022-06-19,FT002,572.49,base
2022-06-19,FT001,796.6700000000001,base
2022-06-19,FT003,195.38,base
2022-06-20,FT001,850.11,base
2022-06-20,FT002,656.61,base
2022-06-20,FT003,229.99,base
2022-06-20,FT004,226.73,base
2022-06-20,FT005,146.84,base
2022-06-21,FT002,612.11,base
2022-06-21,FT003,223.43,base
2022-06-21,FT001,897.58,base
2022-06-21,FT005,151.89,base
2022-06-21,FT004,247.93,base
2022-06-22,FT001,879.12,base
2022-06-22,FT002,650.8000000000001,base
2022-06-22,FT003,217.71,base
2022-06-22,FT004,238.98,base
2022-06-22,FT005,159.04,base
2022-06-23,FT004,257.23,base
2022-06-23,FT003,216.28,base
2022-06-23,FT005,141.97,base
2022-06-23,FT001,880.38,base
2022-06-23,FT002,626.76,base
2022-06-24,FT004,235.12,base
2022-06-24,FT003,210.6,base
2022-06-24,FT005,150.38,base
2022-06-24,FT001,811.56,base
2022-06-24,FT002,644.43,base
2022-06-25,FT001,735.0799999999999,base
2022-06-25,FT002,606.14,base
2022-06-25,FT003,201.19,base
2022-06-25,FT004,233.74,base
2022-06-25,FT005,128.33,base
2022-06-26,FT005,143.17,base
2022-06-26,FT004,236.26,base
2022-06-26,FT003,202.14,base
2022-06-26,FT002,580.22,base
2022-06-26,FT001,750.22,base
2022-06-27,FT005,153.8,base
2022-06-27,FT004,255.63,base
2022-06-27,FT002,614.4200000000001,base
2022-06-27,FT001,847.6,base
2022-06-27,FT003,208.58,base
2022-06-28,FT004,248.56,base
2022-06-28,FT003,208.72,base
2022-06-28,FT005,162.8,base
2022-06-28,FT001,839.7,base
2022-06-28,FT002,637.88,base
2022-06-29,FT005,149.92,base
2022-06-29,FT001,815.3,base
2022-06-29,FT002,637.5,base
2022-06-29,FT003,202.46,base
2022-06-29,FT004,228.37,base
2022-06-30,FT003,218.49,base
2022-06-30,FT004,249.39,base
2022-06-30,FT001,838.9300000000001,base
2022-06-30,FT002,641.22,base
2022-06-30,FT005,150.42,base
2022-07-01,FT002,795.24,base
2022-07-01,FT003,263.43,base
2022-07-01,FT001,1042.44,base
2022-07-01,FT005,195.37,base
2022-07-01,FT004,301.88,base
2022-07-02,FT005,183.64,base
2022-07-02,FT004,272.68,base
2022-07-02,FT001,952.84,base
2022-07-02,FT002,695.62,base
2022-07-02,FT003,233.23,base
2022-07-03,FT004,296.98,base
2022-07-03,FT003,238.52,base
2022-07-03,FT005,157.67,base
2022-07-03,FT001,985.67,base
2022-07-03,FT002,714.87,base
2022-07-04,FT004,308.18,base
2022-07-04,FT003,262.42,base
2022-07-04,FT005,172.12,base
2022-07-04,FT001,1052.29,base
2022-07-04,FT002,829.38,base
2022-07-05,FT001,1080.33,base
2022-07-05,FT002,777.9,base
2022-07-05,FT003,277.01,base
2022-07-05,FT004,287.74,base
2022-07-05,FT005,177.52,base
2022-07-06,FT005,194.53,base
2022-07-06,FT004,299.92,base
2022-07-06,FT003,264.34,base
2022-07-06,FT002,764.88,base
2022-07-06,FT001,1059.96,base
2022-07-07,FT004,309.82,base
2022-07-07,FT003,257.08000000000004,base
2022-07-07,FT005,185.59,base
2022-07-07,FT001,1021.74,base
2022-07-07,FT002,779.35,base
2022-07-08,FT004,314.28000000000003,base
2022-07-08,FT003,244.9,base
2022-07-08,FT005,180.2,base
2022-07-08,FT001,1007.75,base
2022-07-08,FT002,737.75,base
2022-07-09,FT001,881.42,base
2022-07-09,FT002,708.48,base
2022-07-09,FT003,240.3,base
2022-07-09,FT004,264.88,base
2022-07-09,FT005,166.93,base
2022-07-10,FT005,163.95,base
2022-07-10,FT004,256.4,base
2022-07-10,FT003,244.54,base
2022-07-10,FT001,977.61,base
2022-07-10,FT002,736.8000000000001,base
2022-07-11,FT005,202.16,base
2022-07-11,FT004,314.35,base
2022-07-11,FT003,277.21000000000004,base
2022-07-11,FT002,769.28,base
2022-07-11,FT001,1029.06,base
2022-07-12,FT001,1026.51,base
2022-07-12,FT002,797.08,base
2022-07-12,FT003,258.26,base
2022-07-12,FT004,309.07,base
2022-07-12,FT005,189.12,base
2022-07-13,FT002,739.9,base
2022-07-13,FT001,1021.24,base
2022-07-13,FT005,183.35,base
2022-07-13,FT003,266.86,base
2022-07-13,FT004,313.91,base
2022-07-14,FT001,996.88,base
2022-07-14,FT002,796.96,base
2022-07-14,FT003,262.97,base
2022-07-14,FT004,310.46000000000004,base
2022-07-14,FT005,185.21,base
2022-07-15,FT004,322.59000000000003,base
2022-07-15,FT003,276.75,base
2022-07-15,FT005,192.72,base
2022-07-15,FT001,1031.92,base
2022-07-15,FT002,765.39,base
2022-07-16,FT005,178.58,base
2022-07-16,FT004,279.5,base
2022-07-16,FT003,239.32,base
2022-07-16,FT002,709.98,base
2022-07-16,FT001,948.71,base
2022-07-17,FT001,956.68,base
2022-07-17,FT002,711.0,base
2022-07-17,FT003,256.2,base
2022-07-17,FT004,274.21,base
2022-07-17,FT005,168.11,base
2022-07-18,FT001,1021.28,base
2022-07-18,FT005,186.43,base
2022-07-18,FT002,705.41,base
2022-07-18,FT004,310.86,base
2022-07-18,FT003,256.74,base
2022-07-19,FT001,1046.1,base
2022-07-19,FT002,737.42,base
2022-07-19,FT003,280.4,base
2022-07-19,FT004,285.86,base
2022-07-19,FT005,181.28,base
2022-07-20,FT001,1024.2,base
2022-07-20,FT002,781.48,base
2022-07-20,FT003,286.4,base
2022-07-20,FT004,302.94,base
2022-07-20,FT005,175.27,base
2022-07-21,FT002,755.49,base
2022-07-21,FT001,1061.54,base
2022-07-21,FT005,162.54,base
2022-07-21,FT004,296.09000000000003,base
2022-07-21,FT003,270.36,base
2022-07-22,FT001,992.9,base
2022-07-22,FT002,764.54,base
2022-07-22,FT003,278.14,base
2022-07-22,FT004,312.43,base
2022-07-22,FT005,184.36,base
2022-07-23,FT004,274.95,base
2022-07-23,FT003,244.4,base
2022-07-23,FT005,164.27,base
2022-07-23,FT001,984.19,base
2022-07-23,FT002,689.58,base
2022-07-24,FT004,279.67,base
2022-07-24,FT003,240.6,base
2022-07-24,FT005,167.22,base
2022-07-24,FT001,957.88,base
2022-07-24,FT002,729.38,base
2022-07-25,FT001,1013.35,base
2022-07-25,FT002,762.24,base
2022-07-25,FT003,278.97,base
2022-07-25,FT004,283.66,base
2022-07-25,FT005,187.9,base
2022-07-26,FT002,794.38,base
2022-07-26,FT003,260.0,base
2022-07-26,FT001,939.73,base
2022-07-26,FT005,191.42,base
2022-07-26,FT004,296.05,base
2022-07-27,FT001,1017.53,base
2022-07-27,FT002,762.48,base
2022-07-27,FT003,256.39,base
2022-07-27,FT004,304.49,base
2022-07-27,FT005,163.63,base
2022-07-28,FT004,307.13,base
2022-07-28,FT003,262.12,base
2022-07-28,FT005,175.81,base
2022-07-28,FT001,1002.93,base
2022-07-28,FT002,741.44,base
2022-07-29,FT004,294.08,base
2022-07-29,FT003,271.9,base
2022-07-29,FT005,190.12,base
2022-07-29,FT001,1020.77,base
2022-07-29,FT002,765.54,base
2022-07-30,FT001,934.94,base
2022-07-30,FT002,680.42,base
2022-07-30,FT003,233.11,base
2022-07-30,FT004,270.65,base
2022-07-30,FT005,159.24,base
2022-07-31,FT005,183.95,base
2022-07-31,FT004,282.07,base
2022-07-31,FT003,226.21,base
2022-07-31,FT002,673.0600000000001,base
2022-07-31,FT001,921.32,base
2022-08-01,FT005,141.77,base
2022-08-01,FT004,238.93,base
2022-08-01,FT003,207.44,base
2022-08-01,FT001,805.8299999999999,base
2022-08-01,FT002,598.16,base
2022-08-02,FT004,230.6,base
2022-08-02,FT003,193.16,base
2022-08-02,FT005,142.12,base
2022-08-02,FT001,831.71,base
2022-08-02,FT002,609.57,base
2022-08-03,FT001,812.15,base
2022-08-03,FT002,621.32,base
2022-08-03,FT003,207.8,base
2022-08-03,FT004,224.15,base
2022-08-03,FT005,140.62,base
2022-08-04,FT004,224.03,base
2022-08-04,FT003,203.89,base
2022-08-04,FT005,141.81,base
2022-08-04,FT001,800.47,base
2022-08-04,FT002,607.13,base
2022-08-05,FT005,140.69,base
2022-08-05,FT004,219.93,base
2022-08-05,FT003,218.48,base
2022-08-05,FT002,597.71,base
2022-08-05,FT001,834.84,base
2022-08-06,FT001,750.39,base
2022-08-06,FT002,543.66,base
2022-08-06,FT003,193.54,base
2022-08-06,FT004,222.21,base
2022-08-06,FT005,120.99,base
2022-08-07,FT002,555.0799999999999,base
2022-08-07,FT001,766.37,base
2022-08-07,FT004,213.22,base
2022-08-07,FT003,192.14,base
2022-08-07,FT005,137.77,base
2022-08-08,FT001,822.37,base
2022-08-08,FT002,603.3399999999999,base
2022-08-08,FT003,195.8,base
2022-08-08,FT004,239.57,base
2022-08-08,FT005,128.68,base
2022-08-09,FT001,783.4,base
2022-08-09,FT002,616.09,base
2022-08-09,FT003,211.02,base
2022-08-09,FT004,246.77,base
2022-08-09,FT005,142.64,base
2022-08-10,FT001,815.95,base
2022-08-10,FT002,612.02,base
2022-08-10,FT005,143.79,base
2022-08-10,FT004,226.84,base
2022-08-10,FT003,199.01,base
2022-08-11,FT001,805.76,base
2022-08-11,FT002,603.49,base
2022-08-11,FT003,188.81,base
2022-08-11,FT004,234.91000000000005,base
2022-08-11,FT005,136.31,base
2022-08-12,FT004,235.7,base
2022-08-12,FT003,192.31,base
2022-08-12,FT005,138.34,base
2022-08-12,FT001,806.86,base
2022-08-12,FT002,590.75,base
2022-08-13,FT005,134.51,base
2022-08-13,FT004,218.25,base
2022-08-13,FT003,191.57,base
2022-08-13,FT001,741.41,base
2022-08-13,FT002,554.3199999999999,base
2022-08-14,FT001,710.66,base
2022-08-14,FT002,510.21,base
2022-08-14,FT003,176.6,base
2022-08-14,FT004,213.64,base
2022-08-14,FT005,139.0,base
2022-08-15,FT005,148.42,base
2022-08-15,FT004,240.11,base
2022-08-15,FT003,208.73,base
2022-08-15,FT002,592.1,base
2022-08-15,FT001,812.53,base
2022-08-16,FT005,144.32,base
2022-08-16,FT004,236.43,base
2022-08-16,FT003,194.3,base
2022-08-16,FT002,598.95,base
2022-08-16,FT001,824.36,base
2022-08-17,FT004,216.48,base
2022-08-17,FT003,199.01,base
2022-08-17,FT005,152.3,base
2022-08-17,FT001,798.8,base
2022-08-17,FT002,615.26,base
2022-08-18,FT004,236.13,base
2022-08-18,FT003,193.94,base
2022-08-18,FT005,139.5,base
2022-08-18,FT001,761.69,base
2022-08-18,FT002,566.43,base
2022-08-19,FT001,814.43,base
2022-08-19,FT002,603.85,base
2022-08-19,FT003,206.17,base
2022-08-19,FT004,259.19,base
2022-08-19,FT005,138.8,base
2022-08-20,FT004,214.38,base
2022-08-20,FT003,188.92,base
2022-08-20,FT005,129.48,base
2022-08-20,FT001,731.59,base
2022-08-20,FT002,539.4200000000001,base
2022-08-21,FT004,212.74,base
2022-08-21,FT003,190.97,base
2022-08-21,FT005,133.08,base
2022-08-21,FT001,749.75,base
2022-08-21,FT002,525.06,base
2022-08-22,FT004,219.09,base
2022-08-22,FT003,214.33,base
2022-08-22,FT005,145.52,base
2022-08-22,FT001,795.28,base
2022-08-22,FT002,596.21,base
2022-08-23,FT001,763.41,base
2022-08-23,FT002,590.14,base
2022-08-23,FT003,183.75,base
2022-08-23,FT004,233.24,base
2022-08-23,FT005,134.89,base
2022-08-24,FT005,133.18,base
2022-08-24,FT004,232.94,base
2022-08-24,FT003,215.41000000000005,base
2022-08-24,FT001,757.1800000000001,base
2022-08-24,FT002,566.52,base
2022-08-25,FT004,238.22,base
2022-08-25,FT003,205.11,base
2022-08-25,FT005,140.18,base
2022-08-25,FT001,795.36,base
2022-08-25,FT002,609.0600000000001,base
2022-08-26,FT001,856.73,base
2022-08-26,FT002,616.01,base
2022-08-26,FT003,194.1,base
2022-08-26,FT004,218.61,base
2022-08-26,FT005,136.07,base
2022-08-27,FT005,117.85,base
2022-08-27,FT004,213.88,base
2022-08-27,FT003,183.36,base
2022-08-27,FT002,555.6,base
2022-08-27,FT001,731.67,base
2022-08-28,FT005,124.35,base
2022-08-28,FT004,207.95,base
2022-08-28,FT003,173.61,base
2022-08-28,FT001,746.89,base
2022-08-28,FT002,550.6600000000001,base
2022-08-29,FT004,239.11,base
2022-08-29,FT003,202.28,base
2022-08-29,FT005,139.06,base
2022-08-29,FT001,792.85,base
2022-08-29,FT002,570.55,base
2022-08-30,FT001,755.91,base
2022-08-30,FT002,598.3499999999999,base
2022-08-30,FT003,201.02,base
2022-08-30,FT004,220.79,base
2022-08-30,FT005,148.63,base
2022-08-31,FT004,223.06,base
2022-08-31,FT003,192.01,base
2022-08-31,FT005,135.9,base
2022-08-31,FT001,803.1,base
2022-08-31,FT002,589.26,base
2022-09-01,FT004,216.75,base
2022-09-01,FT003,201.34,base
2022-09-01,FT005,135.48,base
2022-09-01,FT001,791.9,base
2022-09-01,FT002,579.9100000000001,base
2022-09-02,FT004,228.3,base
2022-09-02,FT003,200.38,base
2022-09-02,FT005,130.46,base
2022-09-02,FT001,786.1,base
2022-09-02,FT002,577.1800000000001,base
2022-09-03,FT001,720.28,base
2022-09-03,FT002,526.25,base
2022-09-03,FT003,174.84,base
2022-09-03,FT004,199.73,base
2022-09-03,FT005,139.55,base
2022-09-04,FT005,131.62,base
2022-09-04,FT004,203.37,base
2022-09-04,FT003,186.97,base
2022-09-04,FT001,678.57,base
2022-09-04,FT002,549.03,base
2022-09-05,FT005,152.51,base
2022-09-05,FT004,222.65,base
2022-09-05,FT003,197.5,base
2022-09-05,FT002,603.18,base
2022-09-05,FT001,747.6600000000001,base
2022-09-06,FT001,836.06,base
2022-09-06,FT002,619.11,base
2022-09-06,FT003,185.98,base
2022-09-06,FT004,238.55,base
2022-09-06,FT005,141.35,base
2022-09-07,FT001,771.48,base
2022-09-07,FT005,143.06,base
2022-09-07,FT002,544.59,base
2022-09-07,FT004,232.45,base
2022-09-07,FT003,206.35,base
2022-09-08,FT001,796.77,base
2022-09-08,FT002,582.13,base
2022-09-08,FT003,191.88,base
2022-09-08,FT004,221.45,base
2022-09-08,FT005,140.94,base
2022-09-09,FT004,220.01,base
2022-09-09,FT003,198.12,base
2022-09-09,FT005,150.44,base
2022-09-09,FT001,798.48,base
2022-09-09,FT002,581.7099999999999,base
2022-09-10,FT005,123.76,base
2022-09-10,FT004,215.27,base
2022-09-10,FT003,183.87,base
2022-09-10,FT002,536.95,base
2022-09-10,FT001,711.98,base
2022-09-11,FT001,718.36,base
2022-09-11,FT002,542.2,base
2022-09-11,FT003,171.31,base
2022-09-11,FT004,201.16,base
2022-09-11,FT005,126.66,base
2022-09-12,FT001,783.11,base
2022-09-12,FT005,134.83,base
2022-09-12,FT002,591.4,base
2022-09-12,FT004,237.49,base
2022-09-12,FT003,198.04,base
2022-09-13,FT001,708.97,base
2022-09-13,FT002,599.03,base
2022-09-13,FT003,196.86,base
2022-09-13,FT004,214.93,base
2022-09-13,FT005,143.69,base
2022-09-14,FT001,768.37,base
2022-09-14,FT002,612.53,base
2022-09-14,FT003,197.92,base
2022-09-14,FT004,234.86,base
2022-09-14,FT005,137.67,base
2022-09-15,FT001,765.64,base
2022-09-15,FT002,604.27,base
2022-09-15,FT003,198.47,base
2022-09-15,FT005,132.97,base
2022-09-15,FT004,232.54,base
2022-09-16,FT001,766.4300000000001,base
2022-09-16,FT002,596.72,base
2022-09-16,FT003,204.6,base
2022-09-16,FT004,222.34,base
2022-09-16,FT005,136.67,base
2022-09-17,FT004,204.57,base
2022-09-17,FT003,191.26,base
2022-09-17,FT005,128.82,base
2022-09-17,FT001,699.98,base
2022-09-17,FT002,510.93,base
2022-09-18,FT004,199.03,base
2022-09-18,FT003,185.42,base
2022-09-18,FT005,141.9,base
2022-09-18,FT001,714.9300000000001,base
2022-09-18,FT002,548.99,base
2022-09-19,FT001,807.62,base
2022-09-19,FT002,569.9,base
2022-09-19,FT003,185.35,base
2022-09-19,FT004,231.35,base
2022-09-19,FT005,135.2,base
2022-09-20,FT005,145.25,base
2022-09-20,FT004,216.63,base
2022-09-20,FT003,200.12,base
2022-09-20,FT002,568.17,base
2022-09-20,FT001,752.6800000000001,base
2022-09-21,FT005,149.85,base
2022-09-21,FT004,220.2,base
2022-09-21,FT001,780.5200000000001,base
2022-09-21,FT002,582.52,base
2022-09-21,FT003,198.72,base
2022-09-22,FT004,216.9,base
2022-09-22,FT003,198.03,base
2022-09-22,FT005,144.35,base
2022-09-22,FT001,760.99,base
2022-09-22,FT002,569.27,base
2022-09-23,FT001,786.11,base
2022-09-23,FT002,554.17,base
2022-09-23,FT003,194.51,base
2022-09-23,FT004,231.53,base
2022-09-23,FT005,133.88,base
2022-09-24,FT004,206.31,base
2022-09-24,FT005,124.48,base
2022-09-24,FT003,175.51999999999998,base
2022-09-24,FT001,716.2,base
2022-09-24,FT002,510.12,base
2022-09-25,FT005,137.02,base
2022-09-25,FT004,205.84,base
2022-09-25,FT003,180.53,base
2022-09-25,FT002,528.42,base
2022-09-25,FT001,698.99,base
2022-09-26,FT001,768.7099999999999,base
2022-09-26,FT002,538.86,base
2022-09-26,FT003,199.81,base
2022-09-26,FT004,213.5,base
2022-09-26,FT005,140.71,base
2022-09-27,FT002,568.5699999999999,base
2022-09-27,FT001,787.19,base
2022-09-27,FT005,146.13,base
2022-09-27,FT004,224.55,base
2022-09-27,FT003,204.69,base
2022-09-28,FT001,771.22,base
2022-09-28,FT002,599.34,base
2022-09-28,FT003,198.89,base
2022-09-28,FT004,224.31,base
2022-09-28,FT005,134.84,base
2022-09-29,FT001,752.86,base
2022-09-29,FT002,571.96,base
2022-09-29,FT003,186.96,base
2022-09-29,FT004,232.52,base
2022-09-29,FT005,142.29,base
2022-09-30,FT002,605.17,base
2022-09-30,FT003,202.87,base
2022-09-30,FT001,781.35,base
2022-09-30,FT005,137.38,base
2022-09-30,FT004,236.67,base
2022-10-01,FT005,126.99,base
2022-10-01,FT004,199.94,base
2022-10-01,FT003,193.87,base
2022-10-01,FT002,508.34,base
2022-10-01,FT001,704.67,base
2022-10-02,FT004,192.86,base
2022-10-02,FT003,178.17000000000002,base
2022-10-02,FT005,127.81,base
2022-10-02,FT001,726.47,base
2022-10-02,FT002,511.37,base
2022-10-03,FT004,209.59,base
2022-10-03,FT003,194.77,base
2022-10-03,FT005,129.19,base
2022-10-03,FT001,775.51,base
2022-10-03,FT002,615.21,base
2022-10-04,FT001,782.91,base
2022-10-04,FT002,598.3100000000001,base
2022-10-04,FT003,200.31,base
2022-10-04,FT004,210.89,base
2022-10-04,FT005,140.28,base
2022-10-05,FT005,132.75,base
2022-10-05,FT004,231.56,base
2022-10-05,FT003,201.74,base
2022-10-05,FT002,589.16,base
2022-10-05,FT001,782.23,base
2022-10-06,FT004,236.06,base
2022-10-06,FT003,213.51,base
2022-10-06,FT005,133.6,base
2022-10-06,FT001,785.51,base
2022-10-06,FT002,599.8,base
2022-10-07,FT004,226.96,base
2022-10-07,FT003,201.34,base
2022-10-07,FT005,140.54,base
2022-10-07,FT001,807.8199999999999,base
2022-10-07,FT002,569.91,base
2022-10-08,FT001,697.3,base
2022-10-08,FT002,561.7,base
2022-10-08,FT003,189.59,base
2022-10-08,FT004,213.62,base
2022-10-08,FT005,125.83,base
2022-10-09,FT005,127.06,base
2022-10-09,FT004,192.39,base
2022-10-09,FT003,184.68,base
2022-10-09,FT001,671.72,base
2022-10-09,FT002,514.75,base
2022-10-10,FT004,226.84,base
2022-10-10,FT003,183.18,base
2022-10-10,FT005,131.92,base
2022-10-10,FT001,771.88,base
2022-10-10,FT002,566.54,base
2022-10-11,FT001,737.94,base
2022-10-11,FT002,578.35,base
2022-10-11,FT003,197.94,base
2022-10-11,FT004,232.18,base
2022-10-11,FT005,127.75,base
2022-10-12,FT002,610.09,base
2022-10-12,FT001,780.8900000000001,base
2022-10-12,FT005,132.37,base
2022-10-12,FT003,190.47,base
2022-10-12,FT004,231.36,base
2022-10-13,FT001,795.72,base
2022-10-13,FT002,582.6700000000001,base
2022-10-13,FT003,196.65,base
2022-10-13,FT004,238.14,base
2022-10-13,FT005,142.16,base
2022-10-14,FT004,221.4,base
2022-10-14,FT003,205.74,base
2022-10-14,FT005,135.61,base
2022-10-14,FT001,750.27,base
2022-10-14,FT002,565.24,base
2022-10-15,FT005,134.43,base
2022-10-15,FT004,213.88,base
2022-10-15,FT003,178.81,base
2022-10-15,FT002,543.2,base
2022-10-15,FT001,726.47,base
2022-10-16,FT001,744.12,base
2022-10-16,FT002,550.56,base
2022-10-16,FT003,189.12,base
2022-10-16,FT004,194.8,base
2022-10-16,FT005,136.23,base
2022-10-17,FT001,799.3,base
2022-10-17,FT005,136.11,base
2022-10-17,FT002,583.14,base
2022-10-17,FT004,228.68,base
2022-10-17,FT003,200.06,base
2022-10-18,FT001,772.77,base
2022-10-18,FT002,581.31,base
2022-10-18,FT003,191.55,base
2022-10-18,FT004,225.36,base
2022-10-18,FT005,139.45,base
2022-10-19,FT001,813.39,base
2022-10-19,FT002,563.23,base
2022-10-19,FT003,185.91,base
2022-10-19,FT004,225.95,base
2022-10-19,FT005,143.23,base
2022-10-20,FT001,766.6800000000001,base
2022-10-20,FT002,585.29,base
2022-10-20,FT003,200.52,base
2022-10-20,FT005,137.64,base
2022-10-20,FT004,229.31,base
2022-10-21,FT001,762.87,base
2022-10-21,FT002,583.35,base
2022-10-21,FT003,195.18,base
2022-10-21,FT004,231.83,base
2022-10-21,FT005,147.76,base
2022-10-22,FT004,215.58,base
2022-10-22,FT003,174.24,base
2022-10-22,FT005,123.61,base
2022-10-22,FT001,747.12,base
2022-10-22,FT002,540.01,base
2022-10-23,FT004,199.59,base
2022-10-23,FT003,175.19,base
2022-10-23,FT005,119.53,base
2022-10-23,FT001,752.28,base
2022-10-23,FT002,547.0,base
2022-10-24,FT001,779.29,base
2022-10-24,FT002,578.96,base
2022-10-24,FT003,193.88,base
2022-10-24,FT004,226.86,base
2022-10-24,FT005,141.3,base
2022-10-25,FT002,554.82,base
2022-10-25,FT003,207.99,base
2022-10-25,FT001,768.6400000000001,base
2022-10-25,FT005,145.55,base
2022-10-25,FT004,245.52,base
2022-10-26,FT001,798.14,base
2022-10-26,FT002,581.11,base
2022-10-26,FT003,191.41000000000005,base
2022-10-26,FT004,242.62,base
2022-10-26,FT005,135.71,base
2022-10-27,FT004,235.05,base
2022-10-27,FT003,201.47,base
2022-10-27,FT005,142.61,base
2022-10-27,FT001,781.77,base
2022-10-27,FT002,603.47,base
2022-10-28,FT004,243.59000000000003,base
2022-10-28,FT003,200.08,base
2022-10-28,FT005,149.18,base
2022-10-28,FT001,798.62,base
2022-10-28,FT002,566.9300000000001,base
2022-10-29,FT001,690.9,base
2022-10-29,FT002,555.6,base
2022-10-29,FT003,184.86,base
2022-10-29,FT004,204.68,base
2022-10-29,FT005,141.42,base
2022-10-30,FT004,198.74,base
2022-10-30,FT003,179.0,base
2022-10-30,FT005,135.8,base
2022-10-30,FT001,723.36,base
2022-10-30,FT002,575.0699999999999,base
2022-10-31,FT005,134.42,base
2022-10-31,FT004,232.09,base
2022-10-31,FT003,203.74,base
2022-10-31,FT001,796.34,base
2022-10-31,FT002,598.48,base
2022-11-01,FT004,220.93,base
2022-11-01,FT003,201.77,base
2022-11-01,FT005,150.28,base
2022-11-01,FT001,795.22,base
2022-11-01,FT002,587.82,base
2022-11-02,FT001,803.37,base
2022-11-02,FT002,573.36,base
2022-11-02,FT003,194.13,base
2022-11-02,FT004,226.16000000000005,base
2022-11-02,FT005,125.71,base
2022-11-03,FT004,217.53,base
2022-11-03,FT003,195.74,base
2022-11-03,FT005,140.15,base
2022-11-03,FT001,781.5,base
2022-11-03,FT002,601.5,base
2022-11-04,FT005,148.27,base
2022-11-04,FT004,228.58,base
2022-11-04,FT003,216.29,base
2022-11-04,FT002,620.41,base
2022-11-04,FT001,762.77,base
2022-11-05,FT001,705.34,base
