mill_id,recipe_id,period,waste_pct,energy_per_ton,water_per_ton
M3,R4,2024-11,3.01,76.95,0.895
M1,R1,2024-11,2.26,63.61,0.722
M2,R3,2024-11,2.97,68.52,0.796
M1,R2,2024-11,1.73,63.18,0.694
M2,R1,2024-11,1.68,67.56,0.788
M3,R5,2024-11,1.0,74.79,0.874
M1,R3,2024-11,2.43,65.93,0.653
M2,R4,2024-11,2.48,70.12,0.811
M2,R2,2024-12,1.51,69.99,0.772
M2,R4,2024-12,1.86,70.82,0.727
M2,R3,2024-12,3.05,72.87,0.831
M3,R1,2024-12,2.29,72.52,0.805
M1,R3,2024-12,2.36,64.41,0.657
M1,R1,2024-12,2.4,63.76,0.738
M3,R5,2024-12,1.56,77.74,0.837
M1,R2,2024-12,1.44,67.02,0.732
M2,R1,2024-12,1.99,64.74,0.815
M3,R4,2024-12,1.59,76.69,0.823
M1,R4,2025-01,1.46,64.36,0.706
M2,R1,2025-01,2.07,68.34,0.769
M2,R3,2025-01,2.85,64.68,0.76
M1,R1,2025-01,2.15,66.03,0.756
M1,R3,2025-01,3.5,64.72,0.696
M2,R4,2025-01,1.89,70.22,0.738
M3,R1,2025-01,2.61,76.9,0.843
M3,R5,2025-01,1.34,74.89,0.826
M3,R4,2025-01,2.02,77.09,0.851
M1,R2,2025-01,1.43,64.97,0.738
M3,R1,2025-02,1.77,75.45,0.867
M1,R3,2025-02,2.93,64.36,0.775
M1,R1,2025-02,2.18,66.43,0.733
M3,R5,2025-02,1.44,74.22,0.858
M2,R1,2025-02,2.12,68.95,0.842
M2,R3,2025-02,2.89,69.55,0.774
M2,R5,2025-02,1.48,70.26,0.803
M3,R4,2025-02,2.24,76.81,0.915
M2,R2,2025-02,1.96,68.58,0.786
M2,R4,2025-02,1.94,72.77,0.818
M1,R2,2025-02,1.88,65.17,0.794
M1,R3,2025-03,3.29,64.98,0.768
M3,R5,2025-03,1.82,77.58,0.83
M3,R1,2025-03,1.73,76.67,0.891
M2,R4,2025-03,2.85,71.47,0.852
M2,R2,2025-03,1.4,68.23,0.789
M1,R2,2025-03,1.61,63.01,0.711
M2,R1,2025-03,1.73,68.15,0.813
M2,R3,2025-03,2.66,68.32,0.778
M3,R4,2025-03,2.03,75.34,0.877
M1,R1,2025-03,1.91,65.97,0.735
M3,R5,2025-04,1.42,77.89,0.795
M2,R3,2025-04,2.76,70.95,0.753
M3,R1,2025-04,1.78,74.83,0.826
M2,R1,2025-04,2.17,67.87,0.777
M1,R2,2025-04,1.93,64.3,0.732
M1,R1,2025-04,2.57,65.04,0.767
M2,R4,2025-04,1.86,67.27,0.82
M3,R4,2025-05,2.98,75.08,0.839
M3,R1,2025-05,2.18,74.6,0.873
M3,R5,2025-05,1.7,74.55,0.818
M1,R2,2025-05,2.4,68.82,0.71
M1,R1,2025-05,2.16,63.94,0.802
M2,R4,2025-05,2.4,71.43,0.764
M2,R1,2025-05,1.57,68.63,0.765
M1,R3,2025-05,3.05,65.39,0.763
M2,R3,2025-05,2.62,70.89,0.8
M2,R4,2025-06,1.96,67.16,0.766
M2,R1,2025-06,1.87,69.14,0.812
M1,R1,2025-06,2.15,63.97,0.718
M1,R4,2025-06,2.28,62.07,0.726
M1,R3,2025-06,2.88,65.83,0.755
M2,R3,2025-06,2.51,70.28,0.75
M3,R4,2025-06,2.36,75.73,0.852
M1,R2,2025-06,1.57,66.89,0.734
M3,R5,2025-06,1.0,74.66,0.833
M3,R1,2025-06,2.03,75.81,0.908
M2,R2,2025-06,1.48,65.88,0.787
M2,R5,2025-06,1.57,65.68,0.782
M3,R5,2025-07,1.55,76.84,0.893
M2,R1,2025-07,2.12,69.86,0.791
M2,R4,2025-07,2.17,69.49,0.798
M3,R1,2025-07,2.06,78.48,0.896
M1,R2,2025-07,2.19,62.6,0.796
M2,R3,2025-07,2.49,66.98,0.803
M1,R1,2025-07,1.91,65.21,0.678
M2,R1,2025-08,1.35,65.77,0.817
M1,R2,2025-08,1.76,63.99,0.758
M2,R4,2025-08,2.2,66.21,0.813
M3,R1,2025-08,2.24,69.88,0.877
M2,R3,2025-08,2.87,71.45,0.797
M1,R1,2025-08,1.79,66.11,0.701
M3,R5,2025-08,2.0,77.97,0.832
M2,R4,2025-09,1.54,70.87,0.805
M2,R1,2025-09,1.73,67.84,0.799
M2,R3,2025-09,3.05,67.91,0.769
M3,R4,2025-09,2.14,76.95,0.875
M2,R5,2025-09,1.65,70.58,0.794
M3,R5,2025-09,1.38,75.39,0.838
M1,R1,2025-09,1.77,67.97,0.709
M1,R2,2025-09,1.88,59.49,0.738
M1,R4,2025-09,2.79,65.48,0.757
M1,R3,2025-09,2.91,67.9,0.74
M3,R1,2025-09,2.49,77.66,0.815
M1,R1,2025-10,1.89,65.49,0.73
M1,R2,2025-10,2.21,66.1,0.706
M3,R4,2025-10,1.83,76.83,0.891
M2,R3,2025-10,2.85,71.12,0.763
M2,R4,2025-10,2.61,67.83,0.733
M1,R3,2025-10,3.26,65.43,0.768
M2,R5,2025-10,1.74,68.25,0.833
M3,R1,2025-10,1.42,78.62,0.839
M2,R1,2025-10,1.98,65.8,0.717
M3,R5,2025-10,1.17,75.62,0.863
M3,R1,2025-11,2.19,72.41,0.882
M2,R3,2025-11,3.09,69.38,0.762
M2,R1,2025-11,1.97,67.82,0.778
M2,R2,2025-11,1.9,67.56,0.81
M1,R2,2025-11,2.44,62.58,0.698
M3,R5,2025-11,1.73,74.73,0.863
M1,R1,2025-11,2.02,66.08,0.72
M1,R3,2025-11,2.82,66.03,0.726
M2,R4,2025-11,2.41,73.4,0.796
M3,R4,2025-11,2.02,77.26,0.824
M2,R3,2025-12,2.8,69.17,0.811
M2,R4,2025-12,2.29,69.45,0.802
M2,R2,2025-12,2.01,67.23,0.802
M2,R1,2025-12,1.66,70.82,0.791
M1,R1,2025-12,2.11,61.55,0.784
M3,R4,2025-12,2.42,76.44,0.881
M1,R4,2025-12,2.08,65.63,0.731
M1,R3,2025-12,2.7,66.25,0.713
M3,R1,2025-12,2.35,75.62,0.875
M3,R5,2025-12,1.71,79.23,0.815
M1,R2,2025-12,1.91,65.63,0.759
M2,R3,2026-01,2.98,67.96,0.831
M1,R3,2026-01,3.07,66.31,0.788
M1,R1,2026-01,1.47,61.19,0.724
M2,R1,2026-01,1.64,69.15,0.736
M3,R4,2026-01,2.02,76.31,0.853
M3,R5,2026-01,1.65,76.28,0.848
M2,R5,2026-01,1.56,71.9,0.824
M3,R1,2026-01,2.18,74.68,0.875
M1,R2,2026-01,2.05,64.67,0.742
M2,R4,2026-01,2.46,68.73,0.809
M3,R1,2026-02,1.85,76.92,0.868
M2,R3,2026-02,2.79,62.77,0.796
M2,R4,2026-02,2.11,67.1,0.799
M1,R2,2026-02,1.34,64.13,0.766
M3,R5,2026-02,1.0,73.91,0.872
M1,R1,2026-02,2.19,63.71,0.729
M1,R4,2026-02,1.66,64.32,0.722
M1,R3,2026-02,2.57,65.42,0.721
M2,R1,2026-02,2.1,69.18,0.781
M1,R2,2026-03,1.65,65.28,0.676
M1,R1,2026-03,1.76,63.65,0.771
M2,R3,2026-03,2.38,68.38,0.838
M1,R3,2026-03,2.41,63.24,0.737
M3,R4,2026-03,2.04,74.47,0.822
M2,R5,2026-03,1.32,72.72,0.786
M2,R4,2026-03,2.77,67.53,0.788
M3,R5,2026-03,1.32,77.06,0.846
M2,R2,2026-03,2.04,70.74,0.799
M2,R1,2026-03,1.7,71.91,0.766
M3,R1,2026-03,1.78,78.93,0.818
M2,R2,2026-04,1.94,67.82,0.842
M3,R4,2026-04,2.35,76.14,0.849
M3,R5,2026-04,1.49,76.08,0.853
M1,R2,2026-04,1.71,64.61,0.72
M2,R1,2026-04,1.97,70.72,0.842
M2,R4,2026-04,2.69,67.69,0.826
M1,R3,2026-04,2.66,66.22,0.703
M1,R1,2026-04,2.27,67.48,0.693
M2,R3,2026-04,2.78,65.49,0.767
M3,R5,2026-05,1.23,72.57,0.879
M1,R1,2026-05,1.81,63.94,0.69
M3,R1,2026-05,1.93,77.85,0.874
M2,R2,2026-05,1.91,70.03,0.79
M2,R1,2026-05,1.47,70.49,0.764
M3,R4,2026-05,1.87,76.58,0.848
M1,R3,2026-05,2.85,66.08,0.726
M2,R3,2026-05,3.31,71.16,0.844
M1,R2,2026-05,1.72,63.86,0.737
M2,R4,2026-05,2.87,66.64,0.731
M3,R5,2026-06,1.22,74.67,0.8
M1,R1,2026-06,2.08,65.47,0.714
M1,R2,2026-06,1.73,63.57,0.745
M1,R3,2026-06,2.98,68.4,0.75
M2,R4,2026-06,2.15,71.2,0.794
M2,R5,2026-06,1.34,70.57,0.807
M2,R3,2026-06,3.17,70.3,0.813
M3,R4,2026-06,2.4,74.13,0.821
M2,R1,2026-06,1.98,67.84,0.773
M1,R4,2026-06,2.09,64.58,0.744
M1,R1,2026-07,2.25,64.99,0.763
M2,R5,2026-07,1.34,68.96,0.768
M3,R4,2026-07,2.32,80.0,0.869
M2,R2,2026-07,1.92,68.37,0.796
M2,R4,2026-07,2.29,68.23,0.735
M2,R1,2026-07,1.75,66.97,0.796
M3,R5,2026-07,1.3,75.56,0.897
M2,R3,2026-07,2.78,69.68,0.806
M1,R2,2026-07,1.78,65.36,0.716
M1,R3,2026-07,2.63,64.35,0.736
M1,R4,2026-07,2.29,64.89,0.768
M3,R4,2026-08,2.11,79.42,0.865
M2,R5,2026-08,1.75,71.28,0.815
M2,R1,2026-08,2.27,70.66,0.753
M1,R4,2026-08,2.26,65.21,0.691
M1,R3,2026-08,2.68,66.04,0.714
M2,R3,2026-08,3.09,71.79,0.796
M1,R1,2026-08,1.99,60.44,0.686
M1,R2,2026-08,1.94,61.67,0.733
M2,R4,2026-08,1.75,69.46,0.812
M3,R5,2026-08,1.59,80.0,0.859
M3,R4,2026-09,1.95,77.59,0.851
M1,R4,2026-09,3.01,64.47,0.71
M2,R3,2026-09,2.69,66.85,0.782
M1,R1,2026-09,2.14,66.24,0.647
M2,R1,2026-09,1.84,70.5,0.778
M3,R5,2026-09,1.44,77.5,0.845
M2,R4,2026-09,2.64,67.61,0.787
M1,R2,2026-09,2.06,66.21,0.657
M1,R3,2026-09,2.52,64.9,0.738
M3,R4,2026-10,1.93,76.53,0.834
M1,R1,2026-10,1.85,65.14,0.718
M2,R3,2026-10,2.29,72.24,0.825
M2,R1,2026-10,1.96,71.7,0.799
M3,R5,2026-10,1.0,73.72,0.854
M2,R4,2026-10,1.85,65.11,0.802
M1,R2,2026-10,1.61,63.87,0.712
M2,R2,2026-11,1.22,69.4,0.81
M1,R3,2026-11,2.79,67.3,0.753
M2,R1,2026-11,1.81,67.54,0.779
M2,R4,2026-11,2.27,69.29,0.764
M1,R1,2026-11,1.94,65.72,0.748
M1,R2,2026-11,1.44,62.45,0.745
M2,R5,2026-11,1.17,67.06,0.839
M3,R5,2026-11,1.0,77.36,0.856
M3,R4,2026-11,2.36,75.96,0.889
M3,R3,2026-11,3.15,76.97,0.871
M2,R3,2026-11,2.52,70.61,0.794
M2,R1,2026-12,2.52,68.29,0.787
M1,R3,2026-12,2.55,63.27,0.67
M2,R4,2026-12,1.87,64.93,0.828
M2,R5,2026-12,1.57,69.84,0.822
M2,R2,2026-12,1.72,66.45,0.751
M3,R4,2026-12,2.57,74.49,0.907
M3,R3,2026-12,2.86,73.08,0.801
M2,R3,2026-12,3.27,68.28,0.73
M1,R2,2026-12,1.49,63.81,0.702
M3,R5,2026-12,1.32,73.29,0.805
M1,R1,2026-12,1.94,72.56,0.768
M2,R2,2027-01,2.05,68.92,0.841
M2,R3,2027-01,2.72,71.02,0.756
M1,R1,2027-01,1.78,60.54,0.718
M3,R4,2027-01,2.01,76.54,0.843
M2,R4,2027-01,2.02,68.61,0.821
M3,R5,2027-01,1.64,78.55,0.902
M1,R2,2027-01,1.65,67.22,0.733
M2,R1,2027-01,1.9,65.47,0.774
M2,R4,2027-02,1.95,68.75,0.768
M1,R1,2027-02,2.1,66.42,0.815
M2,R1,2027-02,1.64,69.16,0.808
M1,R2,2027-02,1.54,62.7,0.736
M3,R5,2027-02,1.41,73.71,0.821
M2,R3,2027-02,3.1,68.62,0.772
M3,R4,2027-02,2.13,75.29,0.853
M2,R3,2027-03,3.12,69.65,0.817
M1,R2,2027-03,1.87,67.14,0.736
M2,R1,2027-03,2.3,69.88,0.742
M3,R5,2027-03,1.71,74.61,0.902
M1,R1,2027-03,2.67,67.41,0.641
M3,R4,2027-03,2.65,75.34,0.843
M2,R4,2027-03,1.85,69.6,0.794
M1,R3,2027-04,2.33,66.23,0.742
M2,R1,2027-04,2.1,68.45,0.801
M2,R3,2027-04,2.87,66.11,0.777
M1,R1,2027-04,1.67,69.63,0.71
M2,R5,2027-04,1.36,67.88,0.747
M1,R2,2027-04,1.89,67.61,0.768
M3,R4,2027-04,2.18,77.2,0.818
M3,R5,2027-04,1.45,73.1,0.845
M2,R4,2027-04,2.54,66.89,0.756
M1,R4,2027-04,1.89,64.29,0.72
M2,R4,2027-05,2.09,66.44,0.836
M2,R3,2027-05,3.5,69.52,0.773
M2,R5,2027-05,1.0,70.0,0.766
M3,R4,2027-05,1.57,79.43,0.875
M3,R5,2027-05,1.43,73.78,0.882
M2,R1,2027-05,2.1,65.24,0.789
M1,R1,2027-05,1.94,67.61,0.751
M1,R3,2027-05,2.46,63.77,0.775
M1,R2,2027-05,2.12,63.39,0.681
M1,R4,2027-06,2.44,64.66,0.727
M2,R3,2027-06,3.39,70.03,0.715
M3,R4,2027-06,2.14,75.99,0.874
M3,R5,2027-06,1.51,77.35,0.901
M1,R3,2027-06,2.79,64.24,0.743
M2,R1,2027-06,2.48,70.77,0.808
M2,R5,2027-06,1.3,69.61,0.777
M1,R1,2027-06,2.1,63.73,0.709
M1,R2,2027-06,1.83,68.01,0.735
M2,R4,2027-06,2.29,66.18,0.814
M2,R2,2027-06,1.71,66.52,0.776
M1,R2,2027-07,1.87,66.66,0.695
M3,R5,2027-07,1.52,75.89,0.86
M3,R4,2027-07,2.23,78.75,0.839
M2,R4,2027-07,1.65,67.91,0.754
M2,R3,2027-07,2.38,70.06,0.758
M1,R1,2027-07,2.68,65.08,0.749
M2,R1,2027-07,1.59,70.24,0.759
M1,R3,2027-07,3.08,64.64,0.737
M2,R5,2027-07,1.59,64.76,0.805
M1,R4,2027-07,2.84,66.69,0.769
M2,R2,2027-07,1.63,71.44,0.78
M1,R2,2027-08,1.77,64.17,0.754
M1,R1,2027-08,1.78,64.16,0.73
M2,R4,2027-08,2.5,72.87,0.82
M2,R3,2027-08,2.29,69.66,0.764
M3,R4,2027-08,1.95,73.51,0.824
M2,R2,2027-08,1.84,71.01,0.79
M3,R5,2027-08,1.71,76.85,0.822
M2,R1,2027-08,1.58,69.21,0.773
M1,R1,2027-09,1.72,63.89,0.758
M2,R2,2027-09,2.09,66.46,0.783
M1,R3,2027-09,3.3,64.27,0.73
M2,R4,2027-09,2.38,67.95,0.826
M3,R4,2027-09,2.42,76.65,0.904
M2,R3,2027-09,3.04,66.29,0.773
M2,R1,2027-09,1.95,68.83,0.809
M1,R2,2027-09,1.41,59.84,0.707
M3,R5,2027-09,1.71,80.0,0.782
M1,R3,2027-10,2.74,65.03,0.697
M1,R4,2027-10,1.99,63.04,0.685
M1,R1,2027-10,1.72,64.48,0.698
M2,R5,2027-10,1.34,69.94,0.792
M2,R3,2027-10,3.21,68.51,0.768
M2,R4,2027-10,1.8,69.48,0.755
M3,R5,2027-10,1.93,75.8,0.856
M2,R2,2027-10,1.58,67.96,0.811
M1,R2,2027-10,1.74,61.37,0.658
M3,R4,2027-10,1.76,75.31,0.865
M2,R1,2027-10,2.02,65.19,0.774
M3,R4,2027-11,2.16,76.95,0.869
M3,R5,2027-11,1.55,77.66,0.865
M1,R3,2027-11,2.58,64.65,0.725
M2,R4,2027-11,2.28,69.86,0.755
M2,R3,2027-11,2.73,69.45,0.819
M1,R2,2027-11,1.82,63.39,0.755
M2,R1,2027-11,1.89,70.3,0.812
M1,R1,2027-11,2.37,67.28,0.737
M1,R1,2027-12,1.79,61.53,0.746
M2,R4,2027-12,2.2,66.57,0.771
M3,R4,2027-12,1.76,75.8,0.87
M1,R3,2027-12,2.69,61.36,0.791
M2,R3,2027-12,2.65,71.67,0.766
M1,R2,2027-12,1.67,66.23,0.724
M2,R2,2027-12,1.76,65.96,0.778
M2,R1,2027-12,2.74,71.72,0.796
M3,R5,2027-12,1.0,76.45,0.84
